Year,UNIT_MEASURE,SERIES,Regions,Value
2019,thousand of tenge,природного характера,Batys Kazakhstan,13400.0
2019,thousand of tenge,природного характера,Zhambyl,21.0
2019,thousand of tenge,природного характера,Karagandy,119118.3
2019,thousand of tenge,природного характера,Kostanay,87600.0
2019,thousand of tenge,природного характера,Kyzylorda,38342.0
2019,thousand of tenge,природного характера,Mangistau,0.0
2019,thousand of tenge,природного характера,Pavlodar,0.0
2019,thousand of tenge,природного характера,Soltustik Kazakhstan,3300.0
2019,thousand of tenge,природного характера,Turkistan,0.0
2019,thousand of tenge,природного характера,Shygys Kazakhstan,101398.2
2019,thousand of tenge,природного характера,Nur-Sultan city,0.0
2019,thousand of tenge,природного характера,Almaty city,0.02
2019,thousand of tenge,природного характера,Shymkent city,0.02
2019,thousand of tenge,техногенного характера,,37936373.5
2019,thousand of tenge,техногенного характера,Akmola,229033.0
2019,thousand of tenge,техногенного характера,Aktobe,10000.0
2019,thousand of tenge,техногенного характера,Almaty,62492.0
2019,thousand of tenge,техногенного характера,Atyrau,63531.2
2019,thousand of tenge,техногенного характера,Batys Kazakhstan,233000.0
2019,thousand of tenge,техногенного характера,Zhambyl,78.9
2019,thousand of tenge,техногенного характера,Karagandy,33670.0
2019,thousand of tenge,техногенного характера,Kostanay,40650.0
2019,thousand of tenge,техногенного характера,Kyzylorda,38064.0
2019,thousand of tenge,техногенного характера,Mangistau,0.0
2019,thousand of tenge,техногенного характера,Pavlodar,478779.1
2019,thousand of tenge,техногенного характера,Soltustik Kazakhstan,69300.0
2019,thousand of tenge,техногенного характера,Turkistan,32814147.0
2019,thousand of tenge,техногенного характера,Shygys Kazakhstan,56876.0
2019,thousand of tenge,техногенного характера,Nur-Sultan city,0.0
2019,thousand of tenge,техногенного характера,Almaty city,3526720.3
2019,thousand of tenge,техногенного характера,Shymkent city,342524.0
