Year,UNIT_MEASURE,Value
2010,million tenge,3715.6
2011,million tenge,4493.3
2012,million tenge,6146.6
2013,million tenge,7347.6
2014,million tenge,7362.5
2015,million tenge,6842.6
2016,million tenge,8149.6
2017,million tenge,8045.2
2018,million tenge,8566.2
