Year,UNIT_MEASURE,Value
2010,Percent,0.5
2011,Percent,0.25
2012,Percent,0.37
2013,Percent,0.53
2014,Percent,0.6
2015,Percent,0.93
2016,Percent,2.07
2017,Percent,1.97
2018,Percent,1.2
2019,Percent,3.0935267891742
