Year,UNIT_MEASURE,Regions,Value
2016,Percent,,66.4
2017,Percent,,68.6
2018,Percent,,80.0
2019,Percent,,85.1
2019,Percent,Akmola,97.0
2019,Percent,Aktobe,90.0
2019,Percent,Almaty,76.7
2019,Percent,Atyrau,89.6
2019,Percent,Batys Kazakhstan,91.4
2019,Percent,Zhambyl,91.5
2019,Percent,Karagandy,82.6
2019,Percent,Kostanay,89.7
2019,Percent,Kyzylorda,89.2
2019,Percent,Mangistau,66.2
2019,Percent,Pavlodar,85.0
2019,Percent,Soltustik Kazakhstan,89.2
2019,Percent,Turkistan,89.9
2019,Percent,Shygys Kazakhstan,96.7
2019,Percent,Nur-Sultan city,84.1
2019,Percent,Almaty city,89.0
2019,Percent,Shymkent city,77.3
