Year,UNIT_MEASURE,Value
2011,Percent,22.0
2012,Percent,27.7
2013,Percent,32.7
2014,Percent,28.3
2015,Percent,24.1
2016,Percent,32.4
2017,Percent,52.4
2018,Percent,34.4
2019,Percent,41.0
