Year,UNIT_MEASURE,Value
2011,Percent,5.0
2012,Percent,11.0
2013,Percent,13.0
2014,Percent,5.0
2015,Percent,14.0
2016,Percent,12.0
2017,Percent,11.0
2018,Percent,12.0
2019,Percent,23.0
