Year,UNIT_MEASURE,Regions,Value
2010,PT_PREV_Y,,109.1
2011,PT_PREV_Y,,112.1
2011,PT_PREV_Y,Akmola,111.5
2011,PT_PREV_Y,Aktobe,107.7
2011,PT_PREV_Y,Almaty,124.8
2011,PT_PREV_Y,Atyrau,99.1
2011,PT_PREV_Y,Batys Kazakhstan,100.0
2011,PT_PREV_Y,Zhambyl,127.3
2011,PT_PREV_Y,Karagandy,110.0
2011,PT_PREV_Y,Kostanay,97.2
2011,PT_PREV_Y,Kyzylorda,100.0
2011,PT_PREV_Y,Mangistau,66.8
2011,PT_PREV_Y,Ontustik Kazakhstan,121.5
2011,PT_PREV_Y,Pavlodar,98.3
2011,PT_PREV_Y,Soltustik Kazakhstan,112.9
2011,PT_PREV_Y,Shygys Kazakhstan,120.7
2011,PT_PREV_Y,Nur-Sultan city,300.9
2011,PT_PREV_Y,Almaty city,120.0
2012,PT_PREV_Y,,102.8
2012,PT_PREV_Y,Akmola,103.7
2012,PT_PREV_Y,Aktobe,100.0
2012,PT_PREV_Y,Almaty,100.0
2012,PT_PREV_Y,Atyrau,63.5
2012,PT_PREV_Y,Batys Kazakhstan,98.0
2012,PT_PREV_Y,Zhambyl,94.3
2012,PT_PREV_Y,Karagandy,100.0
2012,PT_PREV_Y,Kostanay,100.0
2012,PT_PREV_Y,Kyzylorda,132.4
2012,PT_PREV_Y,Mangistau,100.0
2012,PT_PREV_Y,Ontustik Kazakhstan,104.2
2012,PT_PREV_Y,Pavlodar,104.8
2012,PT_PREV_Y,Soltustik Kazakhstan,94.5
2012,PT_PREV_Y,Shygys Kazakhstan,120.7
2012,PT_PREV_Y,Nur-Sultan city,100.0
2012,PT_PREV_Y,Almaty city,103.4
2013,PT_PREV_Y,,102.1
2013,PT_PREV_Y,Akmola,97.6
2013,PT_PREV_Y,Aktobe,101.9
2013,PT_PREV_Y,Almaty,104.5
2013,PT_PREV_Y,Atyrau,93.1
2013,PT_PREV_Y,Batys Kazakhstan,108.3
2013,PT_PREV_Y,Zhambyl,139.5
2013,PT_PREV_Y,Karagandy,102.8
2013,PT_PREV_Y,Kostanay,107.9
2013,PT_PREV_Y,Kyzylorda,151.4
2013,PT_PREV_Y,Mangistau,127.1
2013,PT_PREV_Y,Ontustik Kazakhstan,88.8
2013,PT_PREV_Y,Pavlodar,100.0
2013,PT_PREV_Y,Soltustik Kazakhstan,101.6
2013,PT_PREV_Y,Shygys Kazakhstan,105.4
2013,PT_PREV_Y,Nur-Sultan city,97.8
2013,PT_PREV_Y,Almaty city,94.9
2014,PT_PREV_Y,,103.8
2014,PT_PREV_Y,Akmola,113.2
2014,PT_PREV_Y,Aktobe,93.0
2014,PT_PREV_Y,Almaty,87.1
2014,PT_PREV_Y,Atyrau,159.2
2014,PT_PREV_Y,Batys Kazakhstan,89.2
2014,PT_PREV_Y,Zhambyl,116.4
2014,PT_PREV_Y,Karagandy,116.5
2014,PT_PREV_Y,Kostanay,114.1
2014,PT_PREV_Y,Kyzylorda,87.2
2014,PT_PREV_Y,Mangistau,113.5
2014,PT_PREV_Y,Ontustik Kazakhstan,69.0
2014,PT_PREV_Y,Pavlodar,94.1
2014,PT_PREV_Y,Soltustik Kazakhstan,105.2
2014,PT_PREV_Y,Shygys Kazakhstan,100.2
2014,PT_PREV_Y,Nur-Sultan city,102.1
2014,PT_PREV_Y,Almaty city,122.3
2015,PT_PREV_Y,,97.3
2015,PT_PREV_Y,Akmola,107.8
2015,PT_PREV_Y,Aktobe,99.7
2015,PT_PREV_Y,Almaty,97.2
2015,PT_PREV_Y,Atyrau,70.8
2015,PT_PREV_Y,Batys Kazakhstan,76.4
2015,PT_PREV_Y,Zhambyl,89.3
2015,PT_PREV_Y,Karagandy,112.6
2015,PT_PREV_Y,Kostanay,87.8
2015,PT_PREV_Y,Kyzylorda,107.5
2015,PT_PREV_Y,Mangistau,69.3
2015,PT_PREV_Y,Ontustik Kazakhstan,128.6
2015,PT_PREV_Y,Pavlodar,98.1
2015,PT_PREV_Y,Soltustik Kazakhstan,97.6
2015,PT_PREV_Y,Shygys Kazakhstan,89.7
2015,PT_PREV_Y,Nur-Sultan city,67.3
2015,PT_PREV_Y,Almaty city,77.8
2016,PT_PREV_Y,,99.0
2016,PT_PREV_Y,Akmola,98.4
2016,PT_PREV_Y,Aktobe,101.4
2016,PT_PREV_Y,Almaty,93.7
2016,PT_PREV_Y,Atyrau,125.3
2016,PT_PREV_Y,Batys Kazakhstan,87.3
2016,PT_PREV_Y,Zhambyl,90.3
2016,PT_PREV_Y,Karagandy,112.0
2016,PT_PREV_Y,Kostanay,104.4
2016,PT_PREV_Y,Kyzylorda,90.7
2016,PT_PREV_Y,Mangistau,100.5
2016,PT_PREV_Y,Ontustik Kazakhstan,107.1
2016,PT_PREV_Y,Pavlodar,97.6
2016,PT_PREV_Y,Soltustik Kazakhstan,89.1
2016,PT_PREV_Y,Shygys Kazakhstan,95.8
2016,PT_PREV_Y,Nur-Sultan city,100.5
2016,PT_PREV_Y,Almaty city,101.0
2017,PT_PREV_Y,,103.6
2017,PT_PREV_Y,Akmola,102.0
2017,PT_PREV_Y,Aktobe,108.7
2017,PT_PREV_Y,Almaty,84.8
2017,PT_PREV_Y,Atyrau,111.7
2017,PT_PREV_Y,Batys Kazakhstan,104.8
2017,PT_PREV_Y,Zhambyl,78.1
2017,PT_PREV_Y,Karagandy,105.5
2017,PT_PREV_Y,Kostanay,103.2
2017,PT_PREV_Y,Kyzylorda,111.3
2017,PT_PREV_Y,Mangistau,122.2
2017,PT_PREV_Y,Ontustik Kazakhstan,101.8
2017,PT_PREV_Y,Pavlodar,105.6
2017,PT_PREV_Y,Soltustik Kazakhstan,117.5
2017,PT_PREV_Y,Shygys Kazakhstan,105.4
2017,PT_PREV_Y,Nur-Sultan city,88.4
2017,PT_PREV_Y,Almaty city,106.2
2018,PT_PREV_Y,,104.7
2018,PT_PREV_Y,Akmola,105.7
2018,PT_PREV_Y,Aktobe,108.4
2018,PT_PREV_Y,Almaty,106.9
2018,PT_PREV_Y,Atyrau,108.7
2018,PT_PREV_Y,Batys Kazakhstan,112.1
2018,PT_PREV_Y,Zhambyl,105.8
2018,PT_PREV_Y,Karagandy,100.8
2018,PT_PREV_Y,Kostanay,103.2
2018,PT_PREV_Y,Kyzylorda,98.6
2018,PT_PREV_Y,Mangistau,106.0
2018,PT_PREV_Y,Pavlodar,106.1
2018,PT_PREV_Y,Soltustik Kazakhstan,91.0
2018,PT_PREV_Y,Turkistan,108.5
2018,PT_PREV_Y,Shygys Kazakhstan,112.1
2018,PT_PREV_Y,Nur-Sultan city,107.3
2018,PT_PREV_Y,Almaty city,103.9
2018,PT_PREV_Y,Shymkent city,116.4
2019,PT_PREV_Y,,105.3
2019,PT_PREV_Y,Akmola,98.3
2019,PT_PREV_Y,Aktobe,98.5
2019,PT_PREV_Y,Almaty,104.6
2019,PT_PREV_Y,Atyrau,107.3
2019,PT_PREV_Y,Batys Kazakhstan,107.5
2019,PT_PREV_Y,Zhambyl,111.0
2019,PT_PREV_Y,Karagandy,98.6
2019,PT_PREV_Y,Kostanay,129.3
2019,PT_PREV_Y,Kyzylorda,105.5
2019,PT_PREV_Y,Mangistau,87.5
2019,PT_PREV_Y,Pavlodar,101.7
2019,PT_PREV_Y,Soltustik Kazakhstan,103.0
2019,PT_PREV_Y,Turkistan,100.9
2019,PT_PREV_Y,Shygys Kazakhstan,108.8
2019,PT_PREV_Y,Nur-Sultan city,109.9
2019,PT_PREV_Y,Almaty city,104.6
2019,PT_PREV_Y,Shymkent city,115.5
