Year,UNIT_MEASURE,Regions,Area,Sex,Value
2018,per 100000 population,Atyrau,Population of rural areas,Female,11.46
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,10.32
2018,per 100000 population,Zhambyl,Population of rural areas,Female,8.94
2018,per 100000 population,Karagandy,Population of rural areas,Female,13.67
2018,per 100000 population,Kostanay,Population of rural areas,Female,5.91
2018,per 100000 population,Kyzylorda,Population of rural areas,Female,6.5
2018,per 100000 population,Mangistau,Population of rural areas,Female,3.48
2018,per 100000 population,Pavlodar,Population of rural areas,Female,9.05
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,7.85
2018,per 100000 population,Turkistan,Population of rural areas,Female,9.56
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,7.5
2019,per 100000 population,,,,14.5622103188276
2019,per 100000 population,Akmola,,,14.369744367670243
2019,per 100000 population,Aktobe,,,14.046804409097762
2019,per 100000 population,Almaty,,,20.123775874865284
2019,per 100000 population,Atyrau,,,11.570897940771074
2019,per 100000 population,Batys Kazakhstan,,,20.01269507603678
2019,per 100000 population,Zhambyl,,,19.50753234592707
2019,per 100000 population,Karagandy,,,12.992602926456788
2019,per 100000 population,Kostanay,,,10.221989451825715
2019,per 100000 population,Kyzylorda,,,15.771034617420986
2019,per 100000 population,Mangistau,,,11.329017171449426
2019,per 100000 population,Pavlodar,,,10.624014788628584
2019,per 100000 population,Soltustik Kazakhstan,,,7.251158372550014
2019,per 100000 population,Turkistan,,,24.099963850054223
2019,per 100000 population,Shygys Kazakhstan,,,9.897661095350864
2019,per 100000 population,Nur-Sultan city,,,6.502479070145493
2019,per 100000 population,Almaty city,,,11.083188076398695
2019,per 100000 population,Shymkent city,,,13.579277826651238
2019,per 100000 population,,Population of urban areas,,12.020885712328582
2019,per 100000 population,Akmola,Population of urban areas,,14.934246237000744
2019,per 100000 population,Aktobe,Population of urban areas,,12.394276419728149
2019,per 100000 population,Almaty,Population of urban areas,,20.022839238604035
2019,per 100000 population,Atyrau,Population of urban areas,,9.71506291931926
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,,17.845206002425194
2019,per 100000 population,Zhambyl,Population of urban areas,,18.76803490854493
2019,per 100000 population,Karagandy,Population of urban areas,,11.84289578843851
2019,per 100000 population,Kostanay,Population of urban areas,,9.962937871119436
2019,per 100000 population,Kyzylorda,Population of urban areas,,15.7716712620435
2019,per 100000 population,Mangistau,Population of urban areas,,13.510996855954517
2019,per 100000 population,Pavlodar,Population of urban areas,,7.715533910241994
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,5.539081185125984
2019,per 100000 population,Turkistan,Population of urban areas,,23.14622628455266
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,,7.534366718818611
2019,per 100000 population,Nur-Sultan city,Population of urban areas,,6.502479070145493
2019,per 100000 population,Almaty city,Population of urban areas,,11.083188076398695
2019,per 100000 population,Shymkent city,Population of urban areas,,13.579277826651238
2019,per 100000 population,,Population of rural areas,,18.151716161366803
2019,per 100000 population,Akmola,Population of rural areas,,13.865067219899965
2019,per 100000 population,Aktobe,Population of rural areas,,18.08250733619116
2019,per 100000 population,Almaty,Population of rural areas,,20.15257571576958
2019,per 100000 population,Atyrau,Population of rural areas,,13.813895743075353
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,,22.381664940081084
2019,per 100000 population,Zhambyl,Population of rural areas,,19.994119376653924
2019,per 100000 population,Karagandy,Population of rural areas,,17.499843751395076
2019,per 100000 population,Kostanay,Population of rural areas,,10.574493237747143
2019,per 100000 population,Kyzylorda,Population of rural areas,,15.770525338728357
2019,per 100000 population,Mangistau,Population of rural areas,,9.887940691649394
2019,per 100000 population,Pavlodar,Population of rural areas,,17.59804706800743
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,8.698954285322355
2019,per 100000 population,Turkistan,Population of rural areas,,24.33651788110051
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,,13.724193274764067
2019,per 100000 population,,,Male,22.16485683385774
2019,per 100000 population,Akmola,,Male,21.224070329866738
2019,per 100000 population,Aktobe,,Male,20.735424233820183
2019,per 100000 population,Almaty,,Male,28.91589569947601
2019,per 100000 population,Atyrau,,Male,19.344414617400776
2019,per 100000 population,Batys Kazakhstan,,Male,29.6027562055565
2019,per 100000 population,Zhambyl,,Male,30.051943074061843
2019,per 100000 population,Karagandy,,Male,19.110052499136227
2019,per 100000 population,Kostanay,,Male,14.99571291916948
2019,per 100000 population,Kyzylorda,,Male,26.696173839496115
2019,per 100000 population,Mangistau,,Male,17.78031689771363
2019,per 100000 population,Pavlodar,,Male,15.985125420135368
2019,per 100000 population,Soltustik Kazakhstan,,Male,11.368696294752398
2019,per 100000 population,Turkistan,,Male,37.27060827999101
2019,per 100000 population,Shygys Kazakhstan,,Male,15.24723777228708
2019,per 100000 population,Nur-Sultan city,,Male,10.16221912755467
2019,per 100000 population,Almaty city,,Male,15.866140729193932
2019,per 100000 population,Shymkent city,,Male,20.10129836113505
2019,per 100000 population,,Population of urban areas,Male,18.04821199511936
2019,per 100000 population,Akmola,Population of urban areas,Male,21.938711771032978
2019,per 100000 population,Aktobe,Population of urban areas,Male,19.23758416443072
2019,per 100000 population,Almaty,Population of urban areas,Male,26.240677653991344
2019,per 100000 population,Atyrau,Population of urban areas,Male,17.142367360932543
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,23.838874303261846
2019,per 100000 population,Zhambyl,Population of urban areas,Male,28.206092515983453
2019,per 100000 population,Karagandy,Population of urban areas,Male,18.150963318464505
2019,per 100000 population,Kostanay,Population of urban areas,Male,14.285343237837978
2019,per 100000 population,Kyzylorda,Population of urban areas,Male,26.38666211592349
2019,per 100000 population,Mangistau,Population of urban areas,Male,21.215036339894144
2019,per 100000 population,Pavlodar,Population of urban areas,Male,11.008747877248384
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,8.696370569742719
2019,per 100000 population,Turkistan,Population of urban areas,Male,35.95909652769974
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,11.70668146119744
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Male,10.16221912755467
2019,per 100000 population,Almaty city,Population of urban areas,Male,15.866140729193932
2019,per 100000 population,Shymkent city,Population of urban areas,Male,20.10129836113505
2019,per 100000 population,,Population of rural areas,Male,27.61954977024732
2019,per 100000 population,Akmola,Population of rural areas,Male,20.61956642206706
2019,per 100000 population,Aktobe,Population of rural areas,Male,24.19993832918942
2019,per 100000 population,Almaty,Population of rural areas,Male,29.645876239772328
2019,per 100000 population,Atyrau,Population of rural areas,Male,21.89306605548524
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,35.41289218987634
2019,per 100000 population,Zhambyl,Population of rural areas,Male,31.19674504241445
2019,per 100000 population,Karagandy,Population of rural areas,Male,22.57710610887104
2019,per 100000 population,Kostanay,Population of rural areas,Male,15.895157732035049
2019,per 100000 population,Kyzylorda,Population of rural areas,Male,26.934421307335
2019,per 100000 population,Mangistau,Population of rural areas,Male,15.505340863114489
2019,per 100000 population,Pavlodar,Population of rural areas,Male,26.94885108064893
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,13.43255514063885
2019,per 100000 population,Turkistan,Population of rural areas,Male,37.59322290016972
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,20.53868404087198
2019,per 100000 population,,,Female,7.410895252918026
2019,per 100000 population,Akmola,,Female,7.903534724179811
2019,per 100000 population,Aktobe,,Female,7.756241281153775
2019,per 100000 population,Almaty,,Female,11.50819209203459
2019,per 100000 population,Atyrau,,Female,4.009882818885931
2019,per 100000 population,Batys Kazakhstan,,Female,10.977713757597243
2019,per 100000 population,Zhambyl,,Female,9.264681461022786
2019,per 100000 population,Karagandy,,Female,7.462676253902358
2019,per 100000 population,Kostanay,,Female,5.90524703069963
2019,per 100000 population,Kyzylorda,,Female,4.772352506050213
2019,per 100000 population,Mangistau,,Female,4.921523414147643
2019,per 100000 population,Pavlodar,,Female,5.801788212027612
2019,per 100000 population,Soltustik Kazakhstan,,Female,3.475196652690584
2019,per 100000 population,Turkistan,,Female,10.549817964919828
2019,per 100000 population,Shygys Kazakhstan,,Female,5.012492942479555
2019,per 100000 population,Nur-Sultan city,,Female,3.1255969021861816
2019,per 100000 population,Almaty city,,Female,7.043183518950565
2019,per 100000 population,Shymkent city,,Female,7.53135396798798
2019,per 100000 population,,Population of urban areas,Female,6.637105348764603
2019,per 100000 population,Akmola,Population of urban areas,Female,8.690952446910503
2019,per 100000 population,Aktobe,Population of urban areas,Female,6.15461311332643
2019,per 100000 population,Almaty,Population of urban areas,Female,14.330210190465351
2019,per 100000 population,Atyrau,Population of urban areas,Female,2.765479077768037
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,12.607921063450734
2019,per 100000 population,Zhambyl,Population of urban areas,Female,10.21931066491519
2019,per 100000 population,Karagandy,Population of urban areas,Female,6.3211665114848765
2019,per 100000 population,Kostanay,Population of urban areas,Female,6.276444135955165
2019,per 100000 population,Kyzylorda,Population of urban areas,Female,5.532916704705468
2019,per 100000 population,Mangistau,Population of urban areas,Female,5.832795622486885
2019,per 100000 population,Pavlodar,Population of urban areas,Female,4.892778259289289
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,2.90362154196822
2019,per 100000 population,Turkistan,Population of urban areas,Female,10.139648306298495
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,3.9430189943987215
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.1255969021861816
2019,per 100000 population,Almaty city,Population of urban areas,Female,7.043183518950565
2019,per 100000 population,Shymkent city,Population of urban areas,Female,7.53135396798798
2019,per 100000 population,,Population of rural areas,Female,8.57228130557155
2019,per 100000 population,Akmola,Population of rural areas,Female,7.1619495849906
2019,per 100000 population,Aktobe,Population of rural areas,Female,11.87742497426558
2019,per 100000 population,Almaty,Population of rural areas,Female,10.667871508625288
2019,per 100000 population,Atyrau,Population of rural areas,Female,5.578858914144848
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,9.054368247624035
2019,per 100000 population,Zhambyl,Population of rural areas,Female,8.599841940836052
2019,per 100000 population,Karagandy,Population of rural areas,Female,12.295141249475648
2019,per 100000 population,Kostanay,Population of rural areas,Female,5.365771208881425
2019,per 100000 population,Kyzylorda,Population of rural areas,Female,4.1400248401490405
2019,per 100000 population,Mangistau,Population of rural areas,Female,4.321396675405491
2019,per 100000 population,Pavlodar,Population of rural areas,Female,8.160045696255898
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,4.000146672044641
2019,per 100000 population,Turkistan,Population of rural areas,Female,10.652416101126937
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,6.878038994659967
