Year,UNIT_MEASURE,Regions,Area,Sex,Value
2015,per 100000 population,Ontustik Kazakhstan,,Female,7.91
2015,per 100000 population,Pavlodar,,Female,7.5
2015,per 100000 population,Soltustik Kazakhstan,,Female,4.02
2015,per 100000 population,Shygys Kazakhstan,,Female,7.93
2015,per 100000 population,Nur-Sultan city,,Female,4.48
2015,per 100000 population,Almaty city,,Female,4.52
2015,per 100000 population,,Population of urban areas,Female,6.99
2015,per 100000 population,Akmola,Population of urban areas,Female,8.62
2015,per 100000 population,Aktobe,Population of urban areas,Female,6.63
2015,per 100000 population,Almaty,Population of urban areas,Female,17.55
2015,per 100000 population,Atyrau,Population of urban areas,Female,4.81
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,11.83
2015,per 100000 population,Zhambyl,Population of urban areas,Female,10.22
2015,per 100000 population,Karagandy,Population of urban areas,Female,5.47
2015,per 100000 population,Kostanay,Population of urban areas,Female,6.36
2015,per 100000 population,Kyzylorda,Population of urban areas,Female,7.13
2015,per 100000 population,Mangistau,Population of urban areas,Female,10.4
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,8.33
2015,per 100000 population,Pavlodar,Population of urban areas,Female,6.62
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,4.46
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,5.8
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.48
2015,per 100000 population,Almaty city,Population of urban areas,Female,4.52
2015,per 100000 population,,Population of rural areas,Female,8.13
2015,per 100000 population,Akmola,Population of rural areas,Female,6.09
2015,per 100000 population,Aktobe,Population of rural areas,Female,8.3
2015,per 100000 population,Almaty,Population of rural areas,Female,10.03
2015,per 100000 population,Atyrau,Population of rural areas,Female,8.46
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,5.68
2015,per 100000 population,Zhambyl,Population of rural areas,Female,10.37
2015,per 100000 population,Karagandy,Population of rural areas,Female,6.98
2015,per 100000 population,Kostanay,Population of rural areas,Female,7.48
2015,per 100000 population,Kyzylorda,Population of rural areas,Female,5.2
2015,per 100000 population,Mangistau,Population of rural areas,Female,5.7
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,7.56
2015,per 100000 population,Pavlodar,Population of rural areas,Female,9.74
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,3.66
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,11.32
2016,per 100000 population,,,,15.27
2016,per 100000 population,Akmola,,,12.98
2016,per 100000 population,Aktobe,,,11.19
2016,per 100000 population,Almaty,,,23.51
2016,per 100000 population,Atyrau,,,11.979634621144056
2016,per 100000 population,Batys Kazakhstan,,,14.24
2016,per 100000 population,Zhambyl,,,22.46
2016,per 100000 population,Karagandy,,,11.92
2016,per 100000 population,Kostanay,,,9.3
2016,per 100000 population,Kyzylorda,,,17.94
2016,per 100000 population,Mangistau,,,16.23
2016,per 100000 population,Ontustik Kazakhstan,,,19.931784342289586
2016,per 100000 population,Pavlodar,,,12.66818332972642
2016,per 100000 population,Soltustik Kazakhstan,,,9.356568222622773
2016,per 100000 population,Shygys Kazakhstan,,,15.08
2016,per 100000 population,Nur-Sultan city,,,8.670789627134369
2016,per 100000 population,Almaty city,,,9.03
2016,per 100000 population,,Population of urban areas,,12.49
2016,per 100000 population,Akmola,Population of urban areas,,10.86
2016,per 100000 population,Aktobe,Population of urban areas,,10.26
2016,per 100000 population,Almaty,Population of urban areas,,24.32
2016,per 100000 population,Atyrau,Population of urban areas,,10.78
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,13.09
2016,per 100000 population,Zhambyl,Population of urban areas,,20.26
2016,per 100000 population,Karagandy,Population of urban areas,,11.02
2016,per 100000 population,Kostanay,Population of urban areas,,7.26
2016,per 100000 population,Kyzylorda,Population of urban areas,,12.16
2016,per 100000 population,Mangistau,Population of urban areas,,12.16
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,19.07
2016,per 100000 population,Pavlodar,Population of urban areas,,10.1
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,9.63
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,12.78
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,8.67
2016,per 100000 population,Almaty city,Population of urban areas,,9.03
2016,per 100000 population,,Population of rural areas,,18.98
2016,per 100000 population,Akmola,Population of rural areas,,14.89
2016,per 100000 population,Aktobe,Population of rural areas,,12.75
2016,per 100000 population,Almaty,Population of rural areas,,23.25
2016,per 100000 population,Atyrau,Population of rural areas,,13.08
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,15.39
2016,per 100000 population,Zhambyl,Population of rural areas,,23.95
2016,per 100000 population,Karagandy,Population of rural areas,,15.38
2016,per 100000 population,Kostanay,Population of rural areas,,11.61
2016,per 100000 population,Kyzylorda,Population of rural areas,,22.46
2016,per 100000 population,Mangistau,Population of rural areas,,19.6
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,20.64
2016,per 100000 population,Pavlodar,Population of rural areas,,18.82
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,9.14
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,18.54
2016,per 100000 population,,,Male,23.3
2016,per 100000 population,Akmola,,Male,19.58
2016,per 100000 population,Aktobe,,Male,16.74
2016,per 100000 population,Almaty,,Male,36.45
2016,per 100000 population,Atyrau,,Male,15.9
2016,per 100000 population,Batys Kazakhstan,,Male,23.95
2016,per 100000 population,Zhambyl,,Male,33.84
2016,per 100000 population,Karagandy,,Male,18.16
2016,per 100000 population,Kostanay,,Male,13.9
2016,per 100000 population,Kyzylorda,,Male,27.29
2016,per 100000 population,Mangistau,,Male,24.05
2016,per 100000 population,Ontustik Kazakhstan,,Male,29.39
2016,per 100000 population,Pavlodar,,Male,21.24
2016,per 100000 population,Soltustik Kazakhstan,,Male,15.91
2016,per 100000 population,Shygys Kazakhstan,,Male,23.66
2016,per 100000 population,Nur-Sultan city,,Male,12.59
2016,per 100000 population,Almaty city,,Male,12.66
2016,per 100000 population,,Population of urban areas,Male,18.54
2016,per 100000 population,Akmola,Population of urban areas,Male,15.22
2016,per 100000 population,Aktobe,Population of urban areas,Male,15.63
2016,per 100000 population,Almaty,Population of urban areas,Male,38.97
2016,per 100000 population,Atyrau,Population of urban areas,Male,12.34
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,22.89
2016,per 100000 population,Zhambyl,Population of urban areas,Male,29.12
2016,per 100000 population,Karagandy,Population of urban areas,Male,16.25
2016,per 100000 population,Kostanay,Population of urban areas,Male,11.65
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,18.8
2016,per 100000 population,Mangistau,Population of urban areas,Male,16.14
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,26.91
2016,per 100000 population,Pavlodar,Population of urban areas,Male,17.04
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,14.16
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,19.68
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,12.59
2016,per 100000 population,Almaty city,Population of urban areas,Male,12.66
2016,per 100000 population,,Population of rural areas,Male,29.25
2016,per 100000 population,Akmola,Population of rural areas,Male,23.29
2016,per 100000 population,Aktobe,Population of rural areas,Male,18.5
2016,per 100000 population,Almaty,Population of rural areas,Male,35.68
2016,per 100000 population,Atyrau,Population of rural areas,Male,19.01
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,24.92
2016,per 100000 population,Zhambyl,Population of rural areas,Male,36.85
2016,per 100000 population,Karagandy,Population of rural areas,Male,24.91
2016,per 100000 population,Kostanay,Population of rural areas,Male,16.28
2016,per 100000 population,Kyzylorda,Population of rural areas,Male,33.67
2016,per 100000 population,Mangistau,Population of rural areas,Male,30.55
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,31.36
2016,per 100000 population,Pavlodar,Population of rural areas,Male,30.53
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,17.16
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,29.19
2016,per 100000 population,,,Female,7.76
2016,per 100000 population,Akmola,,Female,6.81
2016,per 100000 population,Aktobe,,Female,5.99
2016,per 100000 population,Almaty,,Female,10.93
2016,per 100000 population,Atyrau,,Female,8.18
2016,per 100000 population,Batys Kazakhstan,,Female,5.15
2016,per 100000 population,Zhambyl,,Female,11.48
2016,per 100000 population,Karagandy,,Female,6.32
2016,per 100000 population,Kostanay,,Female,5.17
2016,per 100000 population,Kyzylorda,,Female,8.58
2016,per 100000 population,Mangistau,,Female,8.47
2016,per 100000 population,Ontustik Kazakhstan,,Female,10.57
2016,per 100000 population,Pavlodar,,Female,5.0
2016,per 100000 population,Soltustik Kazakhstan,,Female,3.38
2016,per 100000 population,Shygys Kazakhstan,,Female,7.27
2016,per 100000 population,Nur-Sultan city,,Female,5.02
2016,per 100000 population,Almaty city,,Female,5.97
2016,per 100000 population,,Population of urban areas,Female,7.12
2016,per 100000 population,Akmola,Population of urban areas,Female,7.0
2016,per 100000 population,Aktobe,Population of urban areas,Female,5.42
2016,per 100000 population,Almaty,Population of urban areas,Female,10.93
2016,per 100000 population,Atyrau,Population of urban areas,Female,9.35
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,4.64
2016,per 100000 population,Zhambyl,Population of urban areas,Female,12.28
2016,per 100000 population,Karagandy,Population of urban areas,Female,6.48
2016,per 100000 population,Kostanay,Population of urban areas,Female,3.55
2016,per 100000 population,Kyzylorda,Population of urban areas,Female,5.8
2016,per 100000 population,Mangistau,Population of urban areas,Female,8.26
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,11.63
2016,per 100000 population,Pavlodar,Population of urban areas,Female,4.16
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,5.88
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,6.87
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Female,5.02
2016,per 100000 population,Almaty city,Population of urban areas,Female,5.97
2016,per 100000 population,,Population of rural areas,Female,8.66
2016,per 100000 population,Akmola,Population of rural areas,Female,6.63
2016,per 100000 population,Aktobe,Population of rural areas,Female,7.01
2016,per 100000 population,Almaty,Population of rural areas,Female,10.93
2016,per 100000 population,Atyrau,Population of rural areas,Female,7.07
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,5.7
2016,per 100000 population,Zhambyl,Population of rural areas,Female,10.9
2016,per 100000 population,Karagandy,Population of rural areas,Female,5.65
2016,per 100000 population,Kostanay,Population of rural areas,Female,7.12
2016,per 100000 population,Kyzylorda,Population of rural areas,Female,10.85
2016,per 100000 population,Mangistau,Population of rural areas,Female,8.65
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,9.67
2016,per 100000 population,Pavlodar,Population of rural areas,Female,7.15
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,1.25
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,7.91
2017,per 100000 population,,,,13.04
2017,per 100000 population,Akmola,,,15.2
2017,per 100000 population,Aktobe,,,10.68
2017,per 100000 population,Almaty,,,19.8
2017,per 100000 population,Atyrau,,,8.957078494135963
2017,per 100000 population,Batys Kazakhstan,,,15.21
2017,per 100000 population,Zhambyl,,,17.2
2017,per 100000 population,Karagandy,,,11.8
2017,per 100000 population,Kostanay,,,10.37
2017,per 100000 population,Kyzylorda,,,11.437809800789337
2017,per 100000 population,Mangistau,,,11.05
2017,per 100000 population,Ontustik Kazakhstan,,,17.63
2017,per 100000 population,Pavlodar,,,8.202398143082897
2017,per 100000 population,Soltustik Kazakhstan,,,9.093048631763624
2017,per 100000 population,Shygys Kazakhstan,,,10.17
2017,per 100000 population,Nur-Sultan city,,,8.09
2017,per 100000 population,Almaty city,,,8.24
2017,per 100000 population,,Population of urban areas,,10.82
2017,per 100000 population,Akmola,Population of urban areas,,18.64
2017,per 100000 population,Aktobe,Population of urban areas,,8.91
2017,per 100000 population,Almaty,Population of urban areas,,17.25
2017,per 100000 population,Atyrau,Population of urban areas,,6.79
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,,14.29
2017,per 100000 population,Zhambyl,Population of urban areas,,14.34
2017,per 100000 population,Karagandy,Population of urban areas,,10.19
2017,per 100000 population,Kostanay,Population of urban areas,,9.35
2017,per 100000 population,Kyzylorda,Population of urban areas,,12.52
2017,per 100000 population,Mangistau,Population of urban areas,,10.69
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,16.19
2017,per 100000 population,Pavlodar,Population of urban areas,,7.49
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,5.6
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,,8.19
2017,per 100000 population,Nur-Sultan city,Population of urban areas,,8.09
2017,per 100000 population,Almaty city,Population of urban areas,,8.27
2017,per 100000 population,,Population of rural areas,,16.04
2017,per 100000 population,Akmola,Population of rural areas,,12.11
2017,per 100000 population,Aktobe,Population of rural areas,,13.73
2017,per 100000 population,Almaty,Population of rural areas,,20.58
2017,per 100000 population,Atyrau,Population of rural areas,,10.95
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,,16.17
2017,per 100000 population,Zhambyl,Population of rural areas,,19.11
2017,per 100000 population,Karagandy,Population of rural areas,,18.03
2017,per 100000 population,Kostanay,Population of rural areas,,11.56
2017,per 100000 population,Kyzylorda,Population of rural areas,,10.58
2017,per 100000 population,Mangistau,Population of rural areas,,11.31
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,18.83
2017,per 100000 population,Pavlodar,Population of rural areas,,9.92
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,11.9
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,13.22
2017,per 100000 population,,,Male,19.35
2017,per 100000 population,Akmola,,Male,22.14
2017,per 100000 population,Aktobe,,Male,15.29
2017,per 100000 population,Almaty,,Male,28.94
2017,per 100000 population,Atyrau,,Male,12.24
2017,per 100000 population,Batys Kazakhstan,,Male,21.49
2017,per 100000 population,Zhambyl,,Male,23.69
2017,per 100000 population,Karagandy,,Male,17.87
2017,per 100000 population,Kostanay,,Male,16.11
2017,per 100000 population,Kyzylorda,,Male,17.2
2017,per 100000 population,Mangistau,,Male,15.1
2017,per 100000 population,Ontustik Kazakhstan,,Male,26.37
2017,per 100000 population,Pavlodar,,Male,11.75
2017,per 100000 population,Soltustik Kazakhstan,,Male,15.68
2017,per 100000 population,Shygys Kazakhstan,,Male,16.04
2017,per 100000 population,Nur-Sultan city,,Male,12.02
2017,per 100000 population,Almaty city,,Male,12.08
2017,per 100000 population,,Population of urban areas,Male,16.47
2017,per 100000 population,Akmola,Population of urban areas,Male,26.84
2017,per 100000 population,Aktobe,Population of urban areas,Male,12.92
2017,per 100000 population,Almaty,Population of urban areas,Male,27.16
2017,per 100000 population,Atyrau,Population of urban areas,Male,9.91
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,22.29
2017,per 100000 population,Zhambyl,Population of urban areas,Male,18.88
2017,per 100000 population,Karagandy,Population of urban areas,Male,15.43
2017,per 100000 population,Kostanay,Population of urban areas,Male,16.2
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,17.85
2017,per 100000 population,Mangistau,Population of urban areas,Male,16.16
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,25.0
2017,per 100000 population,Pavlodar,Population of urban areas,Male,10.55
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,11.45
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,13.89
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,12.02
2017,per 100000 population,Almaty city,Population of urban areas,Male,12.08
2017,per 100000 population,,Population of rural areas,Male,22.97
2017,per 100000 population,Akmola,Population of rural areas,Male,18.15
2017,per 100000 population,Aktobe,Population of rural areas,Male,19.14
2017,per 100000 population,Almaty,Population of rural areas,Male,29.47
2017,per 100000 population,Atyrau,Population of rural areas,Male,14.28
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,20.72
2017,per 100000 population,Zhambyl,Population of rural areas,Male,26.71
2017,per 100000 population,Karagandy,Population of rural areas,Male,26.58
2017,per 100000 population,Kostanay,Population of rural areas,Male,16.02
2017,per 100000 population,Kyzylorda,Population of rural areas,Male,16.7
2017,per 100000 population,Mangistau,Population of rural areas,Male,14.33
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,27.47
2017,per 100000 population,Pavlodar,Population of rural areas,Male,14.42
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,18.78
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,19.1
2017,per 100000 population,,,Female,7.13
2017,per 100000 population,Akmola,,Female,8.69
2017,per 100000 population,Aktobe,,Female,6.37
2017,per 100000 population,Almaty,,Female,10.87
2017,per 100000 population,Atyrau,,Female,5.77
2017,per 100000 population,Batys Kazakhstan,,Female,9.33
2017,per 100000 population,Zhambyl,,Female,10.93
2017,per 100000 population,Karagandy,,Female,6.33
2017,per 100000 population,Kostanay,,Female,5.2
2017,per 100000 population,Kyzylorda,,Female,5.66
2017,per 100000 population,Mangistau,,Female,7.03
2017,per 100000 population,Ontustik Kazakhstan,,Female,8.98
2017,per 100000 population,Pavlodar,,Female,5.02
2017,per 100000 population,Soltustik Kazakhstan,,Female,3.07
2017,per 100000 population,Shygys Kazakhstan,,Female,4.82
2017,per 100000 population,Nur-Sultan city,,Female,4.43
2017,per 100000 population,Almaty city,,Female,5.08
2017,per 100000 population,,Population of urban areas,Female,5.78
2017,per 100000 population,Akmola,Population of urban areas,Female,11.37
2017,per 100000 population,Aktobe,Population of urban areas,Female,5.3
2017,per 100000 population,Almaty,Population of urban areas,Female,8.16
2017,per 100000 population,Atyrau,Population of urban areas,Female,3.92
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,7.37
2017,per 100000 population,Zhambyl,Population of urban areas,Female,10.24
2017,per 100000 population,Karagandy,Population of urban areas,Female,5.62
2017,per 100000 population,Kostanay,Population of urban areas,Female,3.53
2017,per 100000 population,Kyzylorda,Population of urban areas,Female,7.41
2017,per 100000 population,Mangistau,Population of urban areas,Female,5.17
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,7.82
2017,per 100000 population,Pavlodar,Population of urban areas,Female,4.87
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.73
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,3.31
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.43
2017,per 100000 population,Almaty city,Population of urban areas,Female,5.08
2017,per 100000 population,,Population of rural areas,Female,9.06
2017,per 100000 population,Akmola,Population of rural areas,Female,6.15
2017,per 100000 population,Aktobe,Population of rural areas,Female,8.31
2017,per 100000 population,Almaty,Population of rural areas,Female,11.73
2017,per 100000 population,Atyrau,Population of rural areas,Female,7.56
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,11.53
2017,per 100000 population,Zhambyl,Population of rural areas,Female,11.41
2017,per 100000 population,Karagandy,Population of rural areas,Female,9.3
2017,per 100000 population,Kostanay,Population of rural areas,Female,7.26
2017,per 100000 population,Kyzylorda,Population of rural areas,Female,4.22
2017,per 100000 population,Mangistau,Population of rural areas,Female,8.34
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,9.98
2017,per 100000 population,Pavlodar,Population of rural areas,Female,5.41
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,5.11
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,7.34
2018,per 100000 population,,,,13.2
2018,per 100000 population,Akmola,,,10.56
2018,per 100000 population,Aktobe,,,12.74
2018,per 100000 population,Almaty,,,16.72
2018,per 100000 population,Atyrau,,,16.1
2018,per 100000 population,Batys Kazakhstan,,,17.86
2018,per 100000 population,Zhambyl,,,17.57
2018,per 100000 population,Karagandy,,,14.72
2018,per 100000 population,Kostanay,,,9.72
2018,per 100000 population,Kyzylorda,,,12.04
2018,per 100000 population,Mangistau,,,7.77
2018,per 100000 population,Pavlodar,,,11.27
2018,per 100000 population,Soltustik Kazakhstan,,,9.7
2018,per 100000 population,Turkistan,,,18.58
2018,per 100000 population,Shygys Kazakhstan,,,10.79
2018,per 100000 population,Nur-Sultan city,,,8.16
2018,per 100000 population,Almaty city,,,10.01
2018,per 100000 population,Shymkent city,,,11.42
2018,per 100000 population,,Population of urban areas,,11.49
2018,per 100000 population,Akmola,Population of urban areas,,10.9
2018,per 100000 population,Aktobe,Population of urban areas,,11.51
2018,per 100000 population,Almaty,Population of urban areas,,17.36
2018,per 100000 population,Atyrau,Population of urban areas,,16.17
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,,18.14
2018,per 100000 population,Zhambyl,Population of urban areas,,15.27
2018,per 100000 population,Karagandy,Population of urban areas,,13.02
2018,per 100000 population,Kostanay,Population of urban areas,,10.12
2018,per 100000 population,Kyzylorda,Population of urban areas,,11.74
2018,per 100000 population,Mangistau,Population of urban areas,,8.51
2018,per 100000 population,Pavlodar,Population of urban areas,,9.2
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,5.95
2018,per 100000 population,Turkistan,Population of urban areas,,20.05
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,,8.26
2018,per 100000 population,Nur-Sultan city,Population of urban areas,,8.16
2018,per 100000 population,Almaty city,Population of urban areas,,10.01
2018,per 100000 population,Shymkent city,Population of urban areas,,11.42
2018,per 100000 population,,Population of rural areas,,15.58
2018,per 100000 population,Akmola,Population of rural areas,,10.25
2018,per 100000 population,Aktobe,Population of rural areas,,15.66
2018,per 100000 population,Almaty,Population of rural areas,,16.53
2018,per 100000 population,Atyrau,Population of rural areas,,16.03
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,,17.55
2018,per 100000 population,Zhambyl,Population of rural areas,,19.09
2018,per 100000 population,Karagandy,Population of rural areas,,21.33
2018,per 100000 population,Kostanay,Population of rural areas,,9.25
2018,per 100000 population,Kyzylorda,Population of rural areas,,12.28
2018,per 100000 population,Mangistau,Population of rural areas,,7.27
2018,per 100000 population,Pavlodar,Population of rural areas,,16.25
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,12.81
2018,per 100000 population,Turkistan,Population of rural areas,,18.22
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,14.8
2018,per 100000 population,,,Male,20.02
2018,per 100000 population,Akmola,,Male,17.02
2018,per 100000 population,Aktobe,,Male,18.65
2018,per 100000 population,Almaty,,Male,26.49
2018,per 100000 population,Atyrau,,Male,22.65
2018,per 100000 population,Batys Kazakhstan,,Male,27.64
2018,per 100000 population,Zhambyl,,Male,26.82
2018,per 100000 population,Karagandy,,Male,21.85
2018,per 100000 population,Kostanay,,Male,14.46
2018,per 100000 population,Kyzylorda,,Male,18.46
2018,per 100000 population,Mangistau,,Male,11.7
2018,per 100000 population,Pavlodar,,Male,16.81
2018,per 100000 population,Soltustik Kazakhstan,,Male,14.66
2018,per 100000 population,Turkistan,,Male,28.02
2018,per 100000 population,Shygys Kazakhstan,,Male,17.46
2018,per 100000 population,Nur-Sultan city,,Male,12.23
2018,per 100000 population,Almaty city,,Male,13.29
2018,per 100000 population,Shymkent city,,Male,16.75
2018,per 100000 population,,Population of urban areas,Male,17.73
2018,per 100000 population,Akmola,Population of urban areas,Male,16.45
2018,per 100000 population,Aktobe,Population of urban areas,Male,16.91
2018,per 100000 population,Almaty,Population of urban areas,Male,30.37
2018,per 100000 population,Atyrau,Population of urban areas,Male,24.69
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,30.69
2018,per 100000 population,Zhambyl,Population of urban areas,Male,23.15
2018,per 100000 population,Karagandy,Population of urban areas,Male,19.92
2018,per 100000 population,Kostanay,Population of urban areas,Male,16.07
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,19.29
2018,per 100000 population,Mangistau,Population of urban areas,Male,12.57
2018,per 100000 population,Pavlodar,Population of urban areas,Male,13.83
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,10.47
2018,per 100000 population,Turkistan,Population of urban areas,Male,33.7
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,14.3
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,12.23
2018,per 100000 population,Almaty city,Population of urban areas,Male,13.29
2018,per 100000 population,Shymkent city,Population of urban areas,Male,16.75
2018,per 100000 population,,Population of rural areas,Male,22.99
2018,per 100000 population,Akmola,Population of rural areas,Male,17.5
2018,per 100000 population,Aktobe,Population of rural areas,Male,22.59
2018,per 100000 population,Almaty,Population of rural areas,Male,25.4
2018,per 100000 population,Atyrau,Population of rural areas,Male,20.51
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,24.62
2018,per 100000 population,Zhambyl,Population of rural areas,Male,29.09
2018,per 100000 population,Karagandy,Population of rural areas,Male,28.82
2018,per 100000 population,Kostanay,Population of rural areas,Male,12.69
2018,per 100000 population,Kyzylorda,Population of rural areas,Male,17.84
2018,per 100000 population,Mangistau,Population of rural areas,Male,11.1
2018,per 100000 population,Pavlodar,Population of rural areas,Male,23.41
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,17.83
2018,per 100000 population,Turkistan,Population of rural areas,Male,26.65
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,22.09
2018,per 100000 population,,,Female,6.8
2018,per 100000 population,Akmola,,Female,4.47
2018,per 100000 population,Aktobe,,Female,7.18
2018,per 100000 population,Almaty,,Female,7.13
2018,per 100000 population,Atyrau,,Female,9.74
2018,per 100000 population,Batys Kazakhstan,,Female,8.66
2018,per 100000 population,Zhambyl,,Female,8.61
2018,per 100000 population,Karagandy,,Female,8.27
2018,per 100000 population,Kostanay,,Female,5.44
2018,per 100000 population,Kyzylorda,,Female,5.59
2018,per 100000 population,Mangistau,,Female,3.87
2018,per 100000 population,Pavlodar,,Female,6.29
2018,per 100000 population,Soltustik Kazakhstan,,Female,5.16
2018,per 100000 population,Turkistan,,Female,8.9
2018,per 100000 population,Shygys Kazakhstan,,Female,4.71
2018,per 100000 population,Nur-Sultan city,,Female,4.38
2018,per 100000 population,Almaty city,,Female,7.25
2018,per 100000 population,Shymkent city,,Female,6.48
2018,per 100000 population,,Population of urban areas,Female,5.92
2018,per 100000 population,Akmola,Population of urban areas,Female,5.97
2018,per 100000 population,Aktobe,Population of urban areas,Female,6.59
2018,per 100000 population,Almaty,Population of urban areas,Female,5.41
2018,per 100000 population,Atyrau,Population of urban areas,Female,8.24
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,7.23
2018,per 100000 population,Zhambyl,Population of urban areas,Female,8.13
2018,per 100000 population,Karagandy,Population of urban areas,Female,6.99
2018,per 100000 population,Kostanay,Population of urban areas,Female,5.07
2018,per 100000 population,Kyzylorda,Population of urban areas,Female,4.49
2018,per 100000 population,Mangistau,Population of urban areas,Female,4.45
2018,per 100000 population,Pavlodar,Population of urban areas,Female,5.23
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,2.18
2018,per 100000 population,Turkistan,Population of urban areas,Female,6.21
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,3.07
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Female,4.38
2018,per 100000 population,Almaty city,Population of urban areas,Female,7.25
2018,per 100000 population,Shymkent city,Population of urban areas,Female,6.48
2018,per 100000 population,,Population of rural areas,Female,8.09
2018,per 100000 population,Akmola,Population of rural areas,Female,3.06
2018,per 100000 population,Aktobe,Population of rural areas,Female,8.66
2018,per 100000 population,Almaty,Population of rural areas,Female,7.66
