Year,UNIT_MEASURE,Value
2010,Percent,92.0
2011,Percent,9.6
2012,Percent,9.9
2013,Percent,9.4
2014,Percent,8.3
2015,Percent,6.7
2016,Percent,5.2
2017,Percent,4.6
2018,Percent,5.0
2019,Percent,4.9
