Year,UNIT_MEASURE,Value
2010,Percent,27
2011,Percent,25
2012,Percent,28
2013,Percent,26
2014,Percent,24
2015,Percent,32
2016,Percent,32
2017,Percent,33
2018,Percent,31
2019,Percent,32
