Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Zhambyl,14.722970186546345
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Zhambyl,22.803410717318
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Zhambyl,16.672731242267666
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Zhambyl,5.442956601897
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Karagandy,51.86146719810406
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Karagandy,28.966928794570723
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Karagandy,70.31670796078853
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Karagandy,55.08240870408273
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Karagandy,22.85144888505871
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Karagandy,22.927394161370245
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Karagandy,35.07271356242594
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Karagandy,36.58838737477109
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Karagandy,5.716901863621674
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kostanay,46.45567163125573
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kostanay,29.677242888402628
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kostanay,72.90799040022587
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kostanay,51.6702548175337
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kostanay,25.18264276134679
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kostanay,25.28146396555375
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kostanay,41.43431919248959
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kostanay,35.69474835886214
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kostanay,0.7085127408766853
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kyzylorda,23.258322423404064
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kyzylorda,20.8293193027526
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kyzylorda,29.09369364918608
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kyzylorda,54.38661495771888
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kyzylorda,14.438159227329992
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kyzylorda,8.974137292196724
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kyzylorda,13.380925326680334
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kyzylorda,19.197358562030157
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kyzylorda,5.766206391160075
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Mangistau,32.12309007372583
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Mangistau,1.6508173950208354
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Mangistau,54.78576771022545
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Mangistau,33.60188054279303
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Mangistau,3.965167218719949
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Mangistau,10.490437012501337
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Mangistau,9.051180681696762
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Mangistau,15.177903622181857
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Mangistau,2.213911742707554
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Pavlodar,28.98544525125924
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Pavlodar,21.0001176357356
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Pavlodar,61.539530954239694
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Pavlodar,36.82105465784042
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Pavlodar,18.554363751082786
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Pavlodar,18.221775444074904
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Pavlodar,21.41398154188367
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Pavlodar,25.88093124725962
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Pavlodar,5.815483001636206
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Soltustik Kazakhstan,47.640289178191374
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Soltustik Kazakhstan,28.980744759694044
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Soltustik Kazakhstan,72.68888174178122
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Soltustik Kazakhstan,55.11305636737377
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Soltustik Kazakhstan,24.81227189462056
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Soltustik Kazakhstan,11.71814914770741
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Soltustik Kazakhstan,31.334163019311173
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Soltustik Kazakhstan,42.70831876721715
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Soltustik Kazakhstan,0.4572595192482485
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Turkistan,45.6415622732479
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Turkistan,12.507121140341932
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Turkistan,45.04068794713265
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Turkistan,45.73151351967234
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Turkistan,13.725061016928825
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Turkistan,9.593000593678228
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Turkistan,25.099995802275167
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Turkistan,21.965194864383506
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Turkistan,3.3156029432047838
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shygys Kazakhstan,37.626530080736174
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shygys Kazakhstan,13.845530572677026
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shygys Kazakhstan,49.00830511907862
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shygys Kazakhstan,55.21717741702116
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shygys Kazakhstan,10.140347831119598
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shygys Kazakhstan,12.04792082646063
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shygys Kazakhstan,26.105275342188268
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shygys Kazakhstan,25.83499725091877
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shygys Kazakhstan,1.2339034059669531
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Nur-Sultan city,62.67474009698453
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Nur-Sultan city,63.8366594602975
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Nur-Sultan city,72.94683077665137
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Nur-Sultan city,74.28359790182685
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Nur-Sultan city,65.2819527824911
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Nur-Sultan city,65.5549909130843
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Nur-Sultan city,63.36810191126692
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Nur-Sultan city,58.99776918372797
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Nur-Sultan city,64.63510219550218
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty city,21.8623153767004
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty city,11.23619629416578
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Almaty city,48.6878883874679
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Almaty city,37.8381553468852
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty city,16.510163902549685
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Almaty city,13.00363777779578
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty city,26.55415751820914
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty city,18.548615780987955
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty city,10.334448702471908
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shymkent city,23.720230855980365
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shymkent city,19.774598471279365
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shymkent city,51.11189733837501
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shymkent city,39.75115907097421
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shymkent city,21.798642283793647
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shymkent city,16.871945691351744
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shymkent city,23.17257442746685
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shymkent city,26.322888795524403
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shymkent city,3.352276496473033
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,,28.201704482540368
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,,14.434301259259223
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,,48.37209853359246
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,,36.033462754574
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,,13.176397109029612
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,,13.317743006305047
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,,17.456380922469755
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,,19.20821364152841
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,,5.0200636219146695
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Akmola,41.1250214037299
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Akmola,17.669001151061295
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Akmola,47.95804302751663
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Akmola,39.78125657055126
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Akmola,19.079877030011197
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Akmola,12.763453571492215
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Akmola,20.2333478650796
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Akmola,30.07213389981539
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Akmola,2.072311648057483
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Aktobe,34.72024817265893
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Aktobe,10.469129328434626
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Aktobe,59.24463443110361
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Aktobe,35.45843838596979
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Aktobe,15.915010524852752
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Aktobe,14.639999666050752
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Aktobe,21.134236283689923
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Aktobe,15.94674632179388
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Aktobe,4.788873918107287
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty,19.589286035517
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty,13.36647321805262
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty,50.72573097597637
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty,36.79325154925666
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty,14.135749908340248
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty,7.465615637941358
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty,24.1256791394728
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty,8.417548019933644
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty,1.3394958856948107
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Atyrau,22.99729154778996
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Atyrau,7.36612741724993
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Atyrau,62.49163043556072
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Atyrau,26.959575694368432
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Atyrau,9.098335606767272
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Atyrau,13.481825830239297
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Atyrau,7.579925301061804
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Atyrau,14.41130268603082
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Atyrau,5.057693721061271
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Batys Kazakhstan,23.977129458510444
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Batys Kazakhstan,11.49206491229658
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Batys Kazakhstan,69.87093887018294
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Batys Kazakhstan,28.482917110543735
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Batys Kazakhstan,7.4634854776372865
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Batys Kazakhstan,6.790436385658291
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Batys Kazakhstan,14.011138254107813
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Batys Kazakhstan,9.18297217417974
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Batys Kazakhstan,2.264292330589178
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Zhambyl,17.598876598401322
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Zhambyl,9.602037138064953
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Zhambyl,27.258003301295314
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Zhambyl,35.90499591176749
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Zhambyl,5.7563848760935175
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Zhambyl,12.516090562694597
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Zhambyl,12.496526689995497
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Zhambyl,13.026255176251675
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Zhambyl,2.524638512814696
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Karagandy,40.05462414057816
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Karagandy,19.50408248780032
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Karagandy,54.84562987683847
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Karagandy,37.80898966130549
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Karagandy,18.42483645392912
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Karagandy,13.622595652036653
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Karagandy,20.0404670408608
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Karagandy,25.83908727445892
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Karagandy,3.8375205447288097
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Kostanay,34.72770659984861
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kostanay,17.666558550700103
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kostanay,56.16529780630706
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kostanay,36.43465095463901
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kostanay,14.030330794221662
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kostanay,14.247271786616386
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kostanay,20.639476538686232
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Kostanay,24.952652413119445
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Kostanay,0.5345554443571868
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Kyzylorda,16.254029388312325
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kyzylorda,17.359343497153663
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kyzylorda,22.48704976977183
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kyzylorda,37.34869988192548
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kyzylorda,9.13060266340846
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kyzylorda,13.83832092486142
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kyzylorda,11.403218065473016
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Kyzylorda,17.945233165250947
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Kyzylorda,5.218487297787953
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Mangistau,31.965485069628187
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Mangistau,3.439062630202355
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Mangistau,50.05241834777591
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Mangistau,32.03393434013069
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Mangistau,4.658945775545845
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Mangistau,9.147764955068258
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Mangistau,6.553661781963008
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Mangistau,9.871495415585528
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Mangistau,2.160405656334809
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Pavlodar,26.851386845804576
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Pavlodar,20.424746027133956
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Pavlodar,52.27686663648549
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Pavlodar,22.7899799996238
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Pavlodar,9.80775312631678
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Pavlodar,11.46941959732706
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Pavlodar,9.48022138539246
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Pavlodar,17.951440479035575
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Pavlodar,3.0535358645790853
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Soltustik Kazakhstan,36.411772836636686
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Soltustik Kazakhstan,19.538956269242146
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Soltustik Kazakhstan,53.45678662976876
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Soltustik Kazakhstan,36.74036372796803
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Soltustik Kazakhstan,16.159960443842223
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Soltustik Kazakhstan,6.178121023254449
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Soltustik Kazakhstan,14.507786841975392
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Soltustik Kazakhstan,30.96465445162256
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Soltustik Kazakhstan,0.9828917217290708
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Turkistan,35.82127054951109
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Turkistan,7.829861058283813
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Turkistan,33.63753520677621
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Turkistan,32.107211386802106
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Turkistan,12.77956488862076
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Turkistan,6.537677390367367
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Turkistan,16.23517664627945
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Turkistan,16.850561362456382
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Turkistan,1.5856609250671974
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Shygys Kazakhstan,25.03556594587122
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shygys Kazakhstan,9.01373041552165
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shygys Kazakhstan,42.556182562477616
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shygys Kazakhstan,43.210070753681904
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shygys Kazakhstan,6.573248167384602
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shygys Kazakhstan,7.460039297294049
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shygys Kazakhstan,14.805000907098115
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Shygys Kazakhstan,16.580250577795614
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Shygys Kazakhstan,1.445197442467492
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Nur-Sultan city,34.6925653839916
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Nur-Sultan city,28.9230676175126
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Nur-Sultan city,75.21699140895899
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Nur-Sultan city,58.53113592152353
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Nur-Sultan city,24.081869723438583
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Nur-Sultan city,48.263195190800886
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Nur-Sultan city,30.548147070898462
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Nur-Sultan city,34.40114601858325
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Nur-Sultan city,25.135264186698898
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty city,118.29302760468757
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty city,58.8008077489517
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty city,203.8954899018058
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty city,164.92041572333818
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty city,15.595325136354829
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty city,51.2009546713045
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty city,78.46752005220907
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty city,75.54176663497158
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty city,15.879818544088344
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Shymkent city,31.782476068935978
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shymkent city,19.37365800835979
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shymkent city,58.433195263884585
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shymkent city,45.70679161649021
