Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shymkent city,17.69785619328147
2017,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shymkent city,10.01113424020913
2017,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shymkent city,2.308027452046429
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,,26.84254323889001
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,,15.511213156384551
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,,52.56961260732759
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,,37.10116473085833
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,,15.389270575849109
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,,17.580875797551315
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,,19.19806485570064
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,,19.491022406314617
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,,5.436051638614002
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Akmola,41.87410553148607
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Akmola,20.69605938942863
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Akmola,48.00337981175948
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Akmola,37.43411829596144
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Akmola,18.715761511966537
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Akmola,12.382986759183998
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Akmola,20.369450277062857
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Akmola,30.27159789583746
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Akmola,2.4842899966692573
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Aktobe,30.641594308396808
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Aktobe,12.878540617914783
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Aktobe,66.26349643145699
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Aktobe,32.48554816662483
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Aktobe,19.280560374948333
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Aktobe,16.09657632856009
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Aktobe,17.519964908053794
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Aktobe,23.063922943270743
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Aktobe,5.129929734779253
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty,20.91547665444829
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty,15.42004795878617
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty,63.263024848205
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty,35.839161747230825
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty,16.484337760054306
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty,16.172820190190812
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty,13.604058227007451
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty,10.75520111138098
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty,2.435606628338175
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Atyrau,33.117179965673685
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Atyrau,8.686496958531881
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Atyrau,62.04854677467734
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Atyrau,25.1295403190515
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Atyrau,8.755444395332418
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Atyrau,13.937770052654871
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Atyrau,18.56786658835028
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Atyrau,22.276692214056943
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Atyrau,5.45945579679983
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Batys Kazakhstan,23.808620309161
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Batys Kazakhstan,18.37033132650805
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Batys Kazakhstan,63.07952691046667
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Batys Kazakhstan,38.22032177912851
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Batys Kazakhstan,16.197259170634005
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Batys Kazakhstan,7.396726186173293
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Batys Kazakhstan,18.78369529706925
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Batys Kazakhstan,12.182398383117077
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Batys Kazakhstan,3.1423121009700496
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Zhambyl,20.676979278555866
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Zhambyl,10.89090932500674
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Zhambyl,40.588360848536254
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Zhambyl,33.17427400662732
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Zhambyl,8.052277555474742
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Zhambyl,17.939471599109353
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Zhambyl,14.514179767943844
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Zhambyl,20.486904473504367
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Zhambyl,4.298236095537792
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Karagandy,34.274128760227775
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Karagandy,26.58318191921763
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Karagandy,56.15912404292833
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Karagandy,39.71885140998166
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Karagandy,20.24580702867395
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Karagandy,22.216301053770188
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Karagandy,29.977827641642907
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Karagandy,27.38027020812898
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Karagandy,5.688569418304486
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Kostanay,35.47098618767132
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kostanay,21.43463389398636
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kostanay,56.8661038968681
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kostanay,37.311212330160686
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kostanay,14.19233214575864
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kostanay,14.866626245377144
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kostanay,21.23694897383627
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Kostanay,27.30737946908951
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Kostanay,0.8514438736130867
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Kyzylorda,17.47464415436972
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kyzylorda,16.82076915594704
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kyzylorda,22.41879643700107
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kyzylorda,36.70363015095901
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kyzylorda,9.458534861549204
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kyzylorda,15.659518551294402
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kyzylorda,14.348399302227389
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Kyzylorda,15.820224777532236
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Kyzylorda,4.932389356776164
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Mangistau,8.93809824883423
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Mangistau,3.9435593437854894
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Mangistau,51.30227865570627
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Mangistau,25.694064098941915
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Mangistau,11.387602244585322
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Mangistau,12.276032657309914
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Mangistau,22.646723369497764
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Mangistau,5.840217144345799
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Mangistau,4.201714115821041
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Pavlodar,26.23403320836904
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Pavlodar,24.97530081411668
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Pavlodar,44.7787757941023
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Pavlodar,23.160427424628494
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Pavlodar,9.847573716486098
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Pavlodar,7.928933900593119
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Pavlodar,12.088667662037867
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Pavlodar,27.31513556399343
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Pavlodar,1.445432453895101
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Soltustik Kazakhstan,47.90018752061168
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Soltustik Kazakhstan,19.185381025582736
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Soltustik Kazakhstan,50.15355168784161
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Soltustik Kazakhstan,34.79815211329704
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Soltustik Kazakhstan,11.8220123421535
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Soltustik Kazakhstan,11.844516974606869
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Soltustik Kazakhstan,16.756148596459774
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Soltustik Kazakhstan,31.264674865591434
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Soltustik Kazakhstan,1.7974659893997904
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Turkistan,42.92035856282146
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Turkistan,9.794883022507117
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Turkistan,41.11677507870068
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Turkistan,45.76923007990191
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Turkistan,18.19576620968422
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Turkistan,17.100190215743968
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Turkistan,26.56240214330442
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Turkistan,21.218515800716144
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Turkistan,5.62139173561328
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Shygys Kazakhstan,17.776407523921954
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shygys Kazakhstan,8.226913435408195
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shygys Kazakhstan,49.28065503041465
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shygys Kazakhstan,30.8320647838664
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shygys Kazakhstan,20.565800855002397
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shygys Kazakhstan,15.968943719725754
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shygys Kazakhstan,24.088477377098616
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Shygys Kazakhstan,7.317643272240902
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Shygys Kazakhstan,14.039739903882376
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Nur-Sultan city,24.59773126876952
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Nur-Sultan city,23.91694963006062
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Nur-Sultan city,58.57463627703993
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Nur-Sultan city,64.3072171995131
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Nur-Sultan city,23.228774592390288
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Nur-Sultan city,55.133028540778525
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Nur-Sultan city,26.522127849187072
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Nur-Sultan city,28.355333602645
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Nur-Sultan city,15.543102803531214
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty city,128.1384061745998
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty city,65.30694124514864
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty city,236.51630572301684
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty city,161.28395113811203
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty city,60.50079861182235
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty city,65.63682270812127
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty city,78.70469193411786
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty city,85.56557347500285
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty city,6.151821394044909
2017,Percent,Copying or transferring a file or folder,Age 15 years and older,Shymkent city,25.457380500619863
2017,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shymkent city,8.781737512374429
2017,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shymkent city,65.81553335142264
2017,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shymkent city,68.6093637989558
2017,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shymkent city,13.849927742894256
2017,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shymkent city,14.761593275503154
2017,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shymkent city,17.12519695800604
2017,Percent,Transferring files between computers and other devices,Age 15 years and older,Shymkent city,20.19043478008188
2017,Percent,Development of computer programs using a special software language,Age 15 years and older,Shymkent city,2.0686394705000923
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,,37.70937386997274
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,,22.200756159812123
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,,74.17358522953529
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,,70.65863905117573
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,,22.084889909181307
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,,24.01035644017984
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,,29.746787646066046
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,,26.86805404651521
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,,8.523279587071867
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Akmola,67.8976037533811
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Akmola,36.99043676078964
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Akmola,92.6331538724206
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Akmola,89.99056773127155
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Akmola,37.60374133429994
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Akmola,24.36146326269587
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Akmola,49.03604466587581
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Akmola,57.7361107619106
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Akmola,6.223494621221937
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Aktobe,51.30352019729509
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Aktobe,21.787875328233817
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Aktobe,90.20616876766351
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Aktobe,92.30472422024062
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Aktobe,37.11246647177005
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Aktobe,27.0936426670202
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Aktobe,47.13936364973995
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Aktobe,42.86006061189879
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Aktobe,10.364704280771091
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty,27.69798181724863
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty,16.725784609772006
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Almaty,83.22788215317514
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Almaty,74.97244982873545
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty,20.79001666176469
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Almaty,11.049737144675246
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty,15.889288660828631
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty,10.467160358013242
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty,0.6669852228273908
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Atyrau,39.99527596644485
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Atyrau,27.03290141517884
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Atyrau,62.20498505019981
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Atyrau,75.72435683883946
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Atyrau,13.932987866189976
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Atyrau,42.60287501218716
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Atyrau,28.00947283246361
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Atyrau,41.502265354152335
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Atyrau,2.993063077441574
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Batys Kazakhstan,41.61040815872471
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Batys Kazakhstan,30.0707180839724
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Batys Kazakhstan,68.093011474407
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Batys Kazakhstan,89.2505136560469
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Batys Kazakhstan,33.997249241347575
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Batys Kazakhstan,30.75225107521113
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Batys Kazakhstan,32.26208435838489
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Batys Kazakhstan,30.07646714378225
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Batys Kazakhstan,22.39183004969405
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Zhambyl,42.241995791971775
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Zhambyl,14.76661299976634
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Zhambyl,60.021062065357576
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Zhambyl,71.2838989711963
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Zhambyl,14.397043212982114
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Zhambyl,24.33491154563135
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Zhambyl,21.363031078780597
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Zhambyl,15.692223658967238
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Zhambyl,8.256603390746838
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Karagandy,50.11048325078578
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Karagandy,35.277591620891585
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Karagandy,90.24347532722598
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Karagandy,74.92486303900071
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Karagandy,35.39984033326246
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Karagandy,35.693148313756
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Karagandy,50.47167044426048
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Karagandy,46.9359921471235
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Karagandy,12.921969380248283
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kostanay,52.581636100345634
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kostanay,26.68221506910044
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kostanay,72.76406624053328
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kostanay,61.39405898303493
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kostanay,26.355935747109307
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kostanay,24.206746978769512
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kostanay,37.54881423778371
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kostanay,46.56320497604758
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kostanay,0.5104715418543515
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kyzylorda,18.36521227505468
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kyzylorda,22.40868749863713
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kyzylorda,37.84376165899521
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kyzylorda,52.90943394565365
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kyzylorda,15.320637359095898
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kyzylorda,20.02087000766365
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kyzylorda,19.00193171527169
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kyzylorda,13.767130390319368
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kyzylorda,9.34670371884102
2018,Percent,Copying or transferring a file or folder,Age 15-24 years old,Mangistau,27.49057284250984
2018,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Mangistau,12.822414503502266
2018,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Mangistau,85.46073818916663
2018,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Mangistau,62.83383043508014
2018,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Mangistau,13.66232334063969
2018,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Mangistau,37.06088777451802
2018,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Mangistau,29.96181674872985
2018,Percent,Transferring files between computers and other devices,Age 15-24 years old,Mangistau,5.740692271787505
2018,Percent,Development of computer programs using a special software language,Age 15-24 years old,Mangistau,6.94191413236073
