Year,UNIT_MEASURE,Regions,Value
2010,PT_BY_2005,,125.5
2010,PT_BY_2005,Akmola,143.4
2010,PT_BY_2005,Aktobe,117.1
2010,PT_BY_2005,Almaty,110.4
2010,PT_BY_2005,Atyrau,154.5
2010,PT_BY_2005,Batys Kazakhstan,119.1
2010,PT_BY_2005,Zhambyl,126.7
2010,PT_BY_2005,Karagandy,117.4
2010,PT_BY_2005,Kostanay,126.5
2010,PT_BY_2005,Kyzylorda,120.0
2010,PT_BY_2005,Mangistau,96.9
2010,PT_BY_2005,Ontustik Kazakhstan,114.4
2010,PT_BY_2005,Pavlodar,139.3
2010,PT_BY_2005,Soltustik Kazakhstan,131.5
2010,PT_BY_2005,Shygys Kazakhstan,127.4
2010,PT_BY_2005,Nur-Sultan city,108.5
2010,PT_BY_2005,Almaty city,120.4
2011,PT_BY_2005,,134.7
2011,PT_BY_2005,Akmola,167.1
2011,PT_BY_2005,Aktobe,123.0
2011,PT_BY_2005,Almaty,118.0
2011,PT_BY_2005,Atyrau,156.2
2011,PT_BY_2005,Batys Kazakhstan,123.4
2011,PT_BY_2005,Zhambyl,142.0
2011,PT_BY_2005,Karagandy,124.0
2011,PT_BY_2005,Kostanay,146.6
2011,PT_BY_2005,Kyzylorda,124.9
2011,PT_BY_2005,Mangistau,92.9
2011,PT_BY_2005,Ontustik Kazakhstan,118.4
2011,PT_BY_2005,Pavlodar,154.1
2011,PT_BY_2005,Soltustik Kazakhstan,154.2
2011,PT_BY_2005,Shygys Kazakhstan,137.2
2011,PT_BY_2005,Nur-Sultan city,110.5
2011,PT_BY_2005,Almaty city,128.9
2012,PT_BY_2005,,139.1
2012,PT_BY_2005,Akmola,157.6
2012,PT_BY_2005,Aktobe,130.9
2012,PT_BY_2005,Almaty,124.3
2012,PT_BY_2005,Atyrau,149.3
2012,PT_BY_2005,Batys Kazakhstan,127.8
2012,PT_BY_2005,Zhambyl,154.2
2012,PT_BY_2005,Karagandy,125.0
2012,PT_BY_2005,Kostanay,137.2
2012,PT_BY_2005,Kyzylorda,126.5
2012,PT_BY_2005,Mangistau,90.1
2012,PT_BY_2005,Ontustik Kazakhstan,120.5
2012,PT_BY_2005,Pavlodar,166.3
2012,PT_BY_2005,Soltustik Kazakhstan,147.1
2012,PT_BY_2005,Shygys Kazakhstan,154.8
2012,PT_BY_2005,Nur-Sultan city,120.0
2012,PT_BY_2005,Almaty city,138.3
2013,PT_BY_2005,,145.4
2013,PT_BY_2005,Akmola,165.0
2013,PT_BY_2005,Aktobe,135.1
2013,PT_BY_2005,Almaty,135.0
2013,PT_BY_2005,Atyrau,151.8
2013,PT_BY_2005,Batys Kazakhstan,130.7
2013,PT_BY_2005,Zhambyl,157.1
2013,PT_BY_2005,Karagandy,133.8
2013,PT_BY_2005,Kostanay,151.1
2013,PT_BY_2005,Kyzylorda,129.7
2013,PT_BY_2005,Mangistau,91.6
2013,PT_BY_2005,Ontustik Kazakhstan,121.6
2013,PT_BY_2005,Pavlodar,165.8
2013,PT_BY_2005,Soltustik Kazakhstan,159.5
2013,PT_BY_2005,Shygys Kazakhstan,166.1
2013,PT_BY_2005,Nur-Sultan city,126.7
2013,PT_BY_2005,Almaty city,155.7
2014,PT_BY_2005,,149.3
2014,PT_BY_2005,Akmola,172.3
2014,PT_BY_2005,Aktobe,138.9
2014,PT_BY_2005,Almaty,146.5
2014,PT_BY_2005,Atyrau,152.1
2014,PT_BY_2005,Batys Kazakhstan,136.1
2014,PT_BY_2005,Zhambyl,155.7
2014,PT_BY_2005,Karagandy,137.3
2014,PT_BY_2005,Kostanay,154.3
2014,PT_BY_2005,Kyzylorda,125.8
2014,PT_BY_2005,Mangistau,92.1
2014,PT_BY_2005,Ontustik Kazakhstan,122.0
2014,PT_BY_2005,Pavlodar,166.5
2014,PT_BY_2005,Soltustik Kazakhstan,169.9
2014,PT_BY_2005,Shygys Kazakhstan,170.6
2014,PT_BY_2005,Nur-Sultan city,132.4
2014,PT_BY_2005,Almaty city,153.2
2015,PT_BY_2005,,148.9
2015,PT_BY_2005,Akmola,174.5
2015,PT_BY_2005,Aktobe,132.5
2015,PT_BY_2005,Almaty,150.5
2015,PT_BY_2005,Atyrau,152.9
2015,PT_BY_2005,Batys Kazakhstan,133.9
2015,PT_BY_2005,Zhambyl,154.1
2015,PT_BY_2005,Karagandy,140.2
2015,PT_BY_2005,Kostanay,148.4
2015,PT_BY_2005,Kyzylorda,118.6
2015,PT_BY_2005,Mangistau,89.2
2015,PT_BY_2005,Ontustik Kazakhstan,121.4
2015,PT_BY_2005,Pavlodar,166.3
2015,PT_BY_2005,Soltustik Kazakhstan,172.6
2015,PT_BY_2005,Shygys Kazakhstan,170.4
2015,PT_BY_2005,Nur-Sultan city,136.1
2015,PT_BY_2005,Almaty city,154.7
2016,PT_BY_2005,,148.5
2016,PT_BY_2005,Akmola,179.9
2016,PT_BY_2005,Aktobe,132.0
2016,PT_BY_2005,Almaty,150.8
2016,PT_BY_2005,Atyrau,155.2
2016,PT_BY_2005,Batys Kazakhstan,136.2
2016,PT_BY_2005,Zhambyl,156.9
2016,PT_BY_2005,Karagandy,143.3
2016,PT_BY_2005,Kostanay,145.6
2016,PT_BY_2005,Kyzylorda,111.5
2016,PT_BY_2005,Mangistau,86.6
2016,PT_BY_2005,Ontustik Kazakhstan,121.8
2016,PT_BY_2005,Pavlodar,165.1
2016,PT_BY_2005,Soltustik Kazakhstan,175.2
2016,PT_BY_2005,Shygys Kazakhstan,174.5
2016,PT_BY_2005,Nur-Sultan city,130.4
2016,PT_BY_2005,Almaty city,153.8
2017,PT_BY_2005,,152.5
2017,PT_BY_2005,Akmola,184.9
2017,PT_BY_2005,Aktobe,136.8
2017,PT_BY_2005,Almaty,154.1
2017,PT_BY_2005,Atyrau,176.2
2017,PT_BY_2005,Batys Kazakhstan,139.3
2017,PT_BY_2005,Zhambyl,162.2
2017,PT_BY_2005,Karagandy,148.9
2017,PT_BY_2005,Kostanay,153.0
2017,PT_BY_2005,Kyzylorda,110.6
2017,PT_BY_2005,Mangistau,84.0
2017,PT_BY_2005,Ontustik Kazakhstan,124.0
2017,PT_BY_2005,Pavlodar,172.2
2017,PT_BY_2005,Soltustik Kazakhstan,182.4
2017,PT_BY_2005,Shygys Kazakhstan,178.9
2017,PT_BY_2005,Nur-Sultan city,124.9
2017,PT_BY_2005,Almaty city,153.6
2018,PT_BY_2005,,156.6
2018,PT_BY_2005,Akmola,191.4
2018,PT_BY_2005,Aktobe,142.0
2018,PT_BY_2005,Almaty,156.7
2018,PT_BY_2005,Atyrau,195.4
2018,PT_BY_2005,Batys Kazakhstan,137.2
2018,PT_BY_2005,Zhambyl,167.4
2018,PT_BY_2005,Karagandy,153.7
2018,PT_BY_2005,Kostanay,162.6
2018,PT_BY_2005,Kyzylorda,109.1
2018,PT_BY_2005,Mangistau,82.7
2018,PT_BY_2005,Pavlodar,183.2
2018,PT_BY_2005,Soltustik Kazakhstan,189.7
2018,PT_BY_2005,Shygys Kazakhstan,188.4
2018,PT_BY_2005,Nur-Sultan city,118.9
2018,PT_BY_2005,Almaty city,153.8
2019,PT_BY_2005,,161.6
2019,PT_BY_2005,Akmola,199.4
2019,PT_BY_2005,Aktobe,147.5
2019,PT_BY_2005,Almaty,162.5
2019,PT_BY_2005,Atyrau,212.6
2019,PT_BY_2005,Batys Kazakhstan,134.9
2019,PT_BY_2005,Zhambyl,174.3
2019,PT_BY_2005,Karagandy,165.5
2019,PT_BY_2005,Kostanay,169.3
2019,PT_BY_2005,Kyzylorda,108.8
2019,PT_BY_2005,Mangistau,80.3
2019,PT_BY_2005,Pavlodar,188.5
2019,PT_BY_2005,Soltustik Kazakhstan,200.9
2019,PT_BY_2005,Shygys Kazakhstan,199.3
2019,PT_BY_2005,Nur-Sultan city,114.7
2019,PT_BY_2005,Almaty city,157.8
