Year,UNIT_MEASURE,SERIES,Regions,Value
2010,thousands hectares,"Площадь территории, покрытой лесом",,12317.8
2010,thousands hectares,"Площадь территории, покрытой лесом",Akmola,373.7
2010,thousands hectares,"Площадь территории, покрытой лесом",Aktobe,47.3
2010,thousands hectares,"Площадь территории, покрытой лесом",Almaty,1797.6
2010,thousands hectares,"Площадь территории, покрытой лесом",Atyrau,15.8
2010,thousands hectares,"Площадь территории, покрытой лесом",Batys Kazakhstan,103.3
2010,thousands hectares,"Площадь территории, покрытой лесом",Zhambyl,2213.6
2010,thousands hectares,"Площадь территории, покрытой лесом",Karagandy,155.4
2010,thousands hectares,"Площадь территории, покрытой лесом",Kostanay,222.4
2010,thousands hectares,"Площадь территории, покрытой лесом",Kyzylorda,3094.7
2010,thousands hectares,"Площадь территории, покрытой лесом",Mangistau,122.7
2010,thousands hectares,"Площадь территории, покрытой лесом",Pavlodar,247.0
2010,thousands hectares,"Площадь территории, покрытой лесом",Soltustik Kazakhstan,530.2
2010,thousands hectares,"Площадь территории, покрытой лесом",Turkistan,1603.4
2010,thousands hectares,"Площадь территории, покрытой лесом",Shygys Kazakhstan,1800.8
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,380.7
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,42.7
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.0
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,38.7
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.5
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,8.0
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.4
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,4.6
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,16.5
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,6.0
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,26.6
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,54.4
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.1
2010,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,175.1
2010,Percent,Изменение чистой площади лесов,,24.0
2010,Percent,Изменение чистой площади лесов,Akmola,-6.4
2010,Percent,Изменение чистой площади лесов,Aktobe,-0.2
2010,Percent,Изменение чистой площади лесов,Almaty,-0.6
2010,Percent,Изменение чистой площади лесов,Atyrau,0.0
2010,Percent,Изменение чистой площади лесов,Batys Kazakhstan,1.6
2010,Percent,Изменение чистой площади лесов,Zhambyl,2.9
2010,Percent,Изменение чистой площади лесов,Karagandy,10.4
2010,Percent,Изменение чистой площади лесов,Kostanay,7.2
2010,Percent,Изменение чистой площади лесов,Kyzylorda,3.8
2010,Percent,Изменение чистой площади лесов,Mangistau,0.0
2010,Percent,Изменение чистой площади лесов,Pavlodar,1.1
2010,Percent,Изменение чистой площади лесов,Soltustik Kazakhstan,-0.2
2010,Percent,Изменение чистой площади лесов,Turkistan,4.2
2010,Percent,Изменение чистой площади лесов,Shygys Kazakhstan,0.3
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,12317.8
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,373.7
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,47.3
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,1797.6
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,15.8
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,103.3
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,2213.6
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,155.4
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,222.4
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,3094.7
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,122.7
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,247.0
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,530.2
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,1603.4
2010,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,1800.8
2010,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12317.8
2010,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,373.7
