Year,UNIT_MEASURE,Value
2010,Percent,36.5
2011,Percent,51.6
2012,Percent,40.2
2013,Percent,29.4
2014,Percent,36.7
2015,Percent,40.1
2016,Percent,43.4
2017,Percent,41.6
2018,Percent,42.9
2019,Percent,41.2
