Year,UNIT_MEASURE,Value
2010,Percent,210.0
2011,Percent,21.0
2012,Percent,23.9
2013,Percent,26.5
2014,Percent,27.7
2015,Percent,25.9
2016,Percent,23.9
2017,Percent,25.8
2018,Percent,267.0
2019,Percent,339.0
