Year,UNIT_MEASURE,Value
2010,Percent,87.4
2011,Percent,88.6
2012,Percent,92.2
2013,Percent,92.4
2014,Percent,92.8
2015,Percent,93.1
2016,Percent,93.3
2017,Percent,93.3
2018,Percent,94.4
2019,Percent,95.5
