Year,UNIT_MEASURE,SERIES,Value
2015,Percent,Compliance with the Basel Convention on hazardous waste and other chemicals [12.4.1],33.3
2015,Percent,Compliance with the Rotterdam Convention on hazardous waste and other chemicals [12.4.1],41.18
2015,Percent,Compliance with the Stockholm Convention on hazardous waste and other chemicals [12.4.1],33.3
2015,Percent,Compliance with the Montreal Protocol on hazardous waste and other chemicals [12.4.1],100.0
