Year,UNIT_MEASURE,Value
2011,Percent,7.09
2012,Percent,4.17
2013,Percent,1.45
2014,Percent,3.67
2015,Percent,1.52
2016,Percent,3.76
2017,Percent,3.12
2018,Percent,1.22
