Year,UNIT_MEASURE,SERIES,Regions,Value
2018,thousands,выше 10 Мбит/сек,Turkistan,2.2
2018,thousands,выше 10 Мбит/сек,Shygys Kazakhstan,105.6
2018,thousands,выше 10 Мбит/сек,Nur-Sultan city,173.3
2018,thousands,выше 10 Мбит/сек,Almaty city,276.4
2018,thousands,выше 10 Мбит/сек,Shymkent city,46.5
2019,thousands,,,2511.2
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,,52.7
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Akmola,2.6
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Aktobe,1.5
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Almaty,1.5
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Atyrau,1.7
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Batys Kazakhstan,1.2
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Zhambyl,0.9
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Karagandy,4.1
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Kostanay,1.8
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Kyzylorda,2.8
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Mangistau,7.2
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Pavlodar,0.7
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Soltustik Kazakhstan,1.7
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Turkistan,1.0
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Shygys Kazakhstan,0.8
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Nur-Sultan city,21.1
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Almaty city,1.6
2019,thousands,от 256 кБит/сек до менее 2 Мбит/сек,Shymkent city,0.5
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,,1006.1
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Akmola,76.6
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Aktobe,49.9
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Almaty,132.1
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Atyrau,50.4
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Batys Kazakhstan,26.4
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Zhambyl,46.2
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Karagandy,79.4
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Kostanay,70.9
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Kyzylorda,41.2
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Mangistau,32.9
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Pavlodar,45.3
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Soltustik Kazakhstan,55.9
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Turkistan,51.5
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Shygys Kazakhstan,83.9
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Nur-Sultan city,38.5
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Almaty city,99.2
2019,thousands,от 2 Мбит/сек до менее 10 Мбит/сек,Shymkent city,26.0
2019,thousands,выше 10 Мбит/сек,Akmola,29.9
2019,thousands,выше 10 Мбит/сек,Aktobe,57.8
2019,thousands,выше 10 Мбит/сек,Almaty,31.6
2019,thousands,выше 10 Мбит/сек,Atyrau,38.6
2019,thousands,выше 10 Мбит/сек,Batys Kazakhstan,41.8
2019,thousands,выше 10 Мбит/сек,Zhambyl,35.2
2019,thousands,выше 10 Мбит/сек,Karagandy,174.4
2019,thousands,выше 10 Мбит/сек,Kostanay,87.3
2019,thousands,выше 10 Мбит/сек,Kyzylorda,15.8
2019,thousands,выше 10 Мбит/сек,Mangistau,44.9
2019,thousands,выше 10 Мбит/сек,Pavlodar,104.6
2019,thousands,выше 10 Мбит/сек,Soltustik Kazakhstan,47.9
2019,thousands,выше 10 Мбит/сек,Turkistan,3.0
2019,thousands,выше 10 Мбит/сек,Shygys Kazakhstan,111.3
2019,thousands,выше 10 Мбит/сек,Nur-Sultan city,201.3
2019,thousands,выше 10 Мбит/сек,Almaty city,295.2
2019,thousands,выше 10 Мбит/сек,Shymkent city,47.2
