Year,UNIT_MEASURE,Value
2010,thousands hectares,55.0
2011,thousands hectares,67.9
2012,thousands hectares,81.0
2013,thousands hectares,92.8
2014,thousands hectares,109.8
2015,thousands hectares,136.5
2016,thousands hectares,170.3
2017,thousands hectares,183.4
2018,thousands hectares,215.5
2019,thousands hectares,210.5
