Year,UNIT_MEASURE,Value
2010,Percent,49.4
2011,Percent,47.4
2012,Percent,31.0
2013,Percent,30.3
2014,Percent,29.1
2015,Percent,38.3
2016,Percent,34.4
2017,Percent,31.8
2018,Percent,30.8
2019,Percent,28.2
