Year,UNIT_MEASURE,Value
2010,Percent,14.4
2011,Percent,11.6
2012,Percent,12.3
2013,Percent,12.3
2014,Percent,14.3
2015,Percent,22.1
2016,Percent,24.3
2017,Percent,24.8
2018,Percent,24.9
2019,Percent,24.0
