Year,UNIT_MEASURE,Value
2010,million tenge,-527264.2
2011,million tenge,-568618.5
2012,million tenge,-890308.7
2013,million tenge,-700927.8
2014,million tenge,-1086670.4
2015,million tenge,-915704.8
2016,million tenge,-737717.6
2017,million tenge,-1455319.8
2018,million tenge,-833072.3
2019,million tenge,-1285306.7
