Year,UNIT_MEASURE,Value
2010,Percent,1.2
2011,Percent,1.3
2012,Percent,1.3
2013,Percent,0.9
2014,Percent,0.8
2015,Percent,1.0
2016,Percent,1.2
2017,Percent,1.3
2018,Percent,1.1
