Year,UNIT_MEASURE,Value
2010,Percent,2.3
2011,Percent,2.4
2012,Percent,2.3
2013,Percent,2.0
2014,Percent,1.5
2015,Percent,2.0
2016,Percent,5.6
2017,Percent,6.4
2018,Percent,6.1
2019,Percent,8.8
