Year,UNIT_MEASURE,Өңірлер,Value
2010,пайыз,,66.4
2010,пайыз,Ақмола,76.95108475303883
2010,пайыз,Ақтөбе,89.41342768990998
2010,пайыз,Алматы,41.46364244140317
2010,пайыз,Атырау,1.5400674207293077
2010,пайыз,Батыс Қазақстан,98.97709645040604
2010,пайыз,Жамбыл,7.560847687346486
2010,пайыз,Қарағанды,63.5437673847411
2010,пайыз,Қостанай,56.46831112711559
2010,пайыз,Қызылорда,67.11240970118486
2010,пайыз,Маңғыстау,66.26993960591622
2010,пайыз,Павлодар,75.68281466586552
2010,пайыз,Солтүстік Қазақстан,0.6445886438647743
2010,пайыз,Шығыс Қазақстан,29.00283050303373
2010,пайыз,Нұр-Сұлтан қаласы,100.0
2010,пайыз,Алматы қаласы,95.1658926094158
2011,пайыз,,67.5
2011,пайыз,Ақмола,74.4668321204728
2011,пайыз,Ақтөбе,89.7751941505064
2011,пайыз,Алматы,41.00810878483792
2011,пайыз,Атырау,1.5724882402605234
2011,пайыз,Батыс Қазақстан,98.58574763147054
2011,пайыз,Жамбыл,6.4051762562266426
2011,пайыз,Қарағанды,64.50944892326962
2011,пайыз,Қостанай,54.20190074499831
2011,пайыз,Қызылорда,77.29702166235435
2011,пайыз,Маңғыстау,66.82012518384239
2011,пайыз,Павлодар,75.97444471874977
2011,пайыз,Солтүстік Қазақстан,7.670794019264786
2011,пайыз,Шығыс Қазақстан,31.779422237359505
2011,пайыз,Нұр-Сұлтан қаласы,100.0
2011,пайыз,Алматы қаласы,96.89183459881583
2012,пайыз,,67.0
2012,пайыз,Ақмола,71.34448497044397
2012,пайыз,Ақтөбе,84.49811556969784
2012,пайыз,Алматы,38.93287304508257
2012,пайыз,Атырау,1.470216820627425
2012,пайыз,Батыс Қазақстан,98.77667976929575
2012,пайыз,Жамбыл,7.382582628821087
2012,пайыз,Қарағанды,62.508585790458646
2012,пайыз,Қостанай,48.85345007296227
2012,пайыз,Қызылорда,77.43779358222189
2012,пайыз,Маңғыстау,60.297336319621245
2012,пайыз,Павлодар,74.75342337565114
2012,пайыз,Солтүстік Қазақстан,0.5669366977867168
2012,пайыз,Шығыс Қазақстан,34.5649697060045
2012,пайыз,Нұр-Сұлтан қаласы,100.0
2012,пайыз,Алматы қаласы,97.6258117648301
2013,пайыз,,69.6
2013,пайыз,Ақмола,72.45238215530743
