Year,UNIT_MEASURE,Value
2014,өткен жылға пайызбен,93.5
2015,өткен жылға пайызбен,115.3
2016,өткен жылға пайызбен,124.0
2017,өткен жылға пайызбен,118.7
2018,өткен жылға пайызбен,107.2
