Year,UNIT_MEASURE,Өңірлер,Value
2010,мың теңге,,428.8
2010,мың теңге,Ақмола,499.9
2010,мың теңге,Ақтөбе,478.3
2010,мың теңге,Алматы,387.2
2010,мың теңге,Атырау,866.7
2010,мың теңге,Батыс Қазақстан,345.9
2010,мың теңге,Жамбыл,233.6
2010,мың теңге,Қарағанды,463.5
2010,мың теңге,Қостанай,712.3
2010,мың теңге,Қызылорда,656.3
2010,мың теңге,Маңғыстау,691.7
2010,мың теңге,Оңтүстік Қазақстан,241.1
2010,мың теңге,Павлодар,473.6
2010,мың теңге,Солтүстік Қазақстан,630.8
2010,мың теңге,Шығыс Қазақстан,462.6
2010,мың теңге,Нұр-Сұлтан қаласы,453.7
2010,мың теңге,Алматы қаласы,250.6
2011,мың теңге,,641.6
2011,мың теңге,Ақмола,1146.2
2011,мың теңге,Ақтөбе,847.3
2011,мың теңге,Алматы,431.0
2011,мың теңге,Атырау,1172.5
2011,мың теңге,Батыс Қазақстан,487.3
2011,мың теңге,Жамбыл,314.5
2011,мың теңге,Қарағанды,594.5
2011,мың теңге,Қостанай,1214.0
2011,мың теңге,Қызылорда,646.7
2011,мың теңге,Маңғыстау,1184.2
2011,мың теңге,Оңтүстік Қазақстан,306.5
2011,мың теңге,Павлодар,605.0
2011,мың теңге,Солтүстік Қазақстан,1337.1
2011,мың теңге,Шығыс Қазақстан,562.7
2011,мың теңге,Нұр-Сұлтан қаласы,1145.3
2011,мың теңге,Алматы қаласы,363.7
2012,мың теңге,,612.2
2012,мың теңге,Ақмола,682.4
2012,мың теңге,Ақтөбе,1035.1
2012,мың теңге,Алматы,444.3
2012,мың теңге,Атырау,2271.6
2012,мың теңге,Батыс Қазақстан,528.9
2012,мың теңге,Жамбыл,348.1
2012,мың теңге,Қарағанды,827.7
2012,мың теңге,Қостанай,615.7
2012,мың теңге,Қызылорда,1007.7
2012,мың теңге,Маңғыстау,3586.9
2012,мың теңге,Оңтүстік Қазақстан,379.2
2012,мың теңге,Павлодар,594.6
2012,мың теңге,Солтүстік Қазақстан,1200.6
2012,мың теңге,Шығыс Қазақстан,903.5
2012,мың теңге,Нұр-Сұлтан қаласы,1044.9
2012,мың теңге,Алматы қаласы,147.7
2013,мың теңге,,781.9
2013,мың теңге,Ақмола,1018.0
2013,мың теңге,Ақтөбе,1465.2
2013,мың теңге,Алматы,612.3
2013,мың теңге,Атырау,4017.8
2013,мың теңге,Батыс Қазақстан,633.0
2013,мың теңге,Жамбыл,421.3
2013,мың теңге,Қарағанды,1147.9
2013,мың теңге,Қостанай,784.5
2013,мың теңге,Қызылорда,1047.8
2013,мың теңге,Маңғыстау,2633.0
2013,мың теңге,Оңтүстік Қазақстан,481.6
2013,мың теңге,Павлодар,840.7
2013,мың теңге,Солтүстік Қазақстан,1254.4
2013,мың теңге,Шығыс Қазақстан,1078.9
2013,мың теңге,Нұр-Сұлтан қаласы,762.8
2013,мың теңге,Алматы қаласы,194.3
2014,мың теңге,,1070.2
2014,мың теңге,Ақмола,1075.3
2014,мың теңге,Ақтөбе,1910.7
2014,мың теңге,Алматы,893.4
2014,мың теңге,Атырау,4021.6
2014,мың теңге,Батыс Қазақстан,768.5
2014,мың теңге,Жамбыл,799.6
2014,мың теңге,Қарағанды,1569.7
2014,мың теңге,Қостанай,886.7
2014,мың теңге,Қызылорда,1106.9
2014,мың теңге,Маңғыстау,2917.5
2014,мың теңге,Оңтүстік Қазақстан,932.7
2014,мың теңге,Павлодар,753.0
2014,мың теңге,Солтүстік Қазақстан,1567.0
2014,мың теңге,Шығыс Қазақстан,1317.7
2014,мың теңге,Нұр-Сұлтан қаласы,648.8
2014,мың теңге,Алматы қаласы,2416.8
2015,мың теңге,,1242.3
2015,мың теңге,Ақмола,1216.0
2015,мың теңге,Ақтөбе,1732.3
2015,мың теңге,Алматы,1088.2
2015,мың теңге,Атырау,5158.1
2015,мың теңге,Батыс Қазақстан,831.9
2015,мың теңге,Жамбыл,824.5
2015,мың теңге,Қарағанды,1949.0
2015,мың теңге,Қостанай,979.5
2015,мың теңге,Қызылорда,1394.6
2015,мың теңге,Маңғыстау,3033.3
2015,мың теңге,Оңтүстік Қазақстан,2608.5
2015,мың теңге,Павлодар,884.5
2015,мың теңге,Солтүстік Қазақстан,1709.7
2015,мың теңге,Шығыс Қазақстан,1733.9
2015,мың теңге,Нұр-Сұлтан қаласы,1533.5
2015,мың теңге,Алматы қаласы,2051.0
2016,мың теңге,,1401.9
2016,мың теңге,Ақмола,1365.9
2016,мың теңге,Ақтөбе,1964.8
2016,мың теңге,Алматы,1135.9
2016,мың теңге,Атырау,5338.7
2016,мың теңге,Батыс Қазақстан,993.5
2016,мың теңге,Жамбыл,925.6
2016,мың теңге,Қарағанды,2176.8
2016,мың теңге,Қостанай,1080.3
2016,мың теңге,Қызылорда,1174.7
2016,мың теңге,Маңғыстау,3547.7
2016,мың теңге,Оңтүстік Қазақстан,1429.5
2016,мың теңге,Павлодар,1153.4
2016,мың теңге,Солтүстік Қазақстан,1939.5
2016,мың теңге,Шығыс Қазақстан,2032.7
2016,мың теңге,Нұр-Сұлтан қаласы,1002.9
2016,мың теңге,Алматы қаласы,2231.0
