Year,UNIT_MEASURE,Value
2010,пайыз,0.5
2011,пайыз,0.25
2012,пайыз,0.37
2013,пайыз,0.53
2014,пайыз,0.6
2015,пайыз,0.93
2016,пайыз,2.07
2017,пайыз,1.97
2018,пайыз,1.2
2019,пайыз,3.0935267891742
