Year,UNIT_MEASURE,Өңірлер,Value
2010,адам,,107786.0
2010,адам,Ақмола,1423.0
2010,адам,Ақтөбе,5642.0
2010,адам,Алматы,3869.0
2010,адам,Атырау,1558.0
2010,адам,Батыс Қазақстан,3019.0
2010,адам,Қарағанды,9640.0
2010,адам,Қостанай,6198.0
2010,адам,Қызылорда,10565.0
2010,адам,Маңғыстау,15848.0
2010,адам,Оңтүстік Қазақстан,8500.0
2010,адам,Павлодар,1040.0
2010,адам,Солтүстік Қазақстан,497.0
2010,адам,Шығыс Қазақстан,25021.0
2010,адам,Нұр-Сұлтан қаласы,3.0
2010,адам,Алматы қаласы,16347.0
2011,адам,,134568.0
2011,адам,Ақмола,1192.0
2011,адам,Ақтөбе,2221.0
2011,адам,Алматы,3475.0
2011,адам,Атырау,1720.0
2011,адам,Батыс Қазақстан,3059.0
2011,адам,Жамбыл,286.0
2011,адам,Қарағанды,9270.0
2011,адам,Қостанай,6106.0
2011,адам,Қызылорда,12262.0
2011,адам,Маңғыстау,16563.0
2011,адам,Оңтүстік Қазақстан,1638.0
2011,адам,Павлодар,857.0
2011,адам,Солтүстік Қазақстан,3381.0
2011,адам,Шығыс Қазақстан,25250.0
2011,адам,Нұр-Сұлтан қаласы,6545.0
2011,адам,Алматы қаласы,40743.0
2012,адам,,114150.0
2012,адам,Ақмола,786.0
2012,адам,Ақтөбе,2229.0
2012,адам,Алматы,2680.0
2012,адам,Атырау,2802.0
2012,адам,Батыс Қазақстан,2698.0
2012,адам,Жамбыл,534.0
2012,адам,Қарағанды,7768.0
2012,адам,Қостанай,5938.0
2012,адам,Қызылорда,1262.0
2012,адам,Маңғыстау,16012.0
2012,адам,Оңтүстік Қазақстан,874.0
2012,адам,Павлодар,826.0
2012,адам,Солтүстік Қазақстан,3586.0
2012,адам,Шығыс Қазақстан,16438.0
2012,адам,Нұр-Сұлтан қаласы,6791.0
2012,адам,Алматы қаласы,42926.0
2013,адам,,111466.0
2013,адам,Ақмола,581.0
2013,адам,Ақтөбе,2172.0
2013,адам,Алматы,2287.0
2013,адам,Атырау,2818.0
2013,адам,Батыс Қазақстан,2643.0
2013,адам,Жамбыл,679.0
2013,адам,Қарағанды,7451.0
2013,адам,Қостанай,5947.0
2013,адам,Қызылорда,1117.0
2013,адам,Маңғыстау,15653.0
2013,адам,Оңтүстік Қазақстан,898.0
2013,адам,Павлодар,810.0
2013,адам,Солтүстік Қазақстан,3915.0
2013,адам,Шығыс Қазақстан,13382.0
2013,адам,Нұр-Сұлтан қаласы,6918.0
2013,адам,Алматы қаласы,44195.0
2014,адам,,120609.0
2014,адам,Ақмола,595.0
2014,адам,Ақтөбе,1047.0
2014,адам,Алматы,1908.0
2014,адам,Атырау,2760.0
2014,адам,Батыс Қазақстан,2580.0
2014,адам,Жамбыл,3561.0
2014,адам,Қарағанды,7919.0
2014,адам,Қостанай,5847.0
2014,адам,Қызылорда,1195.0
2014,адам,Маңғыстау,15743.0
2014,адам,Оңтүстік Қазақстан,521.0
2014,адам,Павлодар,802.0
2014,адам,Солтүстік Қазақстан,3946.0
2014,адам,Шығыс Қазақстан,13508.0
2014,адам,Нұр-Сұлтан қаласы,9393.0
2014,адам,Алматы қаласы,49284.0
2015,адам,,108673.0
2015,адам,Ақмола,1586.0
2015,адам,Ақтөбе,1182.0
2015,адам,Алматы,1607.0
2015,адам,Атырау,3124.0
2015,адам,Батыс Қазақстан,2414.0
2015,адам,Жамбыл,3376.0
2015,адам,Қарағанды,7120.0
2015,адам,Қостанай,6202.0
2015,адам,Қызылорда,1338.0
2015,адам,Маңғыстау,13938.0
2015,адам,Оңтүстік Қазақстан,585.0
2015,адам,Павлодар,784.0
2015,адам,Солтүстік Қазақстан,1239.0
2015,адам,Шығыс Қазақстан,6051.0
2015,адам,Нұр-Сұлтан қаласы,7881.0
2015,адам,Алматы қаласы,50246.0
2016,адам,,77947.0
2016,адам,Ақмола,371.0
2016,адам,Ақтөбе,451.0
2016,адам,Алматы,1686.0
2016,адам,Атырау,1309.0
2016,адам,Батыс Қазақстан,2633.0
2016,адам,Жамбыл,3.0
2016,адам,Қарағанды,1678.0
2016,адам,Қостанай,3731.0
2016,адам,Қызылорда,1332.0
2016,адам,Маңғыстау,426.0
2016,адам,Оңтүстік Қазақстан,340.0
2016,адам,Павлодар,775.0
2016,адам,Солтүстік Қазақстан,1347.0
2016,адам,Шығыс Қазақстан,2265.0
2016,адам,Нұр-Сұлтан қаласы,9686.0
2016,адам,Алматы қаласы,49914.0
2017,адам,,68392.0
2017,адам,Ақмола,389.0
2017,адам,Ақтөбе,384.0
2017,адам,Алматы,1763.0
2017,адам,Атырау,1462.0
2017,адам,Батыс Қазақстан,1679.0
2017,адам,Жамбыл,2.0
2017,адам,Қарағанды,1713.0
2017,адам,Қостанай,2431.0
2017,адам,Қызылорда,102.0
2017,адам,Маңғыстау,231.0
2017,адам,Оңтүстік Қазақстан,346.0
2017,адам,Павлодар,844.0
2017,адам,Солтүстік Қазақстан,1379.0
2017,адам,Шығыс Қазақстан,2320.0
2017,адам,Нұр-Сұлтан қаласы,4513.0
2017,адам,Алматы қаласы,48834.0
2018,адам,,69510.0
2018,адам,Ақмола,417.0
2018,адам,Ақтөбе,414.0
2018,адам,Алматы,1838.0
2018,адам,Атырау,1887.0
2018,адам,Батыс Қазақстан,1809.0
2018,адам,Қарағанды,1229.0
2018,адам,Қостанай,2432.0
2018,адам,Қызылорда,295.0
2018,адам,Маңғыстау,231.0
2018,адам,Павлодар,951.0
2018,адам,Солтүстік Қазақстан,1209.0
2018,адам,Түркістан,326.0
2018,адам,Шығыс Қазақстан,2246.0
2018,адам,Нұр-Сұлтан қаласы,5324.0
2018,адам,Алматы қаласы,48779.0
2018,адам,Шымкент қаласы,123.0
2019,адам,,69389.0
2019,адам,Ақмола,480.0
2019,адам,Ақтөбе,1108.0
2019,адам,Алматы,2438.0
2019,адам,Атырау,1897.0
2019,адам,Батыс Қазақстан,1880.0
2019,адам,Қарағанды,1251.0
2019,адам,Қостанай,0.0
2019,адам,Қызылорда,343.0
2019,адам,Маңғыстау,216.0
2019,адам,Павлодар,985.0
2019,адам,Солтүстік Қазақстан,1383.0
2019,адам,Түркістан,303.0
2019,адам,Шығыс Қазақстан,2114.0
2019,адам,Нұр-Сұлтан қаласы,5278.0
2019,адам,Алматы қаласы,49589.0
2019,адам,Шымкент қаласы,124.0
