Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,млн.АҚШ доллар,Қазақстан-алушы,1.0
2011,млн.АҚШ доллар,Қазақстан-алушы,0.12
2012,млн.АҚШ доллар,Қазақстан-алушы,0.53
2013,млн.АҚШ доллар,Қазақстан-алушы,10.92
2014,млн.АҚШ доллар,Қазақстан-алушы,0.22
2015,млн.АҚШ доллар,Қазақстан-алушы,0.01
2016,млн.АҚШ доллар,Қазақстан-алушы,2.4
2017,млн.АҚШ доллар,Қазақстан-алушы,3.01
