Year,UNIT_MEASURE,Value
2012,пайыз,17.0
2013,пайыз,18.0
2014,пайыз,23.0
2015,пайыз,23.12
2016,пайыз,26.8
2017,пайыз,30.86
2018,пайыз,32.2
2019,пайыз,34.0
