Year,UNIT_MEASURE,Value
2010,бірлік,7.78
2011,бірлік,8.18
2012,бірлік,8.1
2013,бірлік,7.93
2014,бірлік,8.15
2015,бірлік,8.14
2016,бірлік,8.51
2017,бірлік,7.95
2018,бірлік,8.26
2019,бірлік,8.04
