Year,UNIT_MEASURE,Value
2010,млн.теңге,3715.6
2011,млн.теңге,4493.3
2012,млн.теңге,6146.6
2013,млн.теңге,7347.6
2014,млн.теңге,7362.5
2015,млн.теңге,6842.6
2016,млн.теңге,8149.6
2017,млн.теңге,8045.2
2018,млн.теңге,8566.2
