Year,Жасы,Аймақ,Өңірлер,Value
2014,,,Нұр-Сұлтан қаласы,26.615519405176293
2014,,,Алматы қаласы,15.952255415577568
2014,,қала,,31.917575529974663
2014,,қала,Ақмола,32.71187265735287
2014,,қала,Ақтөбе,33.807949254335654
2014,,қала,Алматы,41.21254599614509
2014,,қала,Атырау,52.58302583025831
2014,,қала,Батыс Қазақстан,34.0
2014,,қала,Жамбыл,37.45222929936306
2014,,қала,Қарағанды,33.071301357243755
2014,,қала,Қостанай,28.646288209606983
2014,,қала,Қызылорда,30.126668948990076
2014,,қала,Маңғыстау,52.083333333333336
2014,,қала,Оңтүстік Қазақстан,40.73333714089897
2014,,қала,Павлодар,26.81213677042108
2014,,қала,Солтүстік Қазақстан,24.844720496894407
2014,,қала,Шығыс Қазақстан,28.569424637037383
2014,,қала,Нұр-Сұлтан қаласы,26.615519405176293
2014,,қала,Алматы қаласы,15.952255415577568
2014,,ауыл,,36.83573970079744
2014,,ауыл,Ақмола,33.253995239714385
2014,,ауыл,Ақтөбе,29.298082869511443
2014,,ауыл,Алматы,39.33035893725632
2014,,ауыл,Атырау,40.30100334448161
2014,,ауыл,Батыс Қазақстан,31.288860363432143
2014,,ауыл,Жамбыл,57.90793027729737
2014,,ауыл,Қарағанды,28.998015016829207
2014,,ауыл,Қостанай,29.18816182459951
2014,,ауыл,Қызылорда,27.02346079750877
2014,,ауыл,Маңғыстау,55.09992833824349
2014,,ауыл,Оңтүстік Қазақстан,35.46959603694693
2014,,ауыл,Павлодар,35.750251762336354
2014,,ауыл,Солтүстік Қазақстан,31.604773984280783
2014,,ауыл,Шығыс Қазақстан,28.937117417918756
2015,10 жастан 14 жасқа дейін,,,0.0321787648943224
2015,10 жастан 14 жасқа дейін,,Ақмола,0.042158516020236
2015,10 жастан 14 жасқа дейін,,Ақтөбе,0.0
2015,10 жастан 14 жасқа дейін,,Алматы,0.0590392832631011
2015,10 жастан 14 жасқа дейін,,Атырау,0.092805271339412
2015,10 жастан 14 жасқа дейін,,Батыс Қазақстан,0.0
2015,10 жастан 14 жасқа дейін,,Жамбыл,0.0230648583817695
2015,10 жастан 14 жасқа дейін,,Қарағанды,0.0
2015,10 жастан 14 жасқа дейін,,Қостанай,0.0786271696184616
2015,10 жастан 14 жасқа дейін,,Қызылорда,0.0
2015,10 жастан 14 жасқа дейін,,Маңғыстау,0.0418699101890426
2015,10 жастан 14 жасқа дейін,,Оңтүстік Қазақстан,0.0239444488786016
2015,10 жастан 14 жасқа дейін,,Павлодар,0.0
2015,10 жастан 14 жасқа дейін,,Солтүстік Қазақстан,0.1784651992861392
2015,10 жастан 14 жасқа дейін,,Шығыс Қазақстан,0.0251351011687822
2015,10 жастан 14 жасқа дейін,,Нұр-Сұлтан қаласы,0.0441666850694521
2015,10 жастан 14 жасқа дейін,,Алматы қаласы,0.0
2015,10 жастан 14 жасқа дейін,қала,,0.0377585819249668
2015,10 жастан 14 жасқа дейін,қала,Ақмола,0.1008420309585035
2015,10 жастан 14 жасқа дейін,қала,Ақтөбе,0.0
2015,10 жастан 14 жасқа дейін,қала,Алматы,0.0660022440762986
2015,10 жастан 14 жасқа дейін,қала,Атырау,0.0
2015,10 жастан 14 жасқа дейін,қала,Батыс Қазақстан,0.0
2015,10 жастан 14 жасқа дейін,қала,Жамбыл,0.0
2015,10 жастан 14 жасқа дейін,қала,Қарағанды,0.0
2015,10 жастан 14 жасқа дейін,қала,Қостанай,0.088754770568918
2015,10 жастан 14 жасқа дейін,қала,Қызылорда,0.0
2015,10 жастан 14 жасқа дейін,қала,Маңғыстау,0.1065019436604718
2015,10 жастан 14 жасқа дейін,қала,Оңтүстік Қазақстан,0.0587555572964609
2015,10 жастан 14 жасқа дейін,қала,Павлодар,0.0
2015,10 жастан 14 жасқа дейін,қала,Солтүстік Қазақстан,0.3501400560224089
2015,10 жастан 14 жасқа дейін,қала,Шығыс Қазақстан,0.0490677134445534
2015,10 жастан 14 жасқа дейін,қала,Нұр-Сұлтан қаласы,0.0441666850694521
2015,10 жастан 14 жасқа дейін,қала,Алматы қаласы,0.0
2015,10 жастан 14 жасқа дейін,ауыл,,0.026744493141709
2015,10 жастан 14 жасқа дейін,ауыл,Ақмола,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Ақтөбе,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Алматы,0.0570336783870875
2015,10 жастан 14 жасқа дейін,ауыл,Атырау,0.166009545548869
2015,10 жастан 14 жасқа дейін,ауыл,Батыс Қазақстан,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Жамбыл,0.0364404926754609
2015,10 жастан 14 жасқа дейін,ауыл,Қарағанды,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Қостанай,0.0705741204700236
2015,10 жастан 14 жасқа дейін,ауыл,Қызылорда,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Маңғыстау,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Оңтүстік Қазақстан,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Павлодар,0.0
2015,10 жастан 14 жасқа дейін,ауыл,Солтүстік Қазақстан,0.0901063254640475
2015,10 жастан 14 жасқа дейін,ауыл,Шығыс Қазақстан,0.0
2015,15-19,,,30.947651865577136
2015,,,Ақмола,30.374421539756
2015,,,Ақтөбе,30.162059103908483
2015,,,Алматы,36.08312184335503
2015,,,Атырау,39.80300542997853
2015,,,Батыс Қазақстан,25.955840064014403
2015,,,Жамбыл,46.00266277816522
2015,,,Қарағанды,28.304355065052444
2015,,,Қостанай,26.603476771739786
2015,,,Қызылорда,24.46757185195396
2015,,,Маңғыстау,48.40312278211498
2015,,,Оңтүстік Қазақстан,35.01186581720037
2015,,,Павлодар,29.561355333221904
2015,,,Солтүстік Қазақстан,26.51594865165499
2015,,,Шығыс Қазақстан,24.069402255058435
2015,,,Нұр-Сұлтан қаласы,23.002210795638025
2015,,,Алматы қаласы,12.937644441564611
2015,,қала,,27.55982964303374
2015,,қала,Ақмола,29.029949913114585
2015,,қала,Ақтөбе,34.56196769975615
2015,,қала,Алматы,36.72985781990521
2015,,қала,Атырау,38.982647967672925
2015,,қала,Батыс Қазақстан,25.035260930888576
2015,,қала,Жамбыл,35.83486545211433
2015,,қала,Қарағанды,29.108356657337065
2015,,қала,Қостанай,25.71133186497056
2015,,қала,Қызылорда,26.1820144855819
2015,,қала,Маңғыстау,41.90067520666372
2015,,қала,Оңтүстік Қазақстан,34.447062969407305
2015,,қала,Павлодар,25.68480439462549
2015,,қала,Солтүстік Қазақстан,23.75212072506474
2015,,қала,Шығыс Қазақстан,24.666031699514008
2015,,қала,Нұр-Сұлтан қаласы,23.002210795638025
2015,,қала,Алматы қаласы,12.937644441564611
2015,,ауыл,,34.3547915612055
2015,,ауыл,Ақмола,31.314792307142348
2015,,ауыл,Ақтөбе,25.00724547675237
2015,,ауыл,Алматы,35.89404977106177
2015,,ауыл,Атырау,40.409364430974655
2015,,ауыл,Батыс Қазақстан,26.63764961915125
2015,,ауыл,Жамбыл,52.21654749744637
2015,,ауыл,Қарағанды,25.972821297713462
2015,,ауыл,Қостанай,27.313027313027312
2015,,ауыл,Қызылорда,23.403245175524336
2015,,ауыл,Маңғыстау,52.30291791242478
2015,,ауыл,Оңтүстік Қазақстан,35.38810273113405
2015,,ауыл,Павлодар,36.55352480417755
2015,,ауыл,Солтүстік Қазақстан,27.918781725888326
2015,,ауыл,Шығыс Қазақстан,23.40454483603212
2016,10 жастан 14 жасқа дейін,,,0.0162248504677218
2016,10 жастан 14 жасқа дейін,,Ақмола,0.0414439056736706
2016,10 жастан 14 жасқа дейін,,Ақтөбе,0.0
2016,10 жастан 14 жасқа дейін,,Алматы,0.0141013889868152
2016,10 жастан 14 жасқа дейін,,Атырау,0.0
2016,10 жастан 14 жасқа дейін,,Батыс Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,,Жамбыл,0.0440693651807945
2016,10 жастан 14 жасқа дейін,,Қарағанды,0.0229391996513241
2016,10 жастан 14 жасқа дейін,,Қостанай,0.0389241368572651
2016,10 жастан 14 жасқа дейін,,Қызылорда,0.095568793603262
2016,10 жастан 14 жасқа дейін,,Маңғыстау,0.0
2016,10 жастан 14 жасқа дейін,,Оңтүстік Қазақстан,0.0077102191244275
2016,10 жастан 14 жасқа дейін,,Павлодар,0.0
2016,10 жастан 14 жасқа дейін,,Солтүстік Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,,Шығыс Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,,Нұр-Сұлтан қаласы,0.0
2016,10 жастан 14 жасқа дейін,,Алматы қаласы,0.0
2016,10 жастан 14 жасқа дейін,қала,,0.0129748385443528
2016,10 жастан 14 жасқа дейін,қала,Ақмола,0.0980199960792001
2016,10 жастан 14 жасқа дейін,қала,Ақтөбе,0.0
2016,10 жастан 14 жасқа дейін,қала,Алматы,0.0
2016,10 жастан 14 жасқа дейін,қала,Атырау,0.0
2016,10 жастан 14 жасқа дейін,қала,Батыс Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,қала,Жамбыл,0.0599970001499925
2016,10 жастан 14 жасқа дейін,қала,Қарағанды,0.0308475360530577
2016,10 жастан 14 жасқа дейін,қала,Қостанай,0.0
2016,10 жастан 14 жасқа дейін,қала,Қызылорда,0.0
2016,10 жастан 14 жасқа дейін,қала,Маңғыстау,0.0
2016,10 жастан 14 жасқа дейін,қала,Оңтүстік Қазақстан,0.0186598496016122
2016,10 жастан 14 жасқа дейін,қала,Павлодар,0.0
2016,10 жастан 14 жасқа дейін,қала,Солтүстік Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,қала,Шығыс Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,қала,Нұр-Сұлтан қаласы,0.0
2016,10 жастан 14 жасқа дейін,қала,Алматы қаласы,0.0
2016,10 жастан 14 жасқа дейін,ауыл,,0.0194773891858289
2016,10 жастан 14 жасқа дейін,ауыл,Ақмола,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Ақтөбе,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Алматы,0.0181435517816967
2016,10 жастан 14 жасқа дейін,ауыл,Атырау,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Батыс Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Жамбыл,0.03482439797322
2016,10 жастан 14 жасқа дейін,ауыл,Қарағанды,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Қостанай,0.0718003949021719
2016,10 жастан 14 жасқа дейін,ауыл,Қызылорда,0.1592737118738552
2016,10 жастан 14 жасқа дейін,ауыл,Маңғыстау,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Оңтүстік Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Павлодар,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Солтүстік Қазақстан,0.0
2016,10 жастан 14 жасқа дейін,ауыл,Шығыс Қазақстан,0.0
2016,15-19,,,28.10458708900485
2016,,,Ақмола,26.028811201364267
2016,,,Ақтөбе,25.86516584840139
2016,,,Алматы,35.01756005024482
2016,,,Атырау,35.11327281712487
2016,,,Батыс Қазақстан,26.18286774559324
2016,,,Жамбыл,41.08942065491184
2016,,,Қарағанды,24.049562792575674
2016,,,Қостанай,24.55622514655844
2016,,,Қызылорда,21.58428663932657
2016,,,Маңғыстау,42.24941724941725
2016,,,Оңтүстік Қазақстан,31.771182664043828
2016,,,Павлодар,25.180846537007834
2016,,,Солтүстік Қазақстан,26.133217185701398
2016,,,Шығыс Қазақстан,22.96335318987992
2016,,,Нұр-Сұлтан қаласы,18.71146076972145
2016,,,Алматы қаласы,13.499080609110228
2016,,қала,,25.18400379322608
2016,,қала,Ақмола,25.883737098240548
2016,,қала,Ақтөбе,30.060483140777222
2016,,қала,Алматы,37.002987818892215
2016,,қала,Атырау,40.14554275318376
2016,,қала,Батыс Қазақстан,25.696418419556565
2016,,қала,Жамбыл,31.9368251860652
2016,,қала,Қарағанды,23.858675420488
2016,,қала,Қостанай,22.08927749654855
2016,,қала,Қызылорда,22.544580984939483
2016,,қала,Маңғыстау,40.10125233146815
2016,,қала,Оңтүстік Қазақстан,31.73533672472459
2016,,қала,Павлодар,23.254912600286808
2016,,қала,Солтүстік Қазақстан,21.914550242079333
2016,,қала,Шығыс Қазақстан,23.7741456166419
2016,,қала,Нұр-Сұлтан қаласы,18.71146076972145
2016,,қала,Алматы қаласы,13.499080609110228
2016,,ауыл,,31.119631844965497
2016,,ауыл,Ақмола,26.13368384428036
2016,,ауыл,Ақтөбе,20.715714603245164
2016,,ауыл,Алматы,34.44748737915333
2016,,ауыл,Атырау,31.333970943207174
2016,,ауыл,Батыс Қазақстан,26.58621664938249
2016,,ауыл,Жамбыл,46.59174456464657
2016,,ауыл,Қарағанды,24.609278094765564
2016,,ауыл,Қостанай,26.537551744529864
2016,,ауыл,Қызылорда,20.9720176730486
2016,,ауыл,Маңғыстау,43.48158337154211
2016,,ауыл,Оңтүстік Қазақстан,31.795164610599397
2016,,ауыл,Павлодар,28.69257950530035
2016,,ауыл,Солтүстік Қазақстан,28.57142857142857
2016,,ауыл,Шығыс Қазақстан,22.02540496445636
2017,10 жастан 14 жасқа дейін,,,0.0200450705702128
2017,10 жастан 14 жасқа дейін,,Ақмола,0.0
2017,10 жастан 14 жасқа дейін,,Ақтөбе,0.0
2017,10 жастан 14 жасқа дейін,,Алматы,0.0400069345353194
2017,10 жастан 14 жасқа дейін,,Атырау,0.0
2017,10 жастан 14 жасқа дейін,,Батыс Қазақстан,0.0943618778013682
2017,10 жастан 14 жасқа дейін,,Жамбыл,0.0
2017,10 жастан 14 жасқа дейін,,Қарағанды,0.0220580125730671
2017,10 жастан 14 жасқа дейін,,Қостанай,0.0384341910563637
2017,10 жастан 14 жасқа дейін,,Қызылорда,0.0
2017,10 жастан 14 жасқа дейін,,Маңғыстау,0.0
2017,10 жастан 14 жасқа дейін,,Оңтүстік Қазақстан,0.0147451847755967
2017,10 жастан 14 жасқа дейін,,Павлодар,0.0
2017,10 жастан 14 жасқа дейін,,Солтүстік Қазақстан,0.0
2017,10 жастан 14 жасқа дейін,,Шығыс Қазақстан,0.0690067626627409
2017,10 жастан 14 жасқа дейін,,Нұр-Сұлтан қаласы,0.0
2017,10 жастан 14 жасқа дейін,,Алматы қаласы,0.0209305732884023
2017,10 жастан 14 жасқа дейін,қала,,0.0182590039713333
2017,10 жастан 14 жасқа дейін,қала,Ақмола,0.0
2017,10 жастан 14 жасқа дейін,қала,Ақтөбе,0.0
2017,10 жастан 14 жасқа дейін,қала,Алматы,0.1217952621643018
2017,10 жастан 14 жасқа дейін,қала,Атырау,0.0
2017,10 жастан 14 жасқа дейін,қала,Батыс Қазақстан,0.1081314878892733
2017,10 жастан 14 жасқа дейін,қала,Жамбыл,0.0
2017,10 жастан 14 жасқа дейін,қала,Қарағанды,0.0
2017,10 жастан 14 жасқа дейін,қала,Қостанай,0.0814597588791137
2017,10 жастан 14 жасқа дейін,қала,Қызылорда,0.0
2017,10 жастан 14 жасқа дейін,қала,Маңғыстау,0.0
2017,10 жастан 14 жасқа дейін,қала,Оңтүстік Қазақстан,0.0
2017,10 жастан 14 жасқа дейін,қала,Павлодар,0.0
2017,10 жастан 14 жасқа дейін,қала,Солтүстік Қазақстан,0.0
2017,10 жастан 14 жасқа дейін,қала,Шығыс Қазақстан,0.0435094741880044
2017,10 жастан 14 жасқа дейін,қала,Нұр-Сұлтан қаласы,0.0
2017,10 жастан 14 жасқа дейін,қала,Алматы қаласы,0.0209305732884023
2017,10 жастан 14 жасқа дейін,ауыл,,0.0218795468433283
2017,10 жастан 14 жасқа дейін,ауыл,Ақмола,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Ақтөбе,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Алматы,0.0170747532698152
2017,10 жастан 14 жасқа дейін,ауыл,Атырау,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Батыс Қазақстан,0.0837030216790826
2017,10 жастан 14 жасқа дейін,ауыл,Жамбыл,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Қарағанды,0.0886760663296976
2017,10 жастан 14 жасқа дейін,ауыл,Қостанай,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Қызылорда,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Маңғыстау,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Оңтүстік Қазақстан,0.0254224900057836
2017,10 жастан 14 жасқа дейін,ауыл,Павлодар,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Солтүстік Қазақстан,0.0
2017,10 жастан 14 жасқа дейін,ауыл,Шығыс Қазақстан,0.0999125764955663
2017,15-19,,,24.904794458158783
2017,,,Ақмола,24.91103202846975
2017,,,Ақтөбе,21.32996186708538
2017,,,Алматы,29.718658867555583
2017,,,Атырау,30.987023200943767
2017,,,Батыс Қазақстан,20.482343264970417
2017,,,Жамбыл,35.465970943860995
2017,,,Қарағанды,20.458821070234112
2017,,,Қостанай,20.098612736085578
2017,,,Қызылорда,19.796525507768024
2017,,,Маңғыстау,39.81042654028436
2017,,,Оңтүстік Қазақстан,30.00188521720396
2017,,,Павлодар,22.077554486272287
2017,,,Солтүстік Қазақстан,20.537024044900825
2017,,,Шығыс Қазақстан,20.39030488228349
2017,,,Нұр-Сұлтан қаласы,14.987845223081282
2017,,,Алматы қаласы,12.750264661059342
2017,,қала,,22.376501618855627
2017,,қала,Ақмола,23.27127659574468
2017,,қала,Ақтөбе,25.45857617906819
2017,,қала,Алматы,33.22412796299865
2017,,қала,Атырау,33.21614741180749
2017,,қала,Батыс Қазақстан,19.05504791620236
2017,,қала,Жамбыл,26.831193055455916
2017,,қала,Қарағанды,20.31712841958529
2017,,қала,Қостанай,16.93425253319761
2017,,қала,Қызылорда,21.29845866417562
2017,,қала,Маңғыстау,41.15170446828738
2017,,қала,Оңтүстік Қазақстан,31.088540516670346
2017,,қала,Павлодар,19.34281977089857
2017,,қала,Солтүстік Қазақстан,17.260918838810912
2017,,қала,Шығыс Қазақстан,20.179874934602257
2017,,қала,Нұр-Сұлтан қаласы,14.987845223081282
2017,,қала,Алматы қаласы,12.750264661059342
2017,,ауыл,,27.55834981793084
2017,,ауыл,Ақмола,26.138909634055263
2017,,ауыл,Ақтөбе,15.85041761579347
2017,,ауыл,Алматы,28.737554071692863
2017,,ауыл,Атырау,29.288123065551808
2017,,ауыл,Батыс Қазақстан,21.779871346806463
2017,,ауыл,Жамбыл,40.51982952278978
2017,,ауыл,Қарағанды,20.883366398663465
2017,,ауыл,Қостанай,22.70389699440021
2017,,ауыл,Қызылорда,18.823386999152643
2017,,ауыл,Маңғыстау,39.06279571520497
2017,,ауыл,Оңтүстік Қазақстан,29.25737107241729
2017,,ауыл,Павлодар,27.138037259791695
2017,,ауыл,Солтүстік Қазақстан,22.42671091667924
2017,,ауыл,Шығыс Қазақстан,20.05975245411865
2018,10 жастан 14 жасқа дейін,,,0.0217718829195224
2018,10 жастан 14 жасқа дейін,,Ақмола,0.0778104149240375
2018,10 жастан 14 жасқа дейін,,Ақтөбе,0.0646443751313088
2018,10 жастан 14 жасқа дейін,,Алматы,0.0250239291322326
2018,10 жастан 14 жасқа дейін,,Атырау,0.0386585483715086
2018,10 жастан 14 жасқа дейін,,Батыс Қазақстан,0.0452427272315975
2018,10 жастан 14 жасқа дейін,,Жамбыл,0.0195646857422352
2018,10 жастан 14 жасқа дейін,,Қарағанды,0.0
2018,10 жастан 14 жасқа дейін,,Қостанай,0.0
2018,10 жастан 14 жасқа дейін,,Қызылорда,0.0284831308657447
2018,10 жастан 14 жасқа дейін,,Маңғыстау,0.0
2018,10 жастан 14 жасқа дейін,,Павлодар,0.0
2018,10 жастан 14 жасқа дейін,,Солтүстік Қазақстан,0.0570011685239547
2018,10 жастан 14 жасқа дейін,,Түркістан,0.0
2018,10 жастан 14 жасқа дейін,,Шығыс Қазақстан,0.0
2018,10 жастан 14 жасқа дейін,,Нұр-Сұлтан қаласы,0.0626959247648902
2018,10 жастан 14 жасқа дейін,,Алматы қаласы,0.0190000285000427
2018,10 жастан 14 жасқа дейін,,Шымкент қаласы,0.02
2018,10 жастан 14 жасқа дейін,қала,,0.0281344206349094
2018,10 жастан 14 жасқа дейін,қала,Ақмола,0.1840434342504831
2018,10 жастан 14 жасқа дейін,қала,Ақтөбе,0.0495970241785492
2018,10 жастан 14 жасқа дейін,қала,Алматы,0.0
2018,10 жастан 14 жасқа дейін,қала,Атырау,0.0
2018,10 жастан 14 жасқа дейін,қала,Батыс Қазақстан,0.1008318628686665
2018,10 жастан 14 жасқа дейін,қала,Жамбыл,0.0537331076542811
2018,10 жастан 14 жасқа дейін,қала,Қарағанды,0.0
2018,10 жастан 14 жасқа дейін,қала,Қостанай,0.0
2018,10 жастан 14 жасқа дейін,қала,Қызылорда,0.0
2018,10 жастан 14 жасқа дейін,қала,Маңғыстау,0.0
2018,10 жастан 14 жасқа дейін,қала,Павлодар,0.0
2018,10 жастан 14 жасқа дейін,қала,Солтүстік Қазақстан,0.1557996416608241
2018,10 жастан 14 жасқа дейін,қала,Түркістан,0.0
2018,10 жастан 14 жасқа дейін,қала,Шығыс Қазақстан,0.0
2018,10 жастан 14 жасқа дейін,қала,Нұр-Сұлтан қаласы,0.0626959247648902
2018,10 жастан 14 жасқа дейін,қала,Алматы қаласы,0.0190000285000427
2018,10 жастан 14 жасқа дейін,қала,Шымкент қаласы,0.02
2018,10 жастан 14 жасқа дейін,ауыл,,0.0149913574824113
2018,10 жастан 14 жасқа дейін,ауыл,Ақмола,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Ақтөбе,0.0927988121752041
2018,10 жастан 14 жасқа дейін,ауыл,Алматы,0.0317727612118131
2018,10 жастан 14 жасқа дейін,ауыл,Атырау,0.0759762953958365
2018,10 жастан 14 жасқа дейін,ауыл,Батыс Қазақстан,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Жамбыл,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Қарағанды,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Қостанай,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Қызылорда,0.048344210780759
2018,10 жастан 14 жасқа дейін,ауыл,Маңғыстау,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Павлодар,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Солтүстік Қазақстан,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Түркістан,0.0
2018,10 жастан 14 жасқа дейін,ауыл,Шығыс Қазақстан,0.0
2018,15-19,,,23.93
2018,,,Ақмола,21.61
2018,,,Ақтөбе,17.74
2018,,,Алматы,28.76
2018,,,Атырау,28.21
2018,,,Батыс Қазақстан,20.94
2018,,,Жамбыл,36.64
2018,,,Қарағанды,20.41
2018,,,Қостанай,18.63
2018,,,Қызылорда,20.65
2018,,,Маңғыстау,35.04
2018,,,Павлодар,18.47
2018,,,Солтүстік Қазақстан,19.55
2018,,,Түркістан,30.92
2018,,,Шығыс Қазақстан,19.52
2018,,,Нұр-Сұлтан қаласы,15.07
2018,,,Алматы қаласы,12.31
2018,,,Шымкент қаласы,24.34
2018,,қала,,21.09
2018,,қала,Ақмола,20.1
2018,,қала,Ақтөбе,18.9
2018,,қала,Алматы,31.06
2018,,қала,Атырау,28.76
2018,,қала,Батыс Қазақстан,20.77
2018,,қала,Жамбыл,29.45
2018,,қала,Қарағанды,20.1
2018,,қала,Қостанай,14.14
2018,,қала,Қызылорда,20.81
2018,,қала,Маңғыстау,36.41
2018,,қала,Павлодар,16.43
2018,,қала,Солтүстік Қазақстан,16.84
2018,,қала,Түркістан,38.55
2018,,қала,Шығыс Қазақстан,19.48
2018,,қала,Нұр-Сұлтан қаласы,15.07
2018,,қала,Алматы қаласы,12.31
2018,,қала,Шымкент қаласы,24.34
2018,,ауыл,,27.01
2018,,ауыл,Ақмола,22.74
2018,,ауыл,Ақтөбе,15.65
2018,,ауыл,Алматы,28.14
2018,,ауыл,Атырау,27.68
2018,,ауыл,Батыс Қазақстан,21.1
2018,,ауыл,Жамбыл,40.8
2018,,ауыл,Қарағанды,21.36
2018,,ауыл,Қостанай,22.51
2018,,ауыл,Қызылорда,20.54
2018,,ауыл,Маңғыстау,34.27
2018,,ауыл,Павлодар,22.26
2018,,ауыл,Солтүстік Қазақстан,21.07
2018,,ауыл,Түркістан,29.23
2018,,ауыл,Шығыс Қазақстан,19.57
2019,10 жастан 14 жасқа дейін,,,0.024606669227583
2019,10 жастан 14 жасқа дейін,,Ақмола,0.037500937523438
2019,10 жастан 14 жасқа дейін,,Ақтөбе,0.0302411733575262
2019,10 жастан 14 жасқа дейін,,Алматы,0.0469819941507417
2019,10 жастан 14 жасқа дейін,,Атырау,0.0360405816949885
2019,10 жастан 14 жасқа дейін,,Батыс Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,,Жамбыл,0.0551343900758097
2019,10 жастан 14 жасқа дейін,,Қарағанды,0.0412711514651258
2019,10 жастан 14 жасқа дейін,,Қостанай,0.0
2019,10 жастан 14 жасқа дейін,,Қызылорда,0.0
2019,10 жастан 14 жасқа дейін,,Маңғыстау,0.0
2019,10 жастан 14 жасқа дейін,,Павлодар,0.0
2019,10 жастан 14 жасқа дейін,,Солтүстік Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,,Түркістан,0.0
2019,10 жастан 14 жасқа дейін,,Шығыс Қазақстан,0.0419498280057051
2019,10 жастан 14 жасқа дейін,,Нұр-Сұлтан қаласы,0.0277611981733131
2019,10 жастан 14 жасқа дейін,,Алматы қаласы,0.0
2019,10 жастан 14 жасқа дейін,,Шымкент қаласы,0.0661346501477007
2019,10 жастан 14 жасқа дейін,қала,,0.0182181835690202
2019,10 жастан 14 жасқа дейін,қала,Ақмола,0.0
2019,10 жастан 14 жасқа дейін,қала,Ақтөбе,0.0456266824839165
2019,10 жастан 14 жасқа дейін,қала,Алматы,0.0
2019,10 жастан 14 жасқа дейін,қала,Атырау,0.0692281066112841
2019,10 жастан 14 жасқа дейін,қала,Батыс Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,қала,Жамбыл,0.0
2019,10 жастан 14 жасқа дейін,қала,Қарағанды,0.0270244706581809
2019,10 жастан 14 жасқа дейін,қала,Қостанай,0.0
2019,10 жастан 14 жасқа дейін,қала,Қызылорда,0.0
2019,10 жастан 14 жасқа дейін,қала,Маңғыстау,0.0
2019,10 жастан 14 жасқа дейін,қала,Павлодар,0.0
2019,10 жастан 14 жасқа дейін,қала,Солтүстік Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,қала,Түркістан,0.0
2019,10 жастан 14 жасқа дейін,қала,Шығыс Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,қала,Нұр-Сұлтан қаласы,0.0277611981733131
2019,10 жастан 14 жасқа дейін,қала,Алматы қаласы,0.0
2019,10 жастан 14 жасқа дейін,қала,Шымкент қаласы,0.0661346501477007
2019,10 жастан 14 жасқа дейін,ауыл,,0.0316749573467903
2019,10 жастан 14 жасқа дейін,ауыл,Ақмола,0.0660218532334202
2019,10 жастан 14 жасқа дейін,ауыл,Ақтөбе,0.0
2019,10 жастан 14 жасқа дейін,ауыл,Алматы,0.0594018236359856
2019,10 жастан 14 жасқа дейін,ауыл,Атырау,0.0
2019,10 жастан 14 жасқа дейін,ауыл,Батыс Қазақстан,0.0
2019,10 жастан 14 жасқа дейін,ауыл,Жамбыл,0.0869590422910809
2019,10 жастан 14 жасқа дейін,ауыл,Қарағанды,0.0872866931436302
2019,10 жастан 14 жасқа дейін,ауыл,Қостанай,0.0
2019,10 жастан 14 жасқа дейін,ауыл,Қызылорда,0.0
