Year,UNIT_MEASURE,Value
2010,адам,1.7
2011,адам,3.1
2012,адам,2.7
2013,адам,3.3
2014,адам,3.4
2015,адам,2.5
2016,адам,2.0
2017,адам,1.8
2018,адам,1.3
2019,адам,1.7
