Year,UNIT_MEASURE,Value
2010,100 000 халыққа,2.62
2011,100 000 халыққа,1.76
2012,100 000 халыққа,1.24
2013,100 000 халыққа,1.01
2014,100 000 халыққа,0.77
2015,100 000 халыққа,0.95
2016,100 000 халыққа,0.54
2017,100 000 халыққа,0.54
2018,100 000 халыққа,0.58
2019,100 000 халыққа,0.6
