Year,UNIT_MEASURE,SERIES,Өңірлер,Value
2015,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,122028401.0
2016,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,135740603.0
2017,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,151055887.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,155900300.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Түркістан,166364874.0
2010,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,91483979.0
2011,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,148927182.0
2012,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,165104319.0
2013,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,201222900.0
2014,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,190765886.0
2015,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,172029711.0
2016,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,155341765.0
2017,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,221341728.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,242988628.0
2010,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,179046694.0
2011,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,362927597.0
2012,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,401638616.0
2013,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,315620454.0
2014,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,347511021.0
2015,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,513581780.0
2016,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,623145859.0
2017,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,545796587.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,620253444.0
2010,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,221486028.0
2011,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,243330560.0
2012,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,264489907.0
2013,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,320648924.0
2014,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,300281546.0
2015,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,291701767.0
2016,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,390688610.0
2017,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,444319345.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,495140973.0
2018,мың теңге,жеке меншік кәсіпорындар мен ұйымдар бойынша,Шымкент қаласы,534924243.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1377448179.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1301596792.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1132230712.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1035890541.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1122439988.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1419240796.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1641656897.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1238127054.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,,1562790936.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,5865857.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,7532384.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,7058813.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,5254504.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,5247022.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,8116247.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,11543868.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,26844506.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақмола,25039849.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,56720027.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,69078802.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,72262286.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,29557065.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,43668468.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,42668988.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,22975818.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,21481935.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Ақтөбе,43441612.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,13663644.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,7836056.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,13454282.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,13749695.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,16274363.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,12499725.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,25251112.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,48721092.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы,63409022.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,836323392.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,772892424.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,508085982.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,400723906.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,251650840.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,415003074.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,546174230.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,135890390.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Атырау,223973796.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,142611910.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,83180609.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,68589643.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,90047981.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,130945794.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,181597518.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,300607048.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,283611660.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Батыс Қазақстан,287077343.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,1673955.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,3036140.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,13673348.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,9388787.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,16331263.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,15150278.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,36857899.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,18661508.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Жамбыл,27044501.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,65683196.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,88889603.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,107333700.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,102948485.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,112254039.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,94116976.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,94223145.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,89716426.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қарағанды,168727302.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,4053809.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,5100211.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,5208528.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,18428042.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,8582291.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,7872163.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,8634858.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,10431932.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қостанай,13120408.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,40492915.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,45718319.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,43488197.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,46495295.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,56910841.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,23773069.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,26953514.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,31389882.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Қызылорда,63429493.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,109231618.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,86377206.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,108137178.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,124329409.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,149165343.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,119024069.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,57882196.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,54224968.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Маңғыстау,46626948.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,12021536.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,4629180.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,5340470.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,1773496.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,6229791.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,5797925.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,17799637.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Оңтүстік Қазақстан,50033044.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,21371887.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,40734333.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,65970089.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,75665545.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,99584772.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,183839746.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,162612969.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,76613231.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Павлодар,42386912.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,414285.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,1385020.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,1266360.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,1290288.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,2760531.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,6247395.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,3847215.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,6333874.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Солтүстік Қазақстан,10774671.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Түркістан,43687892.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,12239421.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,23683454.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,24852722.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,34453680.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,102103490.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,198658594.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,229350167.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,125860404.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шығыс Қазақстан,157871694.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,11565928.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,17053791.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,22436093.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,19387468.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,62198964.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,48974117.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,36849564.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,190828960.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Нұр-Сұлтан қаласы,250849621.0
2010,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,43514799.0
2011,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,44469260.0
2012,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,65073021.0
2013,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,62396895.0
2014,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,58532176.0
2015,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,55900912.0
2016,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,60093657.0
2017,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,67483242.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Алматы қаласы,89381873.0
2018,мың теңге,шетелдік меншік кәсіпорындар мен ұйымдар бойынша,Шымкент қаласы,5947999.0
