Year,UNIT_MEASURE,Өңірлер,Value
2010,өткен жылға пайызбен,,103.7
2011,өткен жылға пайызбен,,105.0
2011,өткен жылға пайызбен,Ақмола,115.1
2011,өткен жылға пайызбен,Ақтөбе,101.8
2011,өткен жылға пайызбен,Алматы,102.3
2011,өткен жылға пайызбен,Атырау,97.8
2011,өткен жылға пайызбен,Батыс Қазақстан,104.0
2011,өткен жылға пайызбен,Жамбыл,112.4
2011,өткен жылға пайызбен,Қарағанды,106.5
2011,өткен жылға пайызбен,Қостанай,116.0
2011,өткен жылға пайызбен,Қызылорда,99.0
2011,өткен жылға пайызбен,Маңғыстау,89.3
2011,өткен жылға пайызбен,Оңтүстік Қазақстан,102.0
2011,өткен жылға пайызбен,Павлодар,110.4
2011,өткен жылға пайызбен,Солтүстік Қазақстан,120.9
2011,өткен жылға пайызбен,Шығыс Қазақстан,108.8
2011,өткен жылға пайызбен,Нұр-Сұлтан қаласы,106.4
2011,өткен жылға пайызбен,Алматы қаласы,106.0
2012,өткен жылға пайызбен,,102.5
2012,өткен жылға пайызбен,Ақмола,94.6
2012,өткен жылға пайызбен,Ақтөбе,104.7
2012,өткен жылға пайызбен,Алматы,100.0
2012,өткен жылға пайызбен,Атырау,94.7
2012,өткен жылға пайызбен,Батыс Қазақстан,105.1
2012,өткен жылға пайызбен,Жамбыл,110.0
2012,өткен жылға пайызбен,Қарағанды,100.9
2012,өткен жылға пайызбен,Қостанай,93.5
2012,өткен жылға пайызбен,Қызылорда,100.9
2012,өткен жылға пайызбен,Маңғыстау,90.0
2012,өткен жылға пайызбен,Оңтүстік Қазақстан,100.5
2012,өткен жылға пайызбен,Павлодар,108.9
2012,өткен жылға пайызбен,Солтүстік Қазақстан,98.5
2012,өткен жылға пайызбен,Шығыс Қазақстан,114.6
2012,өткен жылға пайызбен,Нұр-Сұлтан қаласы,111.0
2012,өткен жылға пайызбен,Алматы қаласы,105.6
2013,өткен жылға пайызбен,,105.1
2013,өткен жылға пайызбен,Ақмола,104.1
2013,өткен жылға пайызбен,Ақтөбе,103.7
2013,өткен жылға пайызбен,Алматы,108.1
2013,өткен жылға пайызбен,Атырау,102.1
2013,өткен жылға пайызбен,Батыс Қазақстан,102.3
2013,өткен жылға пайызбен,Жамбыл,104.6
2013,өткен жылға пайызбен,Қарағанды,106.7
2013,өткен жылға пайызбен,Қостанай,111.9
2013,өткен жылға пайызбен,Қызылорда,101.9
2013,өткен жылға пайызбен,Маңғыстау,103.7
2013,өткен жылға пайызбен,Оңтүстік Қазақстан,101.6
2013,өткен жылға пайызбен,Павлодар,99.4
2013,өткен жылға пайызбен,Солтүстік Қазақстан,108.1
2013,өткен жылға пайызбен,Шығыс Қазақстан,107.5
2013,өткен жылға пайызбен,Нұр-Сұлтан қаласы,106.2
2013,өткен жылға пайызбен,Алматы қаласы,113.3
2014,өткен жылға пайызбен,,104.6
2014,өткен жылға пайызбен,Ақмола,103.7
2014,өткен жылға пайызбен,Ақтөбе,104.8
2014,өткен жылға пайызбен,Алматы,102.9
2014,өткен жылға пайызбен,Атырау,99.3
2014,өткен жылға пайызбен,Батыс Қазақстан,104.8
2014,өткен жылға пайызбен,Жамбыл,104.0
2014,өткен жылға пайызбен,Қарағанды,107.3
2014,өткен жылға пайызбен,Қостанай,103.9
2014,өткен жылға пайызбен,Қызылорда,104.5
2014,өткен жылға пайызбен,Маңғыстау,107.8
2014,өткен жылға пайызбен,Оңтүстік Қазақстан,104.0
2014,өткен жылға пайызбен,Павлодар,99.9
2014,өткен жылға пайызбен,Солтүстік Қазақстан,110.9
2014,өткен жылға пайызбен,Шығыс Қазақстан,102.9
2014,өткен жылға пайызбен,Нұр-Сұлтан қаласы,104.1
2014,өткен жылға пайызбен,Алматы қаласы,104.0
2015,өткен жылға пайызбен,,100.6
2015,өткен жылға пайызбен,Ақмола,102.3
2015,өткен жылға пайызбен,Ақтөбе,95.0
2015,өткен жылға пайызбен,Алматы,108.0
2015,өткен жылға пайызбен,Атырау,100.9
2015,өткен жылға пайызбен,Батыс Қазақстан,99.7
2015,өткен жылға пайызбен,Жамбыл,104.1
2015,өткен жылға пайызбен,Қарағанды,101.2
2015,өткен жылға пайызбен,Қостанай,96.6
2015,өткен жылға пайызбен,Қызылорда,97.1
2015,өткен жылға пайызбен,Маңғыстау,90.8
2015,өткен жылға пайызбен,Оңтүстік Қазақстан,102.9
2015,өткен жылға пайызбен,Павлодар,101.1
2015,өткен жылға пайызбен,Солтүстік Қазақстан,99.5
2015,өткен жылға пайызбен,Шығыс Қазақстан,101.7
2015,өткен жылға пайызбен,Нұр-Сұлтан қаласы,99.3
2015,өткен жылға пайызбен,Алматы қаласы,95.6
2016,өткен жылға пайызбен,,100.2
2016,өткен жылға пайызбен,Ақмола,101.7
2016,өткен жылға пайызбен,Ақтөбе,102.4
2016,өткен жылға пайызбен,Алматы,99.5
2016,өткен жылға пайызбен,Атырау,104.0
2016,өткен жылға пайызбен,Батыс Қазақстан,101.9
2016,өткен жылға пайызбен,Жамбыл,103.1
2016,өткен жылға пайызбен,Қарағанды,103.3
2016,өткен жылға пайызбен,Қостанай,97.2
