Year,UNIT_MEASURE,Өңірлер,Value
2016,өткен жылға пайызбен,Қызылорда,88.7
2016,өткен жылға пайызбен,Маңғыстау,99.6
2016,өткен жылға пайызбен,Оңтүстік Қазақстан,101.0
2016,өткен жылға пайызбен,Павлодар,100.7
2016,өткен жылға пайызбен,Солтүстік Қазақстан,102.8
2016,өткен жылға пайызбен,Шығыс Қазақстан,102.5
2016,өткен жылға пайызбен,Нұр-Сұлтан қаласы,102.5
2016,өткен жылға пайызбен,Алматы қаласы,99.3
2017,өткен жылға пайызбен,,104.3
2017,өткен жылға пайызбен,Ақмола,105.9
2017,өткен жылға пайызбен,Ақтөбе,106.3
2017,өткен жылға пайызбен,Алматы,103.7
2017,өткен жылға пайызбен,Атырау,116.4
2017,өткен жылға пайызбен,Батыс Қазақстан,103.4
2017,өткен жылға пайызбен,Жамбыл,104.7
2017,өткен жылға пайызбен,Қарағанды,107.9
2017,өткен жылға пайызбен,Қостанай,107.7
2017,өткен жылға пайызбен,Қызылорда,96.7
2017,өткен жылға пайызбен,Маңғыстау,101.0
2017,өткен жылға пайызбен,Оңтүстік Қазақстан,105.9
2017,өткен жылға пайызбен,Павлодар,107.5
2017,өткен жылға пайызбен,Солтүстік Қазақстан,107.9
2017,өткен жылға пайызбен,Шығыс Қазақстан,101.9
2017,өткен жылға пайызбен,Нұр-Сұлтан қаласы,97.4
2017,өткен жылға пайызбен,Алматы қаласы,102.1
2018,өткен жылға пайызбен,,103.1
2018,өткен жылға пайызбен,Ақмола,103.0
2018,өткен жылға пайызбен,Ақтөбе,104.1
2018,өткен жылға пайызбен,Алматы,103.5
2018,өткен жылға пайызбен,Атырау,108.6
2018,өткен жылға пайызбен,Батыс Қазақстан,97.9
2018,өткен жылға пайызбен,Жамбыл,102.5
2018,өткен жылға пайызбен,Қарағанды,103.0
2018,өткен жылға пайызбен,Қостанай,109.8
2018,өткен жылға пайызбен,Қызылорда,99.2
2018,өткен жылға пайызбен,Маңғыстау,92.3
2018,өткен жылға пайызбен,Павлодар,105.6
2018,өткен жылға пайызбен,Солтүстік Қазақстан,102.2
2018,өткен жылға пайызбен,Түркістан,101.1
2018,өткен жылға пайызбен,Шығыс Қазақстан,110.3
2018,өткен жылға пайызбен,Нұр-Сұлтан қаласы,88.0
2018,өткен жылға пайызбен,Алматы қаласы,102.0
2018,өткен жылға пайызбен,Шымкент қаласы,110.8
2019,өткен жылға пайызбен,,103.7
2019,өткен жылға пайызбен,Ақмола,103.3
2019,өткен жылға пайызбен,Ақтөбе,105.3
2019,өткен жылға пайызбен,Алматы,104.9
2019,өткен жылға пайызбен,Атырау,103.4
2019,өткен жылға пайызбен,Батыс Қазақстан,98.2
2019,өткен жылға пайызбен,Жамбыл,105.0
2019,өткен жылға пайызбен,Қарағанды,105.2
2019,өткен жылға пайызбен,Қостанай,105.9
2019,өткен жылға пайызбен,Қызылорда,101.7
2019,өткен жылға пайызбен,Маңғыстау,100.9
2019,өткен жылға пайызбен,Павлодар,106.3
2019,өткен жылға пайызбен,Солтүстік Қазақстан,102.8
2019,өткен жылға пайызбен,Түркістан,109.0
2019,өткен жылға пайызбен,Шығыс Қазақстан,105.1
2019,өткен жылға пайызбен,Нұр-Сұлтан қаласы,98.9
2019,өткен жылға пайызбен,Алматы қаласы,101.8
2019,өткен жылға пайызбен,Шымкент қаласы,97.6
