Year,UNIT_MEASURE,Value
2011,пайыз,7.09
2012,пайыз,4.17
2013,пайыз,1.45
2014,пайыз,3.67
2015,пайыз,1.52
2016,пайыз,3.76
2017,пайыз,3.12
2018,пайыз,1.22
