Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,пайыз,,13.449512659178328
2010,пайыз,Корпорациялық табыс салығы,3.837788881260985
2010,пайыз,Жеке табыс салығы,1.431695291501916
2010,пайыз,Әлеуметтік салық,1.1635292108928703
2010,пайыз,Меншiкке салынатын салықтар,0.4946815734923908
2010,пайыз,Жер салығы,0.0617317638917289
2010,пайыз,Көлiк құралдарына салынатын салық,0.1203811906841355
2010,пайыз,Бірыңғай жер салығы,0.0034913188355792
2010,пайыз,Қосылған құн салығы,3.1043455402280857
2010,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,1.0601296880940296
2010,пайыз,Тіркелген салық,0.0446062157344242
2010,пайыз,Ойын бизнесіне салық,0.0243280823333226
2010,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,1.7134574960272542
2010,пайыз,Акциздер,0.2815570126346307
2010,пайыз,Мемлекеттік баж,0.107763947570438
2011,пайыз,,14.10023908200086
2011,пайыз,Корпорациялық табыс салығы,3.7190740772005846
2011,пайыз,Жеке табыс салығы,1.332168582708129
2011,пайыз,Әлеуметтік салық,1.051030432647247
2011,пайыз,Меншiкке салынатын салықтар,0.4156731979942805
2011,пайыз,Жер салығы,0.0459486094798102
2011,пайыз,Көлiк құралдарына салынатын салық,0.1061326203456045
2011,пайыз,Бірыңғай жер салығы,0.0028972475192102
2011,пайыз,Қосылған құн салығы,3.0634533178716903
2011,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,1.0552649442112183
2011,пайыз,Тіркелген салық,0.0423225519400032
2011,пайыз,Ойын бизнесіне салық,0.0209142919288607
2011,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.881380644787028
2011,пайыз,Акциздер,0.2705089343968119
2011,пайыз,Мемлекеттік баж,0.0934554387362666
2012,пайыз,,13.204390372567032
2012,пайыз,Корпорациялық табыс салығы,3.3571193631838407
2012,пайыз,Жеке табыс салығы,1.413816541289808
2012,пайыз,Әлеуметтік салық,1.0994513438007174
2012,пайыз,Меншiкке салынатын салықтар,0.4110407092756294
2012,пайыз,Жер салығы,0.0420392801344616
2012,пайыз,Көлiк құралдарына салынатын салық,0.0998246606522109
2012,пайыз,Бірыңғай жер салығы,0.0026446475827425
2012,пайыз,Қосылған құн салығы,2.9481068453478207
2012,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.9799327415092836
2012,пайыз,Тіркелген салық,0.0447535573073095
2012,пайыз,Ойын бизнесіне салық,0.0207789464297467
2012,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.400255789532796
2012,пайыз,Акциздер,0.3003147504751753
2012,пайыз,Мемлекеттік баж,0.0843016712838348
2013,пайыз,,13.275371720225834
2013,пайыз,Корпорациялық табыс салығы,2.868790457735201
2013,пайыз,Жеке табыс салығы,1.369456686542603
2013,пайыз,Әлеуметтік салық,1.056909377163383
2013,пайыз,Меншiкке салынатын салықтар,0.3956888742823205
2013,пайыз,Жер салығы,0.0393067575741099
2013,пайыз,Көлiк құралдарына салынатын салық,0.1000840833936917
2013,пайыз,Бірыңғай жер салығы,0.0023054493314598
2013,пайыз,Қосылған құн салығы,3.688015307209528
2013,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.8679243325481056
2013,пайыз,Тіркелген салық,0.0432302704636298
2013,пайыз,Ойын бизнесіне салық,0.0214859003084503
2013,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.444647501484144
2013,пайыз,Акциздер,0.2879272622260539
2013,пайыз,Мемлекеттік баж,0.0893120242503456
2014,пайыз,,129.0
2014,пайыз,Корпорациялық табыс салығы,2.948058606384543
2014,пайыз,Жеке табыс салығы,1.3919815747078368
2014,пайыз,Әлеуметтік салық,1.0787040443061495
2014,пайыз,Меншiкке салынатын салықтар,0.436423223259366
2014,пайыз,Жер салығы,0.0360425352235264
2014,пайыз,Көлiк құралдарына салынатын салық,0.0979029114906369
2014,пайыз,Бірыңғай жер салығы,0.0022090838797236
2014,пайыз,Қосылған құн салығы,3.0198984616974736
2014,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.7008874983068597
2014,пайыз,Тіркелген салық,0.043315888746396
2014,пайыз,Ойын бизнесіне салық,0.0224026105094065
2014,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.656666899350512
2014,пайыз,Акциздер,0.3701643199362804
2014,пайыз,Мемлекеттік баж,0.0887108583546837
2015,пайыз,,119.0
2015,пайыз,Корпорациялық табыс салығы,2.9954046287367824
2015,пайыз,Жеке табыс салығы,1.4646434635791328
2015,пайыз,Әлеуметтік салық,1.136562009871184
2015,пайыз,Меншiкке салынатын салықтар,0.5111622194416761
2015,пайыз,Жер салығы,0.0365302878450138
2015,пайыз,Көлiк құралдарына салынатын салық,0.1034088818533505
2015,пайыз,Бірыңғай жер салығы,0.0020369100983223
2015,пайыз,Қосылған құн салығы,2.31003557405262
2015,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.6520654853715917
2015,пайыз,Тіркелген салық,0.0549034337468753
2015,пайыз,Ойын бизнесіне салық,0.0258546740186026
2015,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.152578790909513
2015,пайыз,Акциздер,0.3939627865128344
2015,пайыз,Мемлекеттік баж,0.1065921807226459
2016,пайыз,,128.0
2016,пайыз,Корпорациялық табыс салығы,3.060100751852957
2016,пайыз,Жеке табыс салығы,1.4727723929161625
2016,пайыз,Әлеуметтік салық,1.129288814262606
2016,пайыз,Меншiкке салынатын салықтар,0.448395359704393
2016,пайыз,Жер салығы,0.0324776699822337
2016,пайыз,Көлiк құралдарына салынатын салық,0.0998044587740772
2016,пайыз,Бірыңғай жер салығы,0.0020090439631773
2016,пайыз,Қосылған құн салығы,3.184256630908696
2016,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.7663100369556631
2016,пайыз,Тіркелген салық,0.0572745312091571
2016,пайыз,Ойын бизнесіне салық,0.0252842072586044
2016,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.0263644995162777
2016,пайыз,Акциздер,0.436929807878304
2016,пайыз,Мемлекеттік баж,0.0820557997364978
2017,пайыз,,128.0
2017,пайыз,Корпорациялық табыс салығы,2.89783108702546
2017,пайыз,Жеке табыс салығы,1.4127941749077353
2017,пайыз,Әлеуметтік салық,1.0858619184762712
2017,пайыз,Меншiкке салынатын салықтар,0.4510463800108314
2017,пайыз,Жер салығы,0.0289133093580238
2017,пайыз,Көлiк құралдарына салынатын салық,0.1129554633481184
2017,пайыз,Бірыңғай жер салығы,0.0018901133109558
2017,пайыз,Қосылған құн салығы,3.1349511983308904
2017,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.7814243726672542
2017,пайыз,Тіркелген салық,0.0500593893551361
2017,пайыз,Ойын бизнесіне салық,0.025136793132666
2017,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.2540294008270103
2017,пайыз,Акциздер,0.4820866659776195
2017,пайыз,Мемлекеттік баж,0.0879676891252182
2018,пайыз,,13.4
2018,пайыз,Корпорациялық табыс салығы,2.8974801987727234
2018,пайыз,Жеке табыс салығы,1.4394788698445034
2018,пайыз,Әлеуметтік салық,1.061941118008234
2018,пайыз,Меншiкке салынатын салықтар,0.4816782596705393
2018,пайыз,Жер салығы,0.0289749300476978
2018,пайыз,Көлiк құралдарына салынатын салық,0.1153639146304789
2018,пайыз,Бірыңғай жер салығы,0.0017789335610972
2018,пайыз,Қосылған құн салығы,3.4928091700104797
2018,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.8475687919457615
2018,пайыз,Тіркелген салық,0.0508608580206448
2018,пайыз,Ойын бизнесіне салық,0.0495578325605358
2018,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.442730956520576
2018,пайыз,Акциздер,0.5354400695874856
2018,пайыз,Мемлекеттік баж,0.092862405685692
2019,пайыз,,13.4
2019,пайыз,Корпорациялық табыс салығы,2.9
2019,пайыз,Жеке табыс салығы,1.3
2019,пайыз,Әлеуметтік салық,1.0
2019,пайыз,Меншiкке салынатын салықтар,0.4
2019,пайыз,Жер салығы,0.0
2019,пайыз,Көлiк құралдарына салынатын салық,0.1
2019,пайыз,Бірыңғай жер салығы,0.0
2019,пайыз,Қосылған құн салығы,3.9
2019,пайыз,Табиғи және басқа да ресурстарды пайдаланғаны үшiн түсетiн түсiмдер,0.8
2019,пайыз,Тіркелген салық,0.0
2019,пайыз,Ойын бизнесіне салық,0.0
2019,пайыз,Халықаралық сауда мен сыртқы операцияларға салынатын салықтар,2.3
2019,пайыз,Акциздер,0.5
2019,пайыз,Мемлекеттік баж,0.1
