Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Жасы,Өңірлер,Value
2015,пайыз,SKILL_ICTATCH,15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,76.9573266947048
2015,пайыз,SKILL_ICTSSHT,15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,58.287126970057024
2015,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,33.53167493351942
2015,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,38.08535918375045
2015,пайыз,SKILL_ICTPST,15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,39.203113114434615
2015,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,45.82665384204339
2015,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15 жастан асқан және одан жоғары,Нұр-Сұлтан қаласы,13.122921499475073
2015,пайыз,Файлды немесе папканы көшіру немесе жіберу,15 жастан асқан және одан жоғары,Алматы қаласы,14.049945661983552
2015,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15 жастан асқан және одан жоғары,Алматы қаласы,22.80504999928254
2015,пайыз,SKILL_ICTATCH,15 жастан асқан және одан жоғары,Алматы қаласы,60.14753960935535
2015,пайыз,SKILL_ICTSSHT,15 жастан асқан және одан жоғары,Алматы қаласы,33.83593166475218
2015,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15 жастан асқан және одан жоғары,Алматы қаласы,8.522874454637385
2015,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15 жастан асқан және одан жоғары,Алматы қаласы,9.707284617168094
2015,пайыз,SKILL_ICTPST,15 жастан асқан және одан жоғары,Алматы қаласы,18.369421479489382
2015,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15 жастан асқан және одан жоғары,Алматы қаласы,11.448970976173593
2015,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15 жастан асқан және одан жоғары,Алматы қаласы,3.8550915740956815
2015,пайыз,Файлды немесе папканы көшіру немесе жіберу,15 жастан асқан және одан жоғары,Шымкент қаласы,22.684877812645496
2015,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15 жастан асқан және одан жоғары,Шымкент қаласы,8.403605699331202
2015,пайыз,SKILL_ICTATCH,15 жастан асқан және одан жоғары,Шымкент қаласы,34.34305912963676
2015,пайыз,SKILL_ICTSSHT,15 жастан асқан және одан жоғары,Шымкент қаласы,25.162241342506142
2015,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15 жастан асқан және одан жоғары,Шымкент қаласы,8.79221174323091
2015,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15 жастан асқан және одан жоғары,Шымкент қаласы,13.698363047464731
2015,пайыз,SKILL_ICTPST,15 жастан асқан және одан жоғары,Шымкент қаласы,15.641393266963274
2015,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15 жастан асқан және одан жоғары,Шымкент қаласы,9.375120809080473
2015,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15 жастан асқан және одан жоғары,Шымкент қаласы,2.865969573760352
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,,37.093443808248935
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,,19.76483359324544
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,,56.07647185925829
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,,48.35929072048114
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,,19.118641289057944
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,,16.726149996677318
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,,28.534609031571065
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,,25.052436720785952
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,,6.9052525856247575
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Ақмола,61.04584583794029
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Ақмола,28.79481914389512
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Ақмола,61.325225082925286
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Ақмола,65.94534828621072
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Ақмола,26.299162849470857
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Ақмола,21.963354920233773
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Ақмола,47.94463749802559
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Ақмола,47.99794661190965
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Ақмола,3.672405623124309
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Ақтөбе,48.8047614401405
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Ақтөбе,17.22525774872345
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Ақтөбе,67.81555924155202
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Ақтөбе,48.73320974404007
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Ақтөбе,19.811688945262954
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Ақтөбе,20.12879305298078
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Ақтөбе,34.54971216704069
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Ақтөбе,24.313754187400395
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Ақтөбе,4.70208475623638
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Алматы,25.377429310201016
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Алматы,17.91907733604289
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Алматы,56.79145277110078
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Алматы,45.641459216402914
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Алматы,22.067197961767985
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Алматы,8.032362999416131
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Алматы,30.237945389334165
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Алматы,10.744318655737455
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Алматы,1.9388985357790096
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Атырау,32.13580004391084
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Атырау,9.240920278718264
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Атырау,77.67942777244942
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Атырау,35.90750990882724
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Атырау,12.973341499208448
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Атырау,19.36236841192988
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Атырау,12.38516738118074
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Атырау,15.32950461641572
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Атырау,5.183789967529091
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Батыс Қазақстан,32.176029293560774
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Батыс Қазақстан,15.741939805304993
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Батыс Қазақстан,80.96365097794052
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Батыс Қазақстан,41.572519424845936
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Батыс Қазақстан,8.83049030990444
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Батыс Қазақстан,10.988434402071984
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Батыс Қазақстан,21.59507010806466
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Батыс Қазақстан,14.974993301777262
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Батыс Қазақстан,1.0103152630168797
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Жамбыл,25.574921766974747
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Жамбыл,17.009315188123136
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Жамбыл,33.7912087912088
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Жамбыл,52.260267326492496
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Жамбыл,9.329743104577542
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Жамбыл,14.722970186546345
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Жамбыл,22.803410717318
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Жамбыл,16.672731242267666
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Жамбыл,5.442956601897
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Қарағанды,51.86146719810406
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Қарағанды,28.966928794570723
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Қарағанды,70.31670796078853
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Қарағанды,55.08240870408273
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Қарағанды,22.85144888505871
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Қарағанды,22.927394161370245
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Қарағанды,35.07271356242594
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Қарағанды,36.58838737477109
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Қарағанды,5.716901863621674
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Қостанай,46.45567163125573
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Қостанай,29.677242888402628
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Қостанай,72.90799040022587
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Қостанай,51.6702548175337
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Қостанай,25.18264276134679
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Қостанай,25.28146396555375
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Қостанай,41.43431919248959
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Қостанай,35.69474835886214
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Қостанай,0.7085127408766853
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Қызылорда,23.258322423404064
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Қызылорда,20.8293193027526
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Қызылорда,29.09369364918608
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Қызылорда,54.38661495771888
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Қызылорда,14.438159227329992
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Қызылорда,8.974137292196724
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Қызылорда,13.380925326680334
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Қызылорда,19.197358562030157
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Қызылорда,5.766206391160075
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Маңғыстау,32.12309007372583
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Маңғыстау,1.6508173950208354
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Маңғыстау,54.78576771022545
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Маңғыстау,33.60188054279303
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Маңғыстау,3.965167218719949
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Маңғыстау,10.490437012501337
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Маңғыстау,9.051180681696762
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Маңғыстау,15.177903622181857
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Маңғыстау,2.213911742707554
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Павлодар,28.98544525125924
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Павлодар,21.0001176357356
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Павлодар,61.539530954239694
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Павлодар,36.82105465784042
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Павлодар,18.554363751082786
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Павлодар,18.221775444074904
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Павлодар,21.41398154188367
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Павлодар,25.88093124725962
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Павлодар,5.815483001636206
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Солтүстік Қазақстан,47.640289178191374
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Солтүстік Қазақстан,28.980744759694044
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Солтүстік Қазақстан,72.68888174178122
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Солтүстік Қазақстан,55.11305636737377
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Солтүстік Қазақстан,24.81227189462056
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Солтүстік Қазақстан,11.71814914770741
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Солтүстік Қазақстан,31.334163019311173
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Солтүстік Қазақстан,42.70831876721715
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Солтүстік Қазақстан,0.4572595192482485
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Түркістан,45.6415622732479
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Түркістан,12.507121140341932
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Түркістан,45.04068794713265
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Түркістан,45.73151351967234
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Түркістан,13.725061016928825
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Түркістан,9.593000593678228
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Түркістан,25.099995802275167
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Түркістан,21.965194864383506
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Түркістан,3.3156029432047838
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Шығыс Қазақстан,37.626530080736174
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Шығыс Қазақстан,13.845530572677026
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Шығыс Қазақстан,49.00830511907862
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Шығыс Қазақстан,55.21717741702116
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Шығыс Қазақстан,10.140347831119598
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Шығыс Қазақстан,12.04792082646063
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Шығыс Қазақстан,26.105275342188268
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Шығыс Қазақстан,25.83499725091877
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Шығыс Қазақстан,1.2339034059669531
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Нұр-Сұлтан қаласы,62.67474009698453
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Нұр-Сұлтан қаласы,63.8366594602975
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Нұр-Сұлтан қаласы,72.94683077665137
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Нұр-Сұлтан қаласы,74.28359790182685
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Нұр-Сұлтан қаласы,65.2819527824911
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Нұр-Сұлтан қаласы,65.5549909130843
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Нұр-Сұлтан қаласы,63.36810191126692
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Нұр-Сұлтан қаласы,58.99776918372797
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Нұр-Сұлтан қаласы,64.63510219550218
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Алматы қаласы,21.8623153767004
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Алматы қаласы,11.23619629416578
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Алматы қаласы,48.6878883874679
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Алматы қаласы,37.8381553468852
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Алматы қаласы,16.510163902549685
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Алматы қаласы,13.00363777779578
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Алматы қаласы,26.55415751820914
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Алматы қаласы,18.548615780987955
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Алматы қаласы,10.334448702471908
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15-24 жас аралығында,Шымкент қаласы,23.720230855980365
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15-24 жас аралығында,Шымкент қаласы,19.774598471279365
2016,пайыз,SKILL_ICTATCH,15-24 жас аралығында,Шымкент қаласы,51.11189733837501
2016,пайыз,SKILL_ICTSSHT,15-24 жас аралығында,Шымкент қаласы,39.75115907097421
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15-24 жас аралығында,Шымкент қаласы,21.798642283793647
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15-24 жас аралығында,Шымкент қаласы,16.871945691351744
2016,пайыз,SKILL_ICTPST,15-24 жас аралығында,Шымкент қаласы,23.17257442746685
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15-24 жас аралығында,Шымкент қаласы,26.322888795524403
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15-24 жас аралығында,Шымкент қаласы,3.352276496473033
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15 жастан асқан және одан жоғары,,28.201704482540368
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15 жастан асқан және одан жоғары,,14.434301259259223
2016,пайыз,SKILL_ICTATCH,15 жастан асқан және одан жоғары,,48.37209853359246
2016,пайыз,SKILL_ICTSSHT,15 жастан асқан және одан жоғары,,36.033462754574
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15 жастан асқан және одан жоғары,,13.176397109029612
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15 жастан асқан және одан жоғары,,13.317743006305047
2016,пайыз,SKILL_ICTPST,15 жастан асқан және одан жоғары,,17.456380922469755
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15 жастан асқан және одан жоғары,,19.20821364152841
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15 жастан асқан және одан жоғары,,5.0200636219146695
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15 жастан асқан және одан жоғары,Ақмола,41.1250214037299
2016,пайыз,Құжаттың көшірмесін алу немесе құжаттағы ақпараттың орнын ауыстыру үшін ақпаратты көшіру және кірістіру құралдарын немесе ақпараттың бір бөлігін пайдалану,15 жастан асқан және одан жоғары,Ақмола,17.669001151061295
2016,пайыз,SKILL_ICTATCH,15 жастан асқан және одан жоғары,Ақмола,47.95804302751663
2016,пайыз,SKILL_ICTSSHT,15 жастан асқан және одан жоғары,Ақмола,39.78125657055126
2016,пайыз,"Жаңа құрылғыларды қосу және орнату (принтер, модем және басқалар)",15 жастан асқан және одан жоғары,Ақмола,19.079877030011197
2016,пайыз,"Іздеу, бағдарламалық қамтамасыз етуді жүктеу және орнату",15 жастан асқан және одан жоғары,Ақмола,12.763453571492215
2016,пайыз,SKILL_ICTPST,15 жастан асқан және одан жоғары,Ақмола,20.2333478650796
2016,пайыз,Компьютерлер мен басқа құрылғылар арасында файлдарды жіберу,15 жастан асқан және одан жоғары,Ақмола,30.07213389981539
2016,пайыз,Арнайы бағдарламалық тілді пайдалану арқылы компьютерлік бағдарламаларды әзірлеу,15 жастан асқан және одан жоғары,Ақмола,2.072311648057483
2016,пайыз,Файлды немесе папканы көшіру немесе жіберу,15 жастан асқан және одан жоғары,Ақтөбе,34.72024817265893
