Year,UNIT_MEASURE,Жынысы,Аймақ,Өңірлер,Value
2012,1000 туылғанға,әйелдер,,Маңғыстау,14.94
2012,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,16.67
2012,1000 туылғанға,әйелдер,,Павлодар,9.6
2012,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,11.51
2012,1000 туылғанға,әйелдер,,Шығыс Қазақстан,16.55
2012,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,12.13
2012,1000 туылғанға,әйелдер,,Алматы қаласы,13.03
2012,1000 туылғанға,әйелдер,қала,,14.02
2012,1000 туылғанға,әйелдер,қала,Ақмола,13.55
2012,1000 туылғанға,әйелдер,қала,Ақтөбе,16.71
2012,1000 туылғанға,әйелдер,қала,Алматы,11.81
2012,1000 туылғанға,әйелдер,қала,Атырау,18.18
2012,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,5.74
2012,1000 туылғанға,әйелдер,қала,Жамбыл,14.71
2012,1000 туылғанға,әйелдер,қала,Қарағанды,12.32
2012,1000 туылғанға,әйелдер,қала,Қостанай,12.53
2012,1000 туылғанға,әйелдер,қала,Қызылорда,17.74
2012,1000 туылғанға,әйелдер,қала,Маңғыстау,14.98
2012,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,16.89
2012,1000 туылғанға,әйелдер,қала,Павлодар,8.4
2012,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,13.43
2012,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,16.71
2012,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,12.13
2012,1000 туылғанға,әйелдер,қала,Алматы қаласы,13.03
2012,1000 туылғанға,әйелдер,ауыл,,14.89
2012,1000 туылғанға,әйелдер,ауыл,Ақмола,11.67
2012,1000 туылғанға,әйелдер,ауыл,Ақтөбе,14.01
2012,1000 туылғанға,әйелдер,ауыл,Алматы,11.4
2012,1000 туылғанға,әйелдер,ауыл,Атырау,18.6
2012,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,11.94
2012,1000 туылғанға,әйелдер,ауыл,Жамбыл,14.18
2012,1000 туылғанға,әйелдер,ауыл,Қарағанды,14.47
2012,1000 туылғанға,әйелдер,ауыл,Қостанай,15.64
2012,1000 туылғанға,әйелдер,ауыл,Қызылорда,23.6
2012,1000 туылғанға,әйелдер,ауыл,Маңғыстау,14.9
2012,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,16.53
2012,1000 туылғанға,әйелдер,ауыл,Павлодар,12.23
2012,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.01
2012,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,16.29
2013,1000 туылғанға,ұлдар және қыздар,,,14.19
2013,1000 туылғанға,ұлдар және қыздар,,Ақмола,14.78
2013,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,13.54
2013,1000 туылғанға,ұлдар және қыздар,,Алматы,12.25
2013,1000 туылғанға,ұлдар және қыздар,,Атырау,11.89
2013,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,9.75
2013,1000 туылғанға,ұлдар және қыздар,,Жамбыл,16.58
2013,1000 туылғанға,ұлдар және қыздар,,Қарағанды,11.59
2013,1000 туылғанға,ұлдар және қыздар,,Қостанай,14.2
2013,1000 туылғанға,ұлдар және қыздар,,Қызылорда,19.67
2013,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,11.79
2013,1000 туылғанға,ұлдар және қыздар,,Оңтүстік Қазақстан,17.47
2013,1000 туылғанға,ұлдар және қыздар,,Павлодар,10.38
2013,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,13.67
2013,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,15.73
2013,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,11.6
2013,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,11.86
2013,1000 туылғанға,ұлдар және қыздар,қала,,13.65
2013,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,16.04
2013,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,13.25
2013,1000 туылғанға,ұлдар және қыздар,қала,Алматы,12.78
2013,1000 туылғанға,ұлдар және қыздар,қала,Атырау,11.28
2013,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,9.29
2013,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,21.21
2013,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,10.91
2013,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,13.22
2013,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,17.39
2013,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,10.74
2013,1000 туылғанға,ұлдар және қыздар,қала,Оңтүстік Қазақстан,17.76
2013,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,9.84
2013,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,13.25
2013,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,14.64
2013,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,11.6
2013,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,11.86
2013,1000 туылғанға,ұлдар және қыздар,ауыл,,14.83
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,13.39
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,14.09
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,12.08
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,12.53
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,10.31
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,13.67
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,14.2
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,15.43
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,21.6
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,12.75
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Оңтүстік Қазақстан,17.28
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,11.52
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,14.01
2013,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,17.48
2013,1000 туылғанға,ерлер,,,15.88
2013,1000 туылғанға,ерлер,,Ақмола,17.36
2013,1000 туылғанға,ерлер,,Ақтөбе,15.36
2013,1000 туылғанға,ерлер,,Алматы,14.37
2013,1000 туылғанға,ерлер,,Атырау,12.63
2013,1000 туылғанға,ерлер,,Батыс Қазақстан,11.66
2013,1000 туылғанға,ерлер,,Жамбыл,17.25
2013,1000 туылғанға,ерлер,,Қарағанды,12.64
2013,1000 туылғанға,ерлер,,Қостанай,17.03
2013,1000 туылғанға,ерлер,,Қызылорда,20.74
2013,1000 туылғанға,ерлер,,Маңғыстау,12.98
2013,1000 туылғанға,ерлер,,Оңтүстік Қазақстан,19.46
2013,1000 туылғанға,ерлер,,Павлодар,11.98
2013,1000 туылғанға,ерлер,,Солтүстік Қазақстан,13.9
2013,1000 туылғанға,ерлер,,Шығыс Қазақстан,18.27
2013,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,12.56
2013,1000 туылғанға,ерлер,,Алматы қаласы,14.16
2013,1000 туылғанға,ерлер,қала,,14.99
2013,1000 туылғанға,ерлер,қала,Ақмола,16.97
2013,1000 туылғанға,ерлер,қала,Ақтөбе,14.28
2013,1000 туылғанға,ерлер,қала,Алматы,15.42
2013,1000 туылғанға,ерлер,қала,Атырау,11.61
2013,1000 туылғанға,ерлер,қала,Батыс Қазақстан,10.79
2013,1000 туылғанға,ерлер,қала,Жамбыл,20.8
2013,1000 туылғанға,ерлер,қала,Қарағанды,11.02
2013,1000 туылғанға,ерлер,қала,Қостанай,17.43
2013,1000 туылғанға,ерлер,қала,Қызылорда,16.17
2013,1000 туылғанға,ерлер,қала,Маңғыстау,11.46
2013,1000 туылғанға,ерлер,қала,Оңтүстік Қазақстан,19.83
2013,1000 туылғанға,ерлер,қала,Павлодар,10.34
2013,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,15.49
2013,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,16.99
2013,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,12.56
2013,1000 туылғанға,ерлер,қала,Алматы қаласы,14.16
2013,1000 туылғанға,ерлер,ауыл,,16.93
2013,1000 туылғанға,ерлер,ауыл,Ақмола,17.78
2013,1000 туылғанға,ерлер,ауыл,Ақтөбе,17.37
2013,1000 туылғанға,ерлер,ауыл,Алматы,14.03
2013,1000 туылғанға,ерлер,ауыл,Атырау,13.69
2013,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,12.74
2013,1000 туылғанға,ерлер,ауыл,Жамбыл,15.04
2013,1000 туылғанға,ерлер,ауыл,Қарағанды,18.95
2013,1000 туылғанға,ерлер,ауыл,Қостанай,16.55
2013,1000 туылғанға,ерлер,ауыл,Қызылорда,24.54
2013,1000 туылғанға,ерлер,ауыл,Маңғыстау,14.37
2013,1000 туылғанға,ерлер,ауыл,Оңтүстік Қазақстан,19.23
2013,1000 туылғанға,ерлер,ауыл,Павлодар,15.44
2013,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,12.61
2013,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,20.38
2013,1000 туылғанға,әйелдер,,,12.38
2013,1000 туылғанға,әйелдер,,Ақмола,12.04
2013,1000 туылғанға,әйелдер,,Ақтөбе,11.59
2013,1000 туылғанға,әйелдер,,Алматы,10.03
2013,1000 туылғанға,әйелдер,,Атырау,11.11
2013,1000 туылғанға,әйелдер,,Батыс Қазақстан,7.62
2013,1000 туылғанға,әйелдер,,Жамбыл,15.86
2013,1000 туылғанға,әйелдер,,Қарағанды,10.48
2013,1000 туылғанға,әйелдер,,Қостанай,11.21
2013,1000 туылғанға,әйелдер,,Қызылорда,18.51
2013,1000 туылғанға,әйелдер,,Маңғыстау,10.52
2013,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,15.35
2013,1000 туылғанға,әйелдер,,Павлодар,8.62
2013,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,13.41
2013,1000 туылғанға,әйелдер,,Шығыс Қазақстан,13.02
2013,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,10.56
2013,1000 туылғанға,әйелдер,,Алматы қаласы,9.43
2013,1000 туылғанға,әйелдер,қала,,12.22
2013,1000 туылғанға,әйелдер,қала,Ақмола,15.05
2013,1000 туылғанға,әйелдер,қала,Ақтөбе,12.15
2013,1000 туылғанға,әйелдер,қала,Алматы,9.98
2013,1000 туылғанға,әйелдер,қала,Атырау,10.93
2013,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,7.59
2013,1000 туылғанға,әйелдер,қала,Жамбыл,21.63
2013,1000 туылғанға,әйелдер,қала,Қарағанды,10.81
2013,1000 туылғанға,әйелдер,қала,Қостанай,8.92
2013,1000 туылғанға,әйелдер,қала,Қызылорда,18.68
2013,1000 туылғанға,әйелдер,қала,Маңғыстау,9.96
2013,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,15.54
2013,1000 туылғанға,әйелдер,қала,Павлодар,9.31
2013,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,10.82
2013,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,12.11
2013,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,10.56
2013,1000 туылғанға,әйелдер,қала,Алматы қаласы,9.43
2013,1000 туылғанға,әйелдер,ауыл,,12.58
2013,1000 туылғанға,әйелдер,ауыл,Ақмола,8.74
2013,1000 туылғанға,әйелдер,ауыл,Ақтөбе,10.53
2013,1000 туылғанға,әйелдер,ауыл,Алматы,10.04
2013,1000 туылғанға,әйелдер,ауыл,Атырау,11.31
2013,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,7.66
2013,1000 туылғанға,әйелдер,ауыл,Жамбыл,12.17
2013,1000 туылғанға,әйелдер,ауыл,Қарағанды,9.25
2013,1000 туылғанға,әйелдер,ауыл,Қостанай,14.2
2013,1000 туылғанға,әйелдер,ауыл,Қызылорда,18.36
2013,1000 туылғанға,әйелдер,ауыл,Маңғыстау,11.02
2013,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,15.22
2013,1000 туылғанға,әйелдер,ауыл,Павлодар,7.13
2013,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,15.53
2013,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,14.46
2014,1000 туылғанға,ұлдар және қыздар,,,12.35
2014,1000 туылғанға,ұлдар және қыздар,,Ақмола,11.95
2014,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,11.77
2014,1000 туылғанға,ұлдар және қыздар,,Алматы,11.27
2014,1000 туылғанға,ұлдар және қыздар,,Атырау,11.72
2014,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,10.89
2014,1000 туылғанға,ұлдар және қыздар,,Жамбыл,13.29
2014,1000 туылғанға,ұлдар және қыздар,,Қарағанды,10.92
2014,1000 туылғанға,ұлдар және қыздар,,Қостанай,14.1
2014,1000 туылғанға,ұлдар және қыздар,,Қызылорда,16.95
2014,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,11.36
2014,1000 туылғанға,ұлдар және қыздар,,Оңтүстік Қазақстан,15.0
2014,1000 туылғанға,ұлдар және қыздар,,Павлодар,9.89
2014,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,10.83
2014,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,13.23
2014,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,8.3
2014,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,9.4
2014,1000 туылғанға,ұлдар және қыздар,қала,,11.94
2014,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,11.39
2014,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,12.22
2014,1000 туылғанға,ұлдар және қыздар,қала,Алматы,10.3
2014,1000 туылғанға,ұлдар және қыздар,қала,Атырау,10.8
2014,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,10.76
2014,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,17.59
2014,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,10.06
2014,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,13.53
2014,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,16.89
2014,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,11.73
2014,1000 туылғанға,ұлдар және қыздар,қала,Оңтүстік Қазақстан,15.67
2014,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,8.8
2014,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,9.03
2014,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,13.12
2014,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,8.3
2014,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,9.4
2014,1000 туылғанға,ұлдар және қыздар,ауыл,,12.86
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,12.58
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,10.91
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,11.6
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,12.62
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,11.04
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,10.58
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,14.24
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,14.82
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,16.99
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,11.02
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Оңтүстік Қазақстан,14.44
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,12.31
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,12.45
2014,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,13.42
2014,1000 туылғанға,ерлер,,,13.56
2014,1000 туылғанға,ерлер,,Ақмола,13.58
2014,1000 туылғанға,ерлер,,Ақтөбе,12.08
2014,1000 туылғанға,ерлер,,Алматы,12.26
2014,1000 туылғанға,ерлер,,Атырау,12.49
2014,1000 туылғанға,ерлер,,Батыс Қазақстан,12.04
2014,1000 туылғанға,ерлер,,Жамбыл,14.04
2014,1000 туылғанға,ерлер,,Қарағанды,12.8
2014,1000 туылғанға,ерлер,,Қостанай,15.01
2014,1000 туылғанға,ерлер,,Қызылорда,18.38
2014,1000 туылғанға,ерлер,,Маңғыстау,13.49
2014,1000 туылғанға,ерлер,,Оңтүстік Қазақстан,16.68
2014,1000 туылғанға,ерлер,,Павлодар,10.15
2014,1000 туылғанға,ерлер,,Солтүстік Қазақстан,11.85
2014,1000 туылғанға,ерлер,,Шығыс Қазақстан,13.9
2014,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,9.54
2014,1000 туылғанға,ерлер,,Алматы қаласы,10.65
2014,1000 туылғанға,ерлер,қала,,12.99
2014,1000 туылғанға,ерлер,қала,Ақмола,12.68
2014,1000 туылғанға,ерлер,қала,Ақтөбе,12.14
2014,1000 туылғанға,ерлер,қала,Алматы,9.7
2014,1000 туылғанға,ерлер,қала,Атырау,11.32
2014,1000 туылғанға,ерлер,қала,Батыс Қазақстан,11.01
2014,1000 туылғанға,ерлер,қала,Жамбыл,18.3
2014,1000 туылғанға,ерлер,қала,Қарағанды,11.68
2014,1000 туылғанға,ерлер,қала,Қостанай,13.45
2014,1000 туылғанға,ерлер,қала,Қызылорда,18.45
2014,1000 туылғанға,ерлер,қала,Маңғыстау,14.02
2014,1000 туылғанға,ерлер,қала,Оңтүстік Қазақстан,17.77
2014,1000 туылғанға,ерлер,қала,Павлодар,8.03
2014,1000 туылғанға,ерлер,қала,Солтүстік Қазақстан,8.82
2014,1000 туылғанға,ерлер,қала,Шығыс Қазақстан,14.22
2014,1000 туылғанға,ерлер,қала,Нұр-Сұлтан қаласы,9.54
2014,1000 туылғанға,ерлер,қала,Алматы қаласы,10.65
2014,1000 туылғанға,ерлер,ауыл,,14.28
2014,1000 туылғанға,ерлер,ауыл,Ақмола,14.6
2014,1000 туылғанға,ерлер,ауыл,Ақтөбе,11.97
2014,1000 туылғанға,ерлер,ауыл,Алматы,13.12
2014,1000 туылғанға,ерлер,ауыл,Атырау,13.66
2014,1000 туылғанға,ерлер,ауыл,Батыс Қазақстан,13.19
2014,1000 туылғанға,ерлер,ауыл,Жамбыл,11.34
2014,1000 туылғанға,ерлер,ауыл,Қарағанды,17.16
2014,1000 туылғанға,ерлер,ауыл,Қостанай,16.99
2014,1000 туылғанға,ерлер,ауыл,Қызылорда,18.32
2014,1000 туылғанға,ерлер,ауыл,Маңғыстау,13.01
2014,1000 туылғанға,ерлер,ауыл,Оңтүстік Қазақстан,15.75
2014,1000 туылғанға,ерлер,ауыл,Павлодар,14.83
2014,1000 туылғанға,ерлер,ауыл,Солтүстік Қазақстан,14.69
2014,1000 туылғанға,ерлер,ауыл,Шығыс Қазақстан,13.41
2014,1000 туылғанға,әйелдер,,,11.06
2014,1000 туылғанға,әйелдер,,Ақмола,10.24
2014,1000 туылғанға,әйелдер,,Ақтөбе,11.43
2014,1000 туылғанға,әйелдер,,Алматы,10.22
2014,1000 туылғанға,әйелдер,,Атырау,10.88
2014,1000 туылғанға,әйелдер,,Батыс Қазақстан,9.66
2014,1000 туылғанға,әйелдер,,Жамбыл,12.5
2014,1000 туылғанға,әйелдер,,Қарағанды,8.92
2014,1000 туылғанға,әйелдер,,Қостанай,13.15
2014,1000 туылғанға,әйелдер,,Қызылорда,15.43
2014,1000 туылғанға,әйелдер,,Маңғыстау,9.09
2014,1000 туылғанға,әйелдер,,Оңтүстік Қазақстан,13.23
2014,1000 туылғанға,әйелдер,,Павлодар,9.62
2014,1000 туылғанға,әйелдер,,Солтүстік Қазақстан,9.76
2014,1000 туылғанға,әйелдер,,Шығыс Қазақстан,12.52
2014,1000 туылғанға,әйелдер,,Нұр-Сұлтан қаласы,7.0
2014,1000 туылғанға,әйелдер,,Алматы қаласы,8.06
2014,1000 туылғанға,әйелдер,қала,,10.81
2014,1000 туылғанға,әйелдер,қала,Ақмола,10.03
2014,1000 туылғанға,әйелдер,қала,Ақтөбе,12.32
2014,1000 туылғанға,әйелдер,қала,Алматы,10.93
2014,1000 туылғанға,әйелдер,қала,Атырау,10.24
2014,1000 туылғанға,әйелдер,қала,Батыс Қазақстан,10.48
2014,1000 туылғанға,әйелдер,қала,Жамбыл,16.85
2014,1000 туылғанға,әйелдер,қала,Қарағанды,8.34
2014,1000 туылғанға,әйелдер,қала,Қостанай,13.62
2014,1000 туылғанға,әйелдер,қала,Қызылорда,15.21
2014,1000 туылғанға,әйелдер,қала,Маңғыстау,9.34
2014,1000 туылғанға,әйелдер,қала,Оңтүстік Қазақстан,13.42
2014,1000 туылғанға,әйелдер,қала,Павлодар,9.61
2014,1000 туылғанға,әйелдер,қала,Солтүстік Қазақстан,9.25
2014,1000 туылғанға,әйелдер,қала,Шығыс Қазақстан,11.98
2014,1000 туылғанға,әйелдер,қала,Нұр-Сұлтан қаласы,7.0
2014,1000 туылғанға,әйелдер,қала,Алматы қаласы,8.06
2014,1000 туылғанға,әйелдер,ауыл,,11.36
2014,1000 туылғанға,әйелдер,ауыл,Ақмола,10.47
2014,1000 туылғанға,әйелдер,ауыл,Ақтөбе,9.78
2014,1000 туылғанға,әйелдер,ауыл,Алматы,9.98
2014,1000 туылғанға,әйелдер,ауыл,Атырау,11.51
2014,1000 туылғанға,әйелдер,ауыл,Батыс Қазақстан,8.74
2014,1000 туылғанға,әйелдер,ауыл,Жамбыл,9.78
2014,1000 туылғанға,әйелдер,ауыл,Қарағанды,11.18
2014,1000 туылғанға,әйелдер,ауыл,Қостанай,12.57
2014,1000 туылғанға,әйелдер,ауыл,Қызылорда,15.62
2014,1000 туылғанға,әйелдер,ауыл,Маңғыстау,8.86
2014,1000 туылғанға,әйелдер,ауыл,Оңтүстік Қазақстан,13.07
2014,1000 туылғанға,әйелдер,ауыл,Павлодар,9.64
2014,1000 туылғанға,әйелдер,ауыл,Солтүстік Қазақстан,10.19
2014,1000 туылғанға,әйелдер,ауыл,Шығыс Қазақстан,13.43
2015,1000 туылғанға,ұлдар және қыздар,,,12.04
2015,1000 туылғанға,ұлдар және қыздар,,Ақмола,10.02
2015,1000 туылғанға,ұлдар және қыздар,,Ақтөбе,12.26
2015,1000 туылғанға,ұлдар және қыздар,,Алматы,10.77
2015,1000 туылғанға,ұлдар және қыздар,,Атырау,9.56
2015,1000 туылғанға,ұлдар және қыздар,,Батыс Қазақстан,10.64
2015,1000 туылғанға,ұлдар және қыздар,,Жамбыл,13.87
2015,1000 туылғанға,ұлдар және қыздар,,Қарағанды,11.14
2015,1000 туылғанға,ұлдар және қыздар,,Қостанай,12.84
2015,1000 туылғанға,ұлдар және қыздар,,Қызылорда,15.25
2015,1000 туылғанға,ұлдар және қыздар,,Маңғыстау,12.33
2015,1000 туылғанға,ұлдар және қыздар,,Оңтүстік Қазақстан,14.67
2015,1000 туылғанға,ұлдар және қыздар,,Павлодар,9.08
2015,1000 туылғанға,ұлдар және қыздар,,Солтүстік Қазақстан,10.21
2015,1000 туылғанға,ұлдар және қыздар,,Шығыс Қазақстан,12.19
2015,1000 туылғанға,ұлдар және қыздар,,Нұр-Сұлтан қаласы,8.95
2015,1000 туылғанға,ұлдар және қыздар,,Алматы қаласы,10.37
2015,1000 туылғанға,ұлдар және қыздар,қала,,11.78
2015,1000 туылғанға,ұлдар және қыздар,қала,Ақмола,10.67
2015,1000 туылғанға,ұлдар және қыздар,қала,Ақтөбе,11.91
2015,1000 туылғанға,ұлдар және қыздар,қала,Алматы,11.2
2015,1000 туылғанға,ұлдар және қыздар,қала,Атырау,8.78
2015,1000 туылғанға,ұлдар және қыздар,қала,Батыс Қазақстан,11.17
2015,1000 туылғанға,ұлдар және қыздар,қала,Жамбыл,18.17
2015,1000 туылғанға,ұлдар және қыздар,қала,Қарағанды,10.7
2015,1000 туылғанға,ұлдар және қыздар,қала,Қостанай,13.98
2015,1000 туылғанға,ұлдар және қыздар,қала,Қызылорда,16.79
2015,1000 туылғанға,ұлдар және қыздар,қала,Маңғыстау,10.3
2015,1000 туылғанға,ұлдар және қыздар,қала,Оңтүстік Қазақстан,14.24
2015,1000 туылғанға,ұлдар және қыздар,қала,Павлодар,8.83
2015,1000 туылғанға,ұлдар және қыздар,қала,Солтүстік Қазақстан,9.8
2015,1000 туылғанға,ұлдар және қыздар,қала,Шығыс Қазақстан,11.81
2015,1000 туылғанға,ұлдар және қыздар,қала,Нұр-Сұлтан қаласы,8.95
2015,1000 туылғанға,ұлдар және қыздар,қала,Алматы қаласы,10.37
2015,1000 туылғанға,ұлдар және қыздар,ауыл,,12.37
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Ақмола,9.28
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Ақтөбе,12.95
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Алматы,10.61
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Атырау,10.34
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Батыс Қазақстан,10.02
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Жамбыл,11.01
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Қарағанды,12.87
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Қостанай,11.4
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Қызылорда,13.88
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Маңғыстау,13.81
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Оңтүстік Қазақстан,15.05
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Павлодар,9.68
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Солтүстік Қазақстан,10.58
2015,1000 туылғанға,ұлдар және қыздар,ауыл,Шығыс Қазақстан,12.84
2015,1000 туылғанға,ерлер,,,13.35
2015,1000 туылғанға,ерлер,,Ақмола,10.41
2015,1000 туылғанға,ерлер,,Ақтөбе,13.76
2015,1000 туылғанға,ерлер,,Алматы,12.56
2015,1000 туылғанға,ерлер,,Атырау,9.22
2015,1000 туылғанға,ерлер,,Батыс Қазақстан,10.76
2015,1000 туылғанға,ерлер,,Жамбыл,15.28
2015,1000 туылғанға,ерлер,,Қарағанды,12.87
2015,1000 туылғанға,ерлер,,Қостанай,13.95
2015,1000 туылғанға,ерлер,,Қызылорда,16.75
2015,1000 туылғанға,ерлер,,Маңғыстау,14.59
2015,1000 туылғанға,ерлер,,Оңтүстік Қазақстан,16.3
2015,1000 туылғанға,ерлер,,Павлодар,10.3
2015,1000 туылғанға,ерлер,,Солтүстік Қазақстан,10.36
2015,1000 туылғанға,ерлер,,Шығыс Қазақстан,13.32
2015,1000 туылғанға,ерлер,,Нұр-Сұлтан қаласы,10.07
2015,1000 туылғанға,ерлер,,Алматы қаласы,11.29
2015,1000 туылғанға,ерлер,қала,,13.01
2015,1000 туылғанға,ерлер,қала,Ақмола,11.16
2015,1000 туылғанға,ерлер,қала,Ақтөбе,12.61
2015,1000 туылғанға,ерлер,қала,Алматы,12.62
2015,1000 туылғанға,ерлер,қала,Атырау,10.42
