Year,UNIT_MEASURE,Value
2014,млн АҚШ доллары,33.37
2015,млн АҚШ доллары,42.9
2016,млн АҚШ доллары,30.8
2017,млн АҚШ доллары,35.2
2018,млн АҚШ доллары,44.15
