Year,UNIT_MEASURE,Value
2010,пайыз,34.3
2011,пайыз,32.7
2012,пайыз,32.7
2013,пайыз,30.7
2014,пайыз,31.4
2015,пайыз,32.2
2016,пайыз,30.3
2017,пайыз,30.5
2018,пайыз,30.5
2019,пайыз,30.5
