Year,UNIT_MEASURE,Value
2010,бірлік,158
2011,бірлік,158
2012,бірлік,158
2013,бірлік,158
2014,бірлік,158
2015,бірлік,158
2016,бірлік,158
2017,бірлік,158
2018,бірлік,158
2019,бірлік,158
