Year,UNIT_MEASURE,Value
2010,мың.гектар,55.0
2011,мың.гектар,67.9
2012,мың.гектар,81.0
2013,мың.гектар,92.8
2014,мың.гектар,109.8
2015,мың.гектар,136.5
2016,мың.гектар,170.3
2017,мың.гектар,183.4
2018,мың.гектар,215.5
2019,мың.гектар,210.5
