Year,UNIT_MEASURE,Value
2011,пайыз,22.0
2012,пайыз,27.7
2013,пайыз,32.7
2014,пайыз,28.3
2015,пайыз,24.1
2016,пайыз,32.4
2017,пайыз,52.4
2018,пайыз,34.4
2019,пайыз,41.0
