Year,UNIT_MEASURE,Value
2013,пайыз,2.2
2014,пайыз,2.3
2015,пайыз,2.3
2016,пайыз,2.4
2017,пайыз,2.1
2018,пайыз,2.0
2019,пайыз,2.2
