Year,UNIT_MEASURE,Value
2010,пайыз,49.4
2011,пайыз,47.4
2012,пайыз,31.0
2013,пайыз,30.3
2014,пайыз,29.1
2015,пайыз,38.3
2016,пайыз,34.4
2017,пайыз,31.8
2018,пайыз,30.8
2019,пайыз,28.2
