Year,UNIT_MEASURE,Value
2014,100 000 халыққа,20947.0
2015,100 000 халыққа,21084.0
2016,100 000 халыққа,21860.0
2017,100 000 халыққа,19839.0
2018,100 000 халыққа,20578.0
2019,100 000 халыққа,20706.0
