Year,UNIT_MEASURE,Өңірлер,Value
2010,мың.гектар,,5640.9
2010,мың.гектар,Ақмола,86.6
2010,мың.гектар,Алматы,1701.6
2010,мың.гектар,Жамбыл,182.6
2010,мың.гектар,Қарағанды,175.7
2010,мың.гектар,Павлодар,68.5
2010,мың.гектар,Солтүстік Қазақстан,11.1
2010,мың.гектар,Түркістан,379.6
2010,мың.гектар,Шығыс Қазақстан,3035.2
2011,мың.гектар,,5646.8
2011,мың.гектар,Ақмола,86.6
2011,мың.гектар,Алматы,1707.4
2011,мың.гектар,Жамбыл,182.6
2011,мың.гектар,Қарағанды,175.7
2011,мың.гектар,Павлодар,68.5
2011,мың.гектар,Солтүстік Қазақстан,11.1
2011,мың.гектар,Түркістан,379.6
2011,мың.гектар,Шығыс Қазақстан,3034.9
2012,мың.гектар,,5663.6
2012,мың.гектар,Ақмола,74.5
2012,мың.гектар,Алматы,1707.5
2012,мың.гектар,Жамбыл,182.6
2012,мың.гектар,Қарағанды,153.8
2012,мың.гектар,Павлодар,68.5
2012,мың.гектар,Солтүстік Қазақстан,11.1
2012,мың.гектар,Түркістан,431.8
2012,мың.гектар,Шығыс Қазақстан,3033.7
2013,мың.гектар,,5669.2
2013,мың.гектар,Ақмола,74.5
2013,мың.гектар,Алматы,1707.5
2013,мың.гектар,Жамбыл,182.6
2013,мың.гектар,Қарағанды,153.8
2013,мың.гектар,Павлодар,68.5
2013,мың.гектар,Солтүстік Қазақстан,11.1
2013,мың.гектар,Түркістан,431.8
2013,мың.гектар,Шығыс Қазақстан,3039.4
2014,мың.гектар,,5674.5
2014,мың.гектар,Ақмола,74.5
2014,мың.гектар,Алматы,1706.5
2014,мың.гектар,Жамбыл,182.6
2014,мың.гектар,Қарағанды,153.8
2014,мың.гектар,Павлодар,68.5
2014,мың.гектар,Солтүстік Қазақстан,11.1
2014,мың.гектар,Түркістан,431.8
2014,мың.гектар,Шығыс Қазақстан,3045.6
2015,мың.гектар,,5675.0
2015,мың.гектар,Ақмола,74.5
2015,мың.гектар,Алматы,1707.1
2015,мың.гектар,Жамбыл,182.6
2015,мың.гектар,Қарағанды,153.8
2015,мың.гектар,Павлодар,68.5
2015,мың.гектар,Солтүстік Қазақстан,11.1
2015,мың.гектар,Түркістан,431.8
2015,мың.гектар,Шығыс Қазақстан,3045.6
2016,мың.гектар,,5675.2
2016,мың.гектар,Ақмола,74.5
2016,мың.гектар,Алматы,1707.3
2016,мың.гектар,Жамбыл,182.6
2016,мың.гектар,Қарағанды,153.8
2016,мың.гектар,Павлодар,68.5
2016,мың.гектар,Солтүстік Қазақстан,11.1
2016,мың.гектар,Түркістан,431.8
2016,мың.гектар,Шығыс Қазақстан,3045.6
2017,мың.гектар,,5699.2
2017,мың.гектар,Ақмола,99.8
2017,мың.гектар,Алматы,1707.3
2017,мың.гектар,Жамбыл,215.8
2017,мың.гектар,Қарағанды,179.2
2017,мың.гектар,Павлодар,68.5
2017,мың.гектар,Солтүстік Қазақстан,11.1
2017,мың.гектар,Түркістан,431.8
2017,мың.гектар,Шығыс Қазақстан,2985.8
2018,мың.гектар,,5841.6
2018,мың.гектар,Ақмола,99.8
2018,мың.гектар,Алматы,1706.1
2018,мың.гектар,Жамбыл,215.8
2018,мың.гектар,Қарағанды,179.2
2018,мың.гектар,Павлодар,68.5
2018,мың.гектар,Солтүстік Қазақстан,11.1
2018,мың.гектар,Түркістан,431.8
2018,мың.гектар,Шығыс Қазақстан,3129.3
2019,мың.гектар,,5999.6
2019,мың.гектар,Ақмола,99.8
2019,мың.гектар,Алматы,1705.9
2019,мың.гектар,Жамбыл,324.9
2019,мың.гектар,Қарағанды,179.2
2019,мың.гектар,Павлодар,68.5
2019,мың.гектар,Солтүстік Қазақстан,11.1
2019,мың.гектар,Түркістан,431.8
2019,мың.гектар,Шығыс Қазақстан,3178.4
