Year,UNIT_MEASURE,Өңірлер,Value
2010,мың.гектар,,13.16889724587988
2010,мың.гектар,Ақмола,571.6
2010,мың.гектар,Ақтөбе,2582.5
2010,мың.гектар,Алматы,5767.9
2010,мың.гектар,Атырау,3133.9
2010,мың.гектар,Батыс Қазақстан,1875.9
2010,мың.гектар,Жамбыл,2636.7
2010,мың.гектар,Қарағанды,960.1
2010,мың.гектар,Қостанай,769.9
2010,мың.гектар,Қызылорда,2849.6
2010,мың.гектар,Маңғыстау,1456.3
2010,мың.гектар,Павлодар,1297.2
2010,мың.гектар,Солтүстік Қазақстан,56.0
2010,мың.гектар,Түркістан,4066.6
2010,мың.гектар,Шығыс Қазақстан,1292.6
2010,мың.гектар,Алматы қаласы,0.1
2010,мың.гектар,Шымкент қаласы,23.2
2011,мың.гектар,,21.991983967935877
2011,мың.гектар,Ақмола,571.6
2011,мың.гектар,Ақтөбе,2582.5
2011,мың.гектар,Алматы,5767.9
2011,мың.гектар,Атырау,3133.9
2011,мың.гектар,Батыс Қазақстан,1875.9
2011,мың.гектар,Жамбыл,2636.7
2011,мың.гектар,Қарағанды,960.1
2011,мың.гектар,Қостанай,769.9
2011,мың.гектар,Қызылорда,2849.6
2011,мың.гектар,Маңғыстау,1456.3
2011,мың.гектар,Павлодар,1297.2
2011,мың.гектар,Солтүстік Қазақстан,56.0
2011,мың.гектар,Түркістан,4066.6
2011,мың.гектар,Шығыс Қазақстан,1292.6
2011,мың.гектар,Алматы қаласы,0.1
2011,мың.гектар,Шымкент қаласы,23.2
2012,мың.гектар,,27.2749298648304
2012,мың.гектар,Ақмола,571.6
2012,мың.гектар,Ақтөбе,2582.5
2012,мың.гектар,Алматы,5767.9
2012,мың.гектар,Атырау,3133.9
2012,мың.гектар,Батыс Қазақстан,1875.9
2012,мың.гектар,Жамбыл,2636.7
2012,мың.гектар,Қарағанды,960.1
2012,мың.гектар,Қостанай,769.9
2012,мың.гектар,Қызылорда,2849.6
2012,мың.гектар,Маңғыстау,1456.3
2012,мың.гектар,Павлодар,1297.2
2012,мың.гектар,Солтүстік Қазақстан,56.0
2012,мың.гектар,Түркістан,4066.6
2012,мың.гектар,Шығыс Қазақстан,1292.6
2012,мың.гектар,Алматы қаласы,0.1
2012,мың.гектар,Шымкент қаласы,23.2
2013,мың.гектар,,17.15395157606213
2013,мың.гектар,Ақмола,571.6
2013,мың.гектар,Ақтөбе,2582.5
2013,мың.гектар,Алматы,5767.9
2013,мың.гектар,Атырау,3133.9
2013,мың.гектар,Батыс Қазақстан,1875.9
2013,мың.гектар,Жамбыл,2636.7
2013,мың.гектар,Қарағанды,960.1
2013,мың.гектар,Қостанай,769.9
2013,мың.гектар,Қызылорда,2849.6
2013,мың.гектар,Маңғыстау,1456.3
2013,мың.гектар,Павлодар,1297.2
2013,мың.гектар,Солтүстік Қазақстан,56.0
2013,мың.гектар,Түркістан,4066.6
2013,мың.гектар,Шығыс Қазақстан,1292.6
2013,мың.гектар,Алматы қаласы,0.1
2013,мың.гектар,Шымкент қаласы,23.2
2014,мың.гектар,,21.348751156336725
2014,мың.гектар,Ақмола,571.6
2014,мың.гектар,Ақтөбе,2582.5
2014,мың.гектар,Алматы,5767.9
2014,мың.гектар,Атырау,3133.9
2014,мың.гектар,Батыс Қазақстан,1875.9
2014,мың.гектар,Жамбыл,2636.7
2014,мың.гектар,Қарағанды,960.1
2014,мың.гектар,Қостанай,769.9
2014,мың.гектар,Қызылорда,2849.6
2014,мың.гектар,Маңғыстау,1456.3
2014,мың.гектар,Павлодар,1297.2
2014,мың.гектар,Солтүстік Қазақстан,56.0
2014,мың.гектар,Түркістан,4066.6
2014,мың.гектар,Шығыс Қазақстан,1292.6
2014,мың.гектар,Алматы қаласы,0.1
2014,мың.гектар,Шымкент қаласы,23.2
2015,мың.гектар,,18.7378892733564
2015,мың.гектар,Ақмола,571.6
2015,мың.гектар,Ақтөбе,2582.5
2015,мың.гектар,Алматы,5767.9
2015,мың.гектар,Атырау,3133.9
2015,мың.гектар,Батыс Қазақстан,1875.9
2015,мың.гектар,Жамбыл,2636.7
2015,мың.гектар,Қарағанды,960.1
2015,мың.гектар,Қостанай,769.9
2015,мың.гектар,Қызылорда,2849.6
2015,мың.гектар,Маңғыстау,1456.3
2015,мың.гектар,Павлодар,1297.2
2015,мың.гектар,Солтүстік Қазақстан,56.0
2015,мың.гектар,Түркістан,4066.6
2015,мың.гектар,Шығыс Қазақстан,1292.6
2015,мың.гектар,Алматы қаласы,0.1
2015,мың.гектар,Шымкент қаласы,23.2
2016,мың.гектар,,13.521250000000002
2016,мың.гектар,Ақмола,571.6
2016,мың.гектар,Ақтөбе,2582.5
2016,мың.гектар,Алматы,5767.9
2016,мың.гектар,Атырау,3133.9
2016,мың.гектар,Батыс Қазақстан,1875.9
2016,мың.гектар,Жамбыл,2636.7
2016,мың.гектар,Қарағанды,960.1
2016,мың.гектар,Қостанай,769.9
2016,мың.гектар,Қызылорда,2849.6
2016,мың.гектар,Маңғыстау,1456.3
2016,мың.гектар,Павлодар,1297.2
2016,мың.гектар,Солтүстік Қазақстан,56.0
2016,мың.гектар,Түркістан,4066.6
2016,мың.гектар,Шығыс Қазақстан,1292.6
2016,мың.гектар,Алматы қаласы,0.1
2016,мың.гектар,Шымкент қаласы,23.2
2017,мың.гектар,,18.38984438984439
2017,мың.гектар,Ақмола,571.6
2017,мың.гектар,Ақтөбе,2582.5
2017,мың.гектар,Алматы,5767.9
2017,мың.гектар,Атырау,3133.9
2017,мың.гектар,Батыс Қазақстан,1875.9
2017,мың.гектар,Жамбыл,2636.7
2017,мың.гектар,Қарағанды,960.1
2017,мың.гектар,Қостанай,769.9
2017,мың.гектар,Қызылорда,2849.6
2017,мың.гектар,Маңғыстау,1456.3
2017,мың.гектар,Павлодар,1297.2
2017,мың.гектар,Солтүстік Қазақстан,56.0
2017,мың.гектар,Түркістан,4066.6
2017,мың.гектар,Шығыс Қазақстан,1292.6
2017,мың.гектар,Алматы қаласы,0.1
2017,мың.гектар,Шымкент қаласы,23.2
2018,мың.гектар,,21.266485998193318
2018,мың.гектар,Ақмола,571.6
2018,мың.гектар,Ақтөбе,2582.5
2018,мың.гектар,Алматы,5767.9
2018,мың.гектар,Атырау,3133.9
2018,мың.гектар,Батыс Қазақстан,1875.9
2018,мың.гектар,Жамбыл,2636.7
2018,мың.гектар,Қарағанды,960.1
2018,мың.гектар,Қостанай,769.9
2018,мың.гектар,Қызылорда,2849.6
2018,мың.гектар,Маңғыстау,1456.3
2018,мың.гектар,Павлодар,1297.2
2018,мың.гектар,Солтүстік Қазақстан,56.0
2018,мың.гектар,Түркістан,4066.6
2018,мың.гектар,Шығыс Қазақстан,1292.6
2018,мың.гектар,Алматы қаласы,0.1
2018,мың.гектар,Шымкент қаласы,23.2
2019,мың.гектар,Ақмола,571.6
2019,мың.гектар,Ақтөбе,2582.5
2019,мың.гектар,Алматы,5767.9
2019,мың.гектар,Атырау,3133.9
2019,мың.гектар,Батыс Қазақстан,1875.9
2019,мың.гектар,Жамбыл,2636.7
2019,мың.гектар,Қарағанды,960.1
2019,мың.гектар,Қостанай,769.9
2019,мың.гектар,Қызылорда,2849.6
2019,мың.гектар,Маңғыстау,1456.3
2019,мың.гектар,Павлодар,1297.2
2019,мың.гектар,Солтүстік Қазақстан,56.0
2019,мың.гектар,Түркістан,4066.6
2019,мың.гектар,Шығыс Қазақстан,1292.6
2019,мың.гектар,Алматы қаласы,0.1
