Year,UNIT_MEASURE,Өңірлер,Value
2016,пайыз,Батыс Қазақстан,11.11
2016,пайыз,Жамбыл,0.0
2016,пайыз,Қарағанды,0.0
2016,пайыз,Қостанай,0.0
2016,пайыз,Қызылорда,0.0
2016,пайыз,Маңғыстау,100.0
2016,пайыз,Оңтүстік Қазақстан,14.28
2016,пайыз,Павлодар,0.0
2016,пайыз,Солтүстік Қазақстан,0.0
2016,пайыз,Шығыс Қазақстан,7.69
2017,пайыз,,4.38
2017,пайыз,Ақмола,0.0
2017,пайыз,Ақтөбе,0.0
2017,пайыз,Алматы,0.0
2017,пайыз,Атырау,80.0
2017,пайыз,Батыс Қазақстан,0.0
2017,пайыз,Жамбыл,0.0
2017,пайыз,Қарағанды,0.0
2017,пайыз,Қостанай,0.0
2017,пайыз,Қызылорда,0.0
2017,пайыз,Маңғыстау,100.0
2017,пайыз,Оңтүстік Қазақстан,14.28
2017,пайыз,Павлодар,0.0
2017,пайыз,Солтүстік Қазақстан,0.0
2017,пайыз,Шығыс Қазақстан,7.69
2018,пайыз,,3.6
2018,пайыз,Ақмола,0.0
2018,пайыз,Ақтөбе,0.0
2018,пайыз,Алматы,0.0
2018,пайыз,Атырау,80.0
2018,пайыз,Батыс Қазақстан,0.0
2018,пайыз,Жамбыл,0.0
2018,пайыз,Қарағанды,0.0
2018,пайыз,Қостанай,0.0
2018,пайыз,Қызылорда,0.0
2018,пайыз,Маңғыстау,100.0
2018,пайыз,Павлодар,0.0
2018,пайыз,Солтүстік Қазақстан,0.0
2018,пайыз,Түркістан,12.5
2018,пайыз,Шығыс Қазақстан,0.0
2019,пайыз,,24.66
2019,пайыз,Ақмола,8.33
2019,пайыз,Ақтөбе,0.0
2019,пайыз,Алматы,66.67
2019,пайыз,Атырау,0.0
2019,пайыз,Батыс Қазақстан,11.11
2019,пайыз,Жамбыл,0.0
2019,пайыз,Қарағанды,0.0
2019,пайыз,Қостанай,0.0
2019,пайыз,Қызылорда,0.0
2019,пайыз,Маңғыстау,0.0
2019,пайыз,Павлодар,40.0
2019,пайыз,Солтүстік Қазақстан,0.0
2019,пайыз,Түркістан,25.0
2019,пайыз,Шығыс Қазақстан,57.14
