Year,UNIT_MEASURE,Өңірлер,Value
2010,пайыз,,14.9
2010,пайыз,Ақмола,25.0
2010,пайыз,Ақтөбе,0.0
2010,пайыз,Алматы,0.0
2010,пайыз,Атырау,100.0
2010,пайыз,Батыс Қазақстан,11.11
2010,пайыз,Жамбыл,0.0
2010,пайыз,Қарағанды,0.0
2010,пайыз,Қостанай,0.0
2010,пайыз,Қызылорда,0.0
2010,пайыз,Маңғыстау,100.0
2010,пайыз,Оңтүстік Қазақстан,16.6
2010,пайыз,Павлодар,100.0
2010,пайыз,Солтүстік Қазақстан,0.0
2010,пайыз,Шығыс Қазақстан,35.7
2011,пайыз,,17.8
2011,пайыз,Ақмола,0.0
2011,пайыз,Ақтөбе,0.0
2011,пайыз,Алматы,5.88
2011,пайыз,Атырау,100.0
2011,пайыз,Батыс Қазақстан,11.11
2011,пайыз,Жамбыл,11.11
2011,пайыз,Қарағанды,14.28
2011,пайыз,Қостанай,0.0
2011,пайыз,Қызылорда,0.0
2011,пайыз,Маңғыстау,0.0
2011,пайыз,Оңтүстік Қазақстан,16.6
2011,пайыз,Павлодар,100.0
2011,пайыз,Солтүстік Қазақстан,100.0
2011,пайыз,Шығыс Қазақстан,30.76
2012,пайыз,,21.5
2012,пайыз,Ақмола,0.0
2012,пайыз,Ақтөбе,0.0
2012,пайыз,Алматы,26.31
2012,пайыз,Атырау,100.0
2012,пайыз,Батыс Қазақстан,55.55
2012,пайыз,Жамбыл,10.0
2012,пайыз,Қарағанды,0.0
2012,пайыз,Қостанай,0.0
2012,пайыз,Қызылорда,0.0
2012,пайыз,Маңғыстау,0.0
2012,пайыз,Оңтүстік Қазақстан,28.57
2012,пайыз,Павлодар,100.0
2012,пайыз,Солтүстік Қазақстан,100.0
2012,пайыз,Шығыс Қазақстан,28.58
2013,пайыз,,23.0
2013,пайыз,Ақмола,0.0
2013,пайыз,Ақтөбе,0.0
2013,пайыз,Алматы,63.15
2013,пайыз,Атырау,100.0
2013,пайыз,Батыс Қазақстан,22.22
2013,пайыз,Жамбыл,10.0
2013,пайыз,Қарағанды,0.0
2013,пайыз,Қостанай,0.0
2013,пайыз,Қызылорда,0.0
2013,пайыз,Маңғыстау,0.0
2013,пайыз,Оңтүстік Қазақстан,28.57
2013,пайыз,Павлодар,100.0
2013,пайыз,Солтүстік Қазақстан,0.0
2013,пайыз,Шығыс Қазақстан,23.07
2014,пайыз,,16.22
2014,пайыз,Ақмола,0.0
2014,пайыз,Ақтөбе,0.0
2014,пайыз,Алматы,36.84
2014,пайыз,Атырау,80.0
2014,пайыз,Батыс Қазақстан,0.0
2014,пайыз,Жамбыл,10.0
2014,пайыз,Қарағанды,0.0
2014,пайыз,Қостанай,0.0
2014,пайыз,Қызылорда,0.0
2014,пайыз,Маңғыстау,0.0
2014,пайыз,Оңтүстік Қазақстан,28.57
2014,пайыз,Павлодар,100.0
2014,пайыз,Солтүстік Қазақстан,0.0
2014,пайыз,Шығыс Қазақстан,28.57
2015,пайыз,,9.3
2015,пайыз,Ақмола,0.0
2015,пайыз,Ақтөбе,0.0
2015,пайыз,Алматы,10.52
2015,пайыз,Атырау,100.0
2015,пайыз,Батыс Қазақстан,0.0
2015,пайыз,Жамбыл,0.0
2015,пайыз,Қарағанды,0.0
2015,пайыз,Қостанай,0.0
2015,пайыз,Қызылорда,0.0
2015,пайыз,Маңғыстау,100.0
2015,пайыз,Оңтүстік Қазақстан,28.57
2015,пайыз,Павлодар,0.0
2015,пайыз,Солтүстік Қазақстан,0.0
2015,пайыз,Шығыс Қазақстан,7.69
2016,пайыз,,7.41
2016,пайыз,Ақмола,0.0
2016,пайыз,Ақтөбе,0.0
2016,пайыз,Алматы,6.06
2016,пайыз,Атырау,100.0
