Year,UNIT_MEASURE,Value
2010,пайыз,87.1
2011,пайыз,71.4
2012,пайыз,54.9
2013,пайыз,56.4
2014,пайыз,54.2
2015,пайыз,77.0
2016,пайыз,73.2
2017,пайыз,73.1
2018,пайыз,59.3
2019,пайыз,64.0
