Year,UNIT_MEASURE,SERIES,Өңірлер,Value
2015,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Екібастұз,0.015
2015,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Оңтүстік Қазақстан,0.009
2015,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шымкент қаласы,0.019
2015,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Кентау,0.011
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Нұр-Сұлтан қаласы,0.056
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көкшетау,0.1156
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Степногорск,0.0184
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,«Бурабай» МКҚК,0.029
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,ЩБКЗ,0.076
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.049
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Алматы қаласы,0.06
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Талдықорған,0.241
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Атырау,0.043
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көлсары кенті,0.033
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Өскемен,0.0
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Риддер,0.0
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Семей,0.021
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Глубокое кенті,0.0347
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Тараз,0.045
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңатас,0.034
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қаратау,0.005
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шу,0.082
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қордай кенті,0.052
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Орал,0.0626
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсай,0.035
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Березовка кенті,0.0244
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Январцев кенті,0.0238
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарағанды,0.053
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Балқаш,0.0357
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жезқазған,0.005
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Саран,0.0421
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Теміртау,0.0
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қостанай,0.085
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Рудный,0.016
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарабалық кенті,0.0298
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Арқалық,0.06
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жетіқара,0.02
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,KZLIS,0.007
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қызылорда,0.029
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақай кенті,0.0002
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Төретам кенті,0.0006
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.063
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңаөзен,0.046
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Бейнеу кенті,0.0807
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Павлодар,0.039
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Екібастұз,0.022
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсу,0.023
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Оңтүстік Қазақстан,0.012
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шымкент қаласы,0.057
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Түркістан,0.149
2015,мг/текше метр,Қалқымалы бөлшектер РМ-10,Кентау,0.007
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Нұр-Сұлтан қаласы,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Көкшетау,0.002
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Степногорск,0.006
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",«Бурабай» МКҚК,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",ЩБКЗ,0.03
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Сарыбұлақ кенті,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Алматы қаласы,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Атырау,0.003
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Семей,0.035
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Глубокое кенті,0.0398
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Зыряновск,0.0003
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Жаңатас,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қаратау,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шу,0.03
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қордай кенті,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Орал,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Березовка кенті,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Январцев кенті,0.004
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарағанды,0.1
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Балқаш,0.03
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Жезқазған,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Саран,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарабалық кенті,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қызылорда,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.0
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Бейнеу кенті,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Павлодар,0.008
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Екібастұз,0.02
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Оңтүстік Қазақстан,0.01
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шымкент қаласы,0.0
2016,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Кентау,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Нұр-Сұлтан қаласы,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көкшетау,0.002
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Степногорск,0.008
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,«Бурабай» МКҚК,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,ЩБКЗ,0.03
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Сарыбұлақ кенті,0.01
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.04
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Алматы қаласы,0.05
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Талдықорған,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Атырау,0.01
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көлсары кенті,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Өскемен,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Риддер,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Семей,0.024
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Глубокое кенті,0.0553
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Зыряновск,0.0003
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Тараз,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңатас,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қаратау,0.04
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шу,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қордай кенті,0.03
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Орал,0.04
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсай,0.01
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Березовка кенті,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Январцев кенті,0.007
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарағанды,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Балқаш,0.04
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жезқазған,0.03
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Саран,0.03
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Теміртау,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қостанай,0.05
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Рудный,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарабалық кенті,0.03
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қызылорда,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақай кенті,0.0001
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Төретам кенті,0.0001
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.01
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңаөзен,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Бейнеу кенті,0.06
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Павлодар,0.016
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Екібастұз,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсу,0.02
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Оңтүстік Қазақстан,0.015
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шымкент қаласы,0.1
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Түркістан,0.0
2016,мг/текше метр,Қалқымалы бөлшектер РМ-10,Кентау,0.0
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Нұр-Сұлтан қаласы,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Көкшетау,0.002
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Степногорск,0.002
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",«Бурабай» МКҚК,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",ЩБКЗ,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Сарыбұлақ кенті,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Алматы қаласы,0.009
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Атырау,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Семей,0.03
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Глубокое кенті,0.019
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Зыряновск,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Жаңатас,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қаратау,0.03
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шу,0.04
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қордай кенті,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Орал,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Березовка кенті,0.0095
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарағанды,0.1
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Балқаш,0.03
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Жезқазған,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Саран,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарабалық кенті,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қызылорда,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.02
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Бейнеу кенті,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Павлодар,0.0053
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Екібастұз,0.01
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Оңтүстік Қазақстан,0.016
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шымкент қаласы,0.04
2017,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Кентау,0.0
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Нұр-Сұлтан қаласы,0.06
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көкшетау,0.002
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Степногорск,0.003
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,«Бурабай» МКҚК,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,ЩБКЗ,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Сарыбұлақ кенті,0.01
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.04
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Алматы қаласы,0.3
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Атырау,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Өскемен,0.5
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Риддер,0.06
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Семей,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Глубокое кенті,0.022
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Зыряновск,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Тараз,0.04
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңатас,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қаратау,0.06
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шу,0.1
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қордай кенті,0.04
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Орал,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсай,0.011
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Березовка кенті,0.01
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарағанды,0.1
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Балқаш,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жезқазған,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Саран,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қостанай,0.01
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Рудный,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарабалық кенті,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Арқалық,0.02
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жетіқара,0.03
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,KZLIS,0.023
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қызылорда,0.04
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Төретам кенті,0.0
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.1
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңаөзен,0.002
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Бейнеу кенті,0.05
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Павлодар,0.0069
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Екібастұз,0.01
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Оңтүстік Қазақстан,0.0024
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шымкент қаласы,0.1
2017,мг/текше метр,Қалқымалы бөлшектер РМ-10,Кентау,0.0
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Нұр-Сұлтан қаласы,0.02
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Көкшетау,0.0023
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",«Бурабай» МКҚК,0.048
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",ЩБКЗ,0.02
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Сарыбұлақ кенті,0.01
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.017
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Алматы қаласы,0.015
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Атырау,0.01
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Семей,0.025
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Глубокое кенті,0.0328
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Зыряновск,1e-05
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Жаңатас,0.017
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қаратау,0.037
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шу,0.038
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қордай кенті,0.005
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Орал,0.023
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарағанды,0.11
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Саран,0.017
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қарабалық кенті,0.01
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Қызылорда,0.01
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Ақтөбе,0.009
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Бейнеу кенті,0.005
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Павлодар,0.0046
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Екібастұз,0.0
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Оңтүстік Қазақстан,0.01
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Шымкент қаласы,0.04
2018,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Кентау,0.006
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Нұр-Сұлтан қаласы,0.02
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Көкшетау,0.004
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,«Бурабай» МКҚК,0.05
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,ЩБКЗ,0.02
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Сарыбұлақ кенті,0.01
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.028
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Алматы қаласы,0.03
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Атырау,0.022
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Өскемен,0.04
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Риддер,0.04
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Семей,0.03
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Глубокое кенті,0.03
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Зыряновск,3e-05
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Тараз,0.028
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңатас,0.03
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қаратау,0.06
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шу,0.06
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қордай кенті,0.011
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Орал,0.01
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақсай,0.0
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарағанды,0.11
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Саран,0.02
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қостанай,0.04
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Рудный,0.0
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қарабалық кенті,0.02
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Арқалық,0.012
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жетіқара,0.033
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,KZLIS,0.026
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Қызылорда,0.0054
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Төретам кенті,0.0
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Ақтөбе,0.032
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Жаңаөзен,0.0
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Бейнеу кенті,0.011
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Павлодар,0.0066
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Екібастұз,0.0057
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Оңтүстік Қазақстан,0.01
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Шымкент қаласы,0.053
2018,мг/текше метр,Қалқымалы бөлшектер РМ-10,Кентау,0.008
2019,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Нұр-Сұлтан қаласы,0.03
2019,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",Көкшетау,0.02
2019,мг/текше метр,"Қалқымалы бөлшектер РМ-2,5",«Бурабай» МКҚК,0.04
