Year,UNIT_MEASURE,Жынысы,Өңірлер,Аймақ,Value
2014,1000 туылғанға,ұлдар және қыздар,Ақтөбе,ауыл,3.982300884955752
2014,1000 туылғанға,ұлдар және қыздар,Алматы,ауыл,5.3208556149732615
2014,1000 туылғанға,ұлдар және қыздар,Атырау,ауыл,4.247057395947094
2014,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,ауыл,4.383116883116883
2014,1000 туылғанға,ұлдар және қыздар,Жамбыл,ауыл,3.74593731063736
2014,1000 туылғанға,ұлдар және қыздар,Қарағанды,ауыл,7.02028081123245
2014,1000 туылғанға,ұлдар және қыздар,Қостанай,ауыл,7.233592095977418
2014,1000 туылғанға,ұлдар және қыздар,Қызылорда,ауыл,5.938242280285036
2014,1000 туылғанға,ұлдар және қыздар,Маңғыстау,ауыл,4.144763445208249
2014,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,ауыл,5.764011931728979
2014,1000 туылғанға,ұлдар және қыздар,Павлодар,ауыл,5.171140113272593
2014,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,ауыл,5.532503457814661
2014,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,ауыл,6.049939500604994
2014,1000 туылғанға,ерлер,,,6.512568284764479
2014,1000 туылғанға,ерлер,Ақмола,,7.0186145865120535
2014,1000 туылғанға,ерлер,Ақтөбе,,6.332813717848792
2014,1000 туылғанға,ерлер,Алматы,,5.491530667491686
2014,1000 туылғанға,ерлер,Атырау,,4.71253534401508
2014,1000 туылғанға,ерлер,Батыс Қазақстан,,6.096654275092937
2014,1000 туылғанға,ерлер,Жамбыл,,6.818934127772261
2014,1000 туылғанға,ерлер,Қарағанды,,6.869096869877449
2014,1000 туылғанға,ерлер,Қостанай,,7.507277462846638
2014,1000 туылғанға,ерлер,Қызылорда,,7.180469123982767
2014,1000 туылғанға,ерлер,Маңғыстау,,5.983772819472617
2014,1000 туылғанға,ерлер,Оңтүстік Қазақстан,,7.439347990902198
2014,1000 туылғанға,ерлер,Павлодар,,4.179728317659353
2014,1000 туылғанға,ерлер,Солтүстік Қазақстан,,6.162597771983883
2014,1000 туылғанға,ерлер,Шығыс Қазақстан,,8.42397971701971
2014,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,,4.366106080206986
2014,1000 туылғанға,ерлер,Алматы қаласы,,6.9489544096635925
2014,1000 туылғанға,ерлер,,қала,6.956763713520471
2014,1000 туылғанға,ерлер,Ақмола,қала,7.778738115816767
2014,1000 туылғанға,ерлер,Ақтөбе,қала,7.252812314979278
2014,1000 туылғанға,ерлер,Алматы,қала,4.158324349299246
2014,1000 туылғанға,ерлер,Атырау,қала,5.421970768505422
2014,1000 туылғанға,ерлер,Батыс Қазақстан,қала,6.495340299350466
2014,1000 туылғанға,ерлер,Жамбыл,қала,11.285909712722296
2014,1000 туылғанға,ерлер,Қарағанды,қала,6.0855908912446015
2014,1000 туылғанға,ерлер,Қостанай,қала,7.685973099094153
2014,1000 туылғанға,ерлер,Қызылорда,қала,8.816895632561
2014,1000 туылғанға,ерлер,Маңғыстау,қала,7.432575918454024
2014,1000 туылғанға,ерлер,Оңтүстік Қазақстан,қала,8.21365843578882
2014,1000 туылғанға,ерлер,Павлодар,қала,3.4714688652636148
2014,1000 туылғанға,ерлер,Солтүстік Қазақстан,қала,5.3921568627450975
2014,1000 туылғанға,ерлер,Шығыс Қазақстан,қала,9.389671361502348
2014,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,қала,4.366106080206986
2014,1000 туылғанға,ерлер,Алматы қаласы,қала,6.9489544096635925
2014,1000 туылғанға,ерлер,,ауыл,5.949757602468048
2014,1000 туылғанға,ерлер,Ақмола,ауыл,6.162828413882583
2014,1000 туылғанға,ерлер,Ақтөбе,ауыл,4.561003420752566
2014,1000 туылғанға,ерлер,Алматы,ауыл,5.938548928479215
2014,1000 туылғанға,ерлер,Атырау,ауыл,4.003768252472916
2014,1000 туылғанға,ерлер,Батыс Қазақстан,ауыл,5.653266331658291
2014,1000 туылғанға,ерлер,Жамбыл,ауыл,3.996975261963919
2014,1000 туылғанға,ерлер,Қарағанды,ауыл,9.912314144109796
2014,1000 туылғанға,ерлер,Қостанай,ауыл,7.281553398058253
2014,1000 туылғанға,ерлер,Қызылорда,ауыл,5.747126436781609
2014,1000 туылғанға,ерлер,Маңғыстау,ауыл,4.659289458357601
2014,1000 туылғанға,ерлер,Оңтүстік Қазақстан,ауыл,6.783369803063457
2014,1000 туылғанға,ерлер,Павлодар,ауыл,5.741626794258373
2014,1000 туылғанға,ерлер,Солтүстік Қазақстан,ауыл,6.883891693437357
2014,1000 туылғанға,ерлер,Шығыс Қазақстан,ауыл,6.9153394803017605
2014,1000 туылғанға,әйелдер,,,5.218208966019643
2014,1000 туылғанға,әйелдер,Ақмола,,4.160665706513042
2014,1000 туылғанға,әйелдер,Ақтөбе,,5.127657301570345
2014,1000 туылғанға,әйелдер,Алматы,,4.883095385888682
2014,1000 туылғанға,әйелдер,Атырау,,4.556385267687634
2014,1000 туылғанға,әйелдер,Батыс Қазақстан,,5.067300079176564
2014,1000 туылғанға,әйелдер,Жамбыл,,6.079027355623101
2014,1000 туылғанға,әйелдер,Қарағанды,,4.131548504379442
2014,1000 туылғанға,әйелдер,Қостанай,,7.376523412443874
2014,1000 туылғанға,әйелдер,Қызылорда,,6.7588015736911125
2014,1000 туылғанға,әйелдер,Маңғыстау,,3.5722017752760338
2014,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,,5.607100651228282
2014,1000 туылғанға,әйелдер,Павлодар,,4.888047934405551
2014,1000 туылғанға,әйелдер,Солтүстік Қазақстан,,4.003002251688766
2014,1000 туылғанға,әйелдер,Шығыс Қазақстан,,7.044090790503522
2014,1000 туылғанға,әйелдер,Нұр-Сұлтан қаласы,,3.670821239542428
2014,1000 туылғанға,әйелдер,Алматы қаласы,,5.044136191677175
2014,1000 туылғанға,әйелдер,,қала,5.740783677254812
2014,1000 туылғанға,әйелдер,Ақмола,қала,3.0404378230465183
2014,1000 туылғанға,әйелдер,Ақтөбе,қала,6.076531450156019
2014,1000 туылғанға,әйелдер,Алматы,қала,5.5464926590538335
2014,1000 туылғанға,әйелдер,Атырау,қала,4.608294930875576
2014,1000 туылғанға,әйелдер,Батыс Қазақстан,қала,6.888289907157832
2014,1000 туылғанға,әйелдер,Жамбыл,қала,10.21505376344086
2014,1000 туылғанға,әйелдер,Қарағанды,қала,4.167969157028238
2014,1000 туылғанға,әйелдер,Қостанай,қала,7.531865585168019
2014,1000 туылғанға,әйелдер,Қызылорда,қала,7.497243660418963
2014,1000 туылғанға,әйелдер,Маңғыстау,қала,3.55792750722704
2014,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,қала,6.709548630364866
2014,1000 туылғанға,әйелдер,Павлодар,қала,5.033173186913749
2014,1000 туылғанға,әйелдер,Солтүстік Қазақстан,қала,3.808487486398259
2014,1000 туылғанға,әйелдер,Шығыс Қазақстан,қала,8.217270194986073
2014,1000 туылғанға,әйелдер,Нұр-Сұлтан қаласы,қала,3.670821239542428
2014,1000 туылғанға,әйелдер,Алматы қаласы,қала,5.044136191677175
2014,1000 туылғанға,әйелдер,,ауыл,4.560936916759985
2014,1000 туылғанға,әйелдер,Ақмола,ауыл,5.405405405405405
2014,1000 туылғанға,әйелдер,Ақтөбе,ауыл,3.361858190709046
2014,1000 туылғанға,әйелдер,Алматы,ауыл,4.657610202384253
2014,1000 туылғанға,әйелдер,Атырау,ауыл,4.505632040050063
2014,1000 туылғанға,әйелдер,Батыс Қазақстан,ауыл,3.0241935483870965
2014,1000 туылғанға,әйелдер,Жамбыл,ауыл,3.4847122302158278
2014,1000 туылғанға,әйелдер,Қарағанды,ауыл,3.992015968063872
2014,1000 туылғанға,әйелдер,Қостанай,ауыл,7.183908045977011
2014,1000 туылғанға,әйелдер,Қызылорда,ауыл,6.136110078095946
2014,1000 туылғанға,әйелдер,Маңғыстау,ауыл,3.585741404766927
2014,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,ауыл,4.692459861066385
2014,1000 туылғанға,әйелдер,Павлодар,ауыл,4.5662100456621
2014,1000 туылғанға,әйелдер,Солтүстік Қазақстан,ауыл,4.168596572487263
2014,1000 туылғанға,әйелдер,Шығыс Қазақстан,ауыл,5.093771706413522
2015,1000 туылғанға,ұлдар және қыздар,,,5.606613495023315
2015,1000 туылғанға,ұлдар және қыздар,Ақмола,,4.181789490295093
2015,1000 туылғанға,ұлдар және қыздар,Ақтөбе,,6.056056056056057
2015,1000 туылғанға,ұлдар және қыздар,Алматы,,5.065980308044287
2015,1000 туылғанға,ұлдар және қыздар,Атырау,,4.749147588894301
2015,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,,4.855865577308463
2015,1000 туылғанға,ұлдар және қыздар,Жамбыл,,6.44184736693889
2015,1000 туылғанға,ұлдар және қыздар,Қарағанды,,5.143696930111038
2015,1000 туылғанға,ұлдар және қыздар,Қостанай,,6.891690813689404
2015,1000 туылғанға,ұлдар және қыздар,Қызылорда,,6.149311378767088
2015,1000 туылғанға,ұлдар және қыздар,Маңғыстау,,4.610204610204611
2015,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,,6.376286577977946
2015,1000 туылғанға,ұлдар және қыздар,Павлодар,,4.384934617492757
2015,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,,3.4431874077717657
2015,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,,6.377773894810414
2015,1000 туылғанға,ұлдар және қыздар,Нұр-Сұлтан қаласы,,4.515190939006658
2015,1000 туылғанға,ұлдар және қыздар,Алматы қаласы,,6.258223948136974
2015,1000 туылғанға,ұлдар және қыздар,,қала,6.226528732374407
2015,1000 туылғанға,ұлдар және қыздар,Ақмола,қала,5.632132799762857
2015,1000 туылғанға,ұлдар және қыздар,Ақтөбе,қала,6.032727546942161
2015,1000 туылғанға,ұлдар және қыздар,Алматы,қала,5.484174240050141
2015,1000 туылғанға,ұлдар және қыздар,Атырау,қала,4.999390318253871
2015,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,қала,6.157811828726908
2015,1000 туылғанға,ұлдар және қыздар,Жамбыл,қала,10.494752623688155
2015,1000 туылғанға,ұлдар және қыздар,Қарағанды,қала,5.4804343372259785
2015,1000 туылғанға,ұлдар және қыздар,Қостанай,қала,8.245981830887493
2015,1000 туылғанға,ұлдар және қыздар,Қызылорда,қала,8.23045267489712
2015,1000 туылғанға,ұлдар және қыздар,Маңғыстау,қала,4.537650233014471
2015,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,қала,6.79139580360446
2015,1000 туылғанға,ұлдар және қыздар,Павлодар,қала,4.581005586592179
2015,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,қала,4.124774426398557
2015,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,қала,7.526584725866592
2015,1000 туылғанға,ұлдар және қыздар,Нұр-Сұлтан қаласы,қала,4.515190939006658
2015,1000 туылғанға,ұлдар және қыздар,Алматы қаласы,қала,6.258223948136974
2015,1000 туылғанға,ұлдар және қыздар,,ауыл,4.843153196890556
2015,1000 туылғанға,ұлдар және қыздар,Ақмола,ауыл,2.6001040041601664
2015,1000 туылғанға,ұлдар және қыздар,Ақтөбе,ауыл,6.173769010691161
2015,1000 туылғанға,ұлдар және қыздар,Алматы,ауыл,4.649583365984902
2015,1000 туылғанға,ұлдар және қыздар,Атырау,ауыл,4.58601883986118
2015,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,ауыл,3.4746351633078527
2015,1000 туылғанға,ұлдар және қыздар,Жамбыл,ауыл,3.807031110582357
2015,1000 туылғанға,ұлдар және қыздар,Қарағанды,ауыл,4.054630815194195
2015,1000 туылғанға,ұлдар және қыздар,Қостанай,ауыл,5.502846299810247
2015,1000 туылғанға,ұлдар және қыздар,Қызылорда,ауыл,4.491914553803154
2015,1000 туылғанға,ұлдар және қыздар,Маңғыстау,ауыл,4.714415231187671
2015,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,ауыл,6.190788856580058
2015,1000 туылғанға,ұлдар және қыздар,Павлодар,ауыл,3.9380414807035966
2015,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,ауыл,3.0643513789581203
2015,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,ауыл,4.478334543694021
2015,1000 туылғанға,ерлер,,,6.405541402204675
2015,1000 туылғанға,ерлер,Ақмола,,4.134129536058796
2015,1000 туылғанға,ерлер,Ақтөбе,,6.929740134744947
2015,1000 туылғанға,ерлер,Алматы,,6.321313561006639
2015,1000 туылғанға,ерлер,Атырау,,5.4399243140965
2015,1000 туылғанға,ерлер,Батыс Қазақстан,,5.082212257100149
2015,1000 туылғанға,ерлер,Жамбыл,,7.024483393575666
2015,1000 туылғанға,ерлер,Қарағанды,,6.354754150448804
2015,1000 туылғанға,ерлер,Қостанай,,7.883565797453001
2015,1000 туылғанға,ерлер,Қызылорда,,6.560908734821778
2015,1000 туылғанға,ерлер,Маңғыстау,,5.895872888977716
2015,1000 туылғанға,ерлер,Оңтүстік Қазақстан,,7.37761488850282
2015,1000 туылғанға,ерлер,Павлодар,,4.917025199754148
2015,1000 туылғанға,ерлер,Солтүстік Қазақстан,,3.2948929159802307
2015,1000 туылғанға,ерлер,Шығыс Қазақстан,,7.00076837701699
2015,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,,5.108556832694764
2015,1000 туылғанға,ерлер,Алматы қаласы,,6.788447296963713
2015,1000 туылғанға,ерлер,,қала,6.919108241979929
2015,1000 туылғанға,ерлер,Ақмола,қала,4.862700228832952
2015,1000 туылғанға,ерлер,Ақтөбе,қала,6.086074481959136
2015,1000 туылғанға,ерлер,Алматы,қала,6.386861313868613
2015,1000 туылғанға,ерлер,Атырау,қала,5.813953488372093
2015,1000 туылғанға,ерлер,Батыс Қазақстан,қала,5.851212036779048
2015,1000 туылғанға,ерлер,Жамбыл,қала,11.649501941583656
2015,1000 туылғанға,ерлер,Қарағанды,қала,6.607267994794274
2015,1000 туылғанға,ерлер,Қостанай,қала,9.617953513224686
2015,1000 туылғанға,ерлер,Қызылорда,қала,9.57535387177352
2015,1000 туылғанға,ерлер,Маңғыстау,қала,4.727014890096904
2015,1000 туылғанға,ерлер,Оңтүстік Қазақстан,қала,7.874015748031496
2015,1000 туылғанға,ерлер,Павлодар,қала,5.024027959807776
2015,1000 туылғанға,ерлер,Солтүстік Қазақстан,қала,3.966286564204264
2015,1000 туылғанға,ерлер,Шығыс Қазақстан,қала,8.063432334363661
2015,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,қала,5.108556832694764
2015,1000 туылғанға,ерлер,Алматы қаласы,қала,6.788447296963713
2015,1000 туылғанға,ерлер,,ауыл,5.731852886196257
2015,1000 туылғанға,ерлер,Ақмола,ауыл,3.2948929159802307
2015,1000 туылғанға,ерлер,Ақтөбе,ауыл,8.598452278589853
2015,1000 туылғанға,ерлер,Алматы,ауыл,6.298110566829951
2015,1000 туылғанға,ерлер,Атырау,ауыл,5.0831792975970425
2015,1000 туылғанға,ерлер,Батыс Қазақстан,ауыл,4.19219606578523
2015,1000 туылғанға,ерлер,Жамбыл,ауыл,3.890160183066362
2015,1000 туылғанға,ерлер,Қарағанды,ауыл,5.384615384615384
2015,1000 туылғанға,ерлер,Қостанай,ауыл,5.608131791097091
2015,1000 туылғанға,ерлер,Қызылорда,ауыл,3.883136094674556
2015,1000 туылғанға,ерлер,Маңғыстау,ауыл,6.752077562326869
2015,1000 туылғанға,ерлер,Оңтүстік Қазақстан,ауыл,6.945371978095365
2015,1000 туылғанға,ерлер,Павлодар,ауыл,4.66321243523316
2015,1000 туылғанға,ерлер,Солтүстік Қазақстан,ауыл,2.688172043010753
2015,1000 туылғанға,ерлер,Шығыс Қазақстан,ауыл,5.1498127340823965
2015,1000 туылғанға,әйелдер,,,4.757541401999306
2015,1000 туылғанға,әйелдер,Ақмола,,4.232459710239297
2015,1000 туылғанға,әйелдер,Ақтөбе,,5.109489051094891
2015,1000 туылғанға,әйелдер,Алматы,,3.739338683248603
2015,1000 туылғанға,әйелдер,Атырау,,4.016064257028112
2015,1000 туылғанға,әйелдер,Батыс Қазақстан,,4.614894971355825
2015,1000 туылғанға,әйелдер,Жамбыл,,5.820298290287377
2015,1000 туылғанға,әйелдер,Қарағанды,,3.8632737045435457
2015,1000 туылғанға,әйелдер,Қостанай,,5.831848371942329
2015,1000 туылғанға,әйелдер,Қызылорда,,5.705229793977813
2015,1000 туылғанға,әйелдер,Маңғыстау,,3.226500322650032
2015,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,,5.316200554295793
2015,1000 туылғанға,әйелдер,Павлодар,,3.832029378891905
2015,1000 туылғанға,әйелдер,Солтүстік Қазақстан,,3.605459696111254
2015,1000 туылғанға,әйелдер,Шығыс Қазақстан,,5.7250201270238845
2015,1000 туылғанға,әйелдер,Нұр-Сұлтан қаласы,,3.89924354675193
2015,1000 туылғанға,әйелдер,Алматы қаласы,,5.683717820127048
2015,1000 туылғанға,әйелдер,,қала,5.488524410212315
2015,1000 туылғанға,әйелдер,Ақмола,қала,6.459550907413104
2015,1000 туылғанға,әйелдер,Ақтөбе,қала,5.9748427672955975
2015,1000 туылғанға,әйелдер,Алматы,қала,4.524886877828055
2015,1000 туылғанға,әйелдер,Атырау,қала,4.173827645470169
2015,1000 туылғанға,әйелдер,Батыс Қазақстан,қала,6.48202710665881
2015,1000 туылғанға,әйелдер,Жамбыл,қала,9.231905465288037
2015,1000 туылғанға,әйелдер,Қарағанды,қала,4.299947561615102
2015,1000 туылғанға,әйелдер,Қостанай,қала,6.740914419695193
2015,1000 туылғанға,әйелдер,Қызылорда,қала,6.772009029345372
2015,1000 туылғанға,әйелдер,Маңғыстау,қала,4.333418302319653
2015,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,қала,5.633340625683658
2015,1000 туылғанға,әйелдер,Павлодар,қала,4.117108874656907
2015,1000 туылғанға,әйелдер,Солтүстік Қазақстан,қала,4.296455424274973
2015,1000 туылғанға,әйелдер,Шығыс Қазақстан,қала,6.9592387444965205
2015,1000 туылғанға,әйелдер,Нұр-Сұлтан қаласы,қала,3.89924354675193
2015,1000 туылғанға,әйелдер,Алматы қаласы,қала,5.683717820127048
2015,1000 туылғанға,әйелдер,,ауыл,3.8045033870813856
2015,1000 туылғанға,әйелдер,Ақмола,ауыл,1.7289073305670817
2015,1000 туылғанға,әйелдер,Ақтөбе,ауыл,3.405572755417957
2015,1000 туылғанға,әйелдер,Алматы,ауыл,3.463350933969227
2015,1000 туылғанға,әйелдер,Атырау,ауыл,3.851091142490372
2015,1000 туылғанға,әйелдер,Батыс Қазақстан,ауыл,2.422145328719723
2015,1000 туылғанға,әйелдер,Жамбыл,ауыл,3.601872973946452
2015,1000 туылғанға,әйелдер,Қарағанды,ауыл,2.1079258010118043
2015,1000 туылғанға,әйелдер,Қостанай,ауыл,4.708438971387179
2015,1000 туылғанға,әйелдер,Қызылорда,ауыл,4.766633565044687
2015,1000 туылғанға,әйелдер,Маңғыстау,ауыл,2.4186046511627906
2015,1000 туылғанға,әйелдер,Оңтүстік Қазақстан,ауыл,5.045314397832383
2015,1000 туылғанға,әйелдер,Павлодар,ауыл,3.1729243786356425
2015,1000 туылғанға,әйелдер,Солтүстік Қазақстан,ауыл,2.968827313211281
2015,1000 туылғанға,әйелдер,Шығыс Қазақстан,ауыл,3.624939584340261
2016,1000 туылғанға,ұлдар және қыздар,,,5.156054245883392
2016,1000 туылғанға,ұлдар және қыздар,Ақмола,,3.921254801536492
2016,1000 туылғанға,ұлдар және қыздар,Ақтөбе,,5.513683039101624
2016,1000 туылғанға,ұлдар және қыздар,Алматы,,4.5799426032944135
2016,1000 туылғанға,ұлдар және қыздар,Атырау,,4.84160191273162
2016,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,,5.157766990291263
2016,1000 туылғанға,ұлдар және қыздар,Жамбыл,,4.6584403115109705
2016,1000 туылғанға,ұлдар және қыздар,Қарағанды,,5.093945720250522
2016,1000 туылғанға,ұлдар және қыздар,Қостанай,,5.370219690805533
2016,1000 туылғанға,ұлдар және қыздар,Қызылорда,,6.076028250934773
2016,1000 туылғанға,ұлдар және қыздар,Маңғыстау,,5.607759927250682
2016,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,,5.929581614614024
2016,1000 туылғанға,ұлдар және қыздар,Павлодар,,4.360580353603425
2016,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,,5.328827657915259
2016,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,,5.846932542106641
2016,1000 туылғанға,ұлдар және қыздар,Нұр-Сұлтан қаласы,,3.627222122463638
2016,1000 туылғанға,ұлдар және қыздар,Алматы қаласы,,5.20439061317184
2016,1000 туылғанға,ұлдар және қыздар,,қала,5.314911788134819
2016,1000 туылғанға,ұлдар және қыздар,Ақмола,қала,4.4596402556860415
2016,1000 туылғанға,ұлдар және қыздар,Ақтөбе,қала,6.0938452163315056
2016,1000 туылғанға,ұлдар және қыздар,Алматы,қала,5.400683027559368
2016,1000 туылғанға,ұлдар және қыздар,Атырау,қала,4.617871161394597
2016,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,қала,5.250403877221325
2016,1000 туылғанға,ұлдар және қыздар,Жамбыл,қала,7.250221043324492
2016,1000 туылғанға,ұлдар және қыздар,Қарағанды,қала,5.29485049833887
2016,1000 туылғанға,ұлдар және қыздар,Қостанай,қала,5.27065527065527
2016,1000 туылғанға,ұлдар және қыздар,Қызылорда,қала,8.443386014288807
2016,1000 туылғанға,ұлдар және қыздар,Маңғыстау,қала,5.70515746234596
2016,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,қала,5.333402040605998
2016,1000 туылғанға,ұлдар және қыздар,Павлодар,қала,4.202635165833712
2016,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,қала,4.235044997353097
2016,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,қала,6.0725982532751095
2016,1000 туылғанға,ұлдар және қыздар,Нұр-Сұлтан қаласы,қала,3.627222122463638
2016,1000 туылғанға,ұлдар және қыздар,Алматы қаласы,қала,5.20439061317184
2016,1000 туылғанға,ұлдар және қыздар,,ауыл,4.942589917116569
2016,1000 туылғанға,ұлдар және қыздар,Ақмола,ауыл,3.29346507193621
2016,1000 туылғанға,ұлдар және қыздар,Ақтөбе,ауыл,4.366812227074235
2016,1000 туылғанға,ұлдар және қыздар,Алматы,ауыл,4.310007052738814
2016,1000 туылғанға,ұлдар және қыздар,Атырау,ауыл,5.081804660386712
2016,1000 туылғанға,ұлдар және қыздар,Батыс Қазақстан,ауыл,5.038220986796386
2016,1000 туылғанға,ұлдар және қыздар,Жамбыл,ауыл,2.914758194039617
2016,1000 туылғанға,ұлдар және қыздар,Қарағанды,ауыл,4.268032437046522
2016,1000 туылғанға,ұлдар және қыздар,Қостанай,ауыл,5.502846299810247
2016,1000 туылғанға,ұлдар және қыздар,Қызылорда,ауыл,3.8929926132960673
2016,1000 туылғанға,ұлдар және қыздар,Маңғыстау,ауыл,5.530371713508613
2016,1000 туылғанға,ұлдар және қыздар,Оңтүстік Қазақстан,ауыл,6.47218835006097
2016,1000 туылғанға,ұлдар және қыздар,Павлодар,ауыл,4.725649776844317
2016,1000 туылғанға,ұлдар және қыздар,Солтүстік Қазақстан,ауыл,6.384065372829418
2016,1000 туылғанға,ұлдар және қыздар,Шығыс Қазақстан,ауыл,5.446623093681917
2016,1000 туылғанға,ерлер,,,5.87290020895364
2016,1000 туылғанға,ерлер,Ақмола,,3.873566780291292
2016,1000 туылғанға,ерлер,Ақтөбе,,6.380681260429959
2016,1000 туылғанға,ерлер,Алматы,,5.096647538508004
2016,1000 туылғанға,ерлер,Атырау,,4.753623188405797
2016,1000 туылғанға,ерлер,Батыс Қазақстан,,6.783085582335113
2016,1000 туылғанға,ерлер,Жамбыл,,5.569867019424912
2016,1000 туылғанға,ерлер,Қарағанды,,5.945593744909595
2016,1000 туылғанға,ерлер,Қостанай,,5.322479649342517
2016,1000 туылғанға,ерлер,Қызылорда,,6.7547432204231646
2016,1000 туылғанға,ерлер,Маңғыстау,,6.55192646195971
2016,1000 туылғанға,ерлер,Оңтүстік Қазақстан,,6.930928079753145
2016,1000 туылғанға,ерлер,Павлодар,,4.422754308372731
2016,1000 туылғанға,ерлер,Солтүстік Қазақстан,,6.329113924050633
2016,1000 туылғанға,ерлер,Шығыс Қазақстан,,7.204490240428918
2016,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,,4.055660443325642
2016,1000 туылғанға,ерлер,Алматы қаласы,,5.629321422015542
2016,1000 туылғанға,ерлер,,қала,6.048353129475191
2016,1000 туылғанға,ерлер,Ақмола,қала,4.319032536711776
2016,1000 туылғанға,ерлер,Ақтөбе,қала,7.204822820173504
2016,1000 туылғанға,ерлер,Алматы,қала,6.713457430576747
2016,1000 туылғанға,ерлер,Атырау,қала,4.239178937974119
2016,1000 туылғанға,ерлер,Батыс Қазақстан,қала,6.664957703153037
2016,1000 туылғанға,ерлер,Жамбыл,қала,8.832698302736405
2016,1000 туылғанға,ерлер,Қарағанды,қала,6.199186991869919
2016,1000 туылғанға,ерлер,Қостанай,қала,4.994450610432853
2016,1000 туылғанға,ерлер,Қызылорда,қала,9.872480460715757
2016,1000 туылғанға,ерлер,Маңғыстау,қала,7.587592055344789
2016,1000 туылғанға,ерлер,Оңтүстік Қазақстан,қала,6.016907011437096
2016,1000 туылғанға,ерлер,Павлодар,қала,3.8944180008654254
2016,1000 туылғанға,ерлер,Солтүстік Қазақстан,қала,4.624871531346352
2016,1000 туылғанға,ерлер,Шығыс Қазақстан,қала,7.221638655462185
2016,1000 туылғанға,ерлер,Нұр-Сұлтан қаласы,қала,4.055660443325642
2016,1000 туылғанға,ерлер,Алматы қаласы,қала,5.629321422015542
2016,1000 туылғанға,ерлер,,ауыл,5.637589958537164
2016,1000 туылғанға,ерлер,Ақмола,ауыл,3.3545790003354576
2016,1000 туылғанға,ерлер,Ақтөбе,ауыл,4.725339633786178
2016,1000 туылғанға,ерлер,Алматы,ауыл,4.56506471355473
2016,1000 туылғанға,ерлер,Атырау,ауыл,5.310161718561429
2016,1000 туылғанға,ерлер,Батыс Қазақстан,ауыл,6.935270805812417
2016,1000 туылғанға,ерлер,Жамбыл,ауыл,3.3764116893701246
2016,1000 туылғанға,ерлер,Қарағанды,ауыл,4.9220672682526665
2016,1000 туылғанға,ерлер,Қостанай,ауыл,5.747126436781609
2016,1000 туылғанға,ерлер,Қызылорда,ауыл,3.8424591738712777
2016,1000 туылғанға,ерлер,Маңғыстау,ауыл,5.744125326370757
2016,1000 туылғанға,ерлер,Оңтүстік Қазақстан,ауыл,7.76566757493188
2016,1000 туылғанға,ерлер,Павлодар,ауыл,5.684754521963824
2016,1000 туылғанға,ерлер,Солтүстік Қазақстан,ауыл,7.984031936127744
2016,1000 туылғанға,ерлер,Шығыс Қазақстан,ауыл,7.174265216385097
2016,1000 туылғанға,әйелдер,,,4.388254570452419
2016,1000 туылғанға,әйелдер,Ақмола,,3.972194637537239
2016,1000 туылғанға,әйелдер,Ақтөбе,,4.59194322688374
2016,1000 туылғанға,әйелдер,Алматы,,4.018699253670138
2016,1000 туылғанға,әйелдер,Атырау,,4.9352251696483656
2016,1000 туылғанға,әйелдер,Батыс Қазақстан,,3.357314148681055
2016,1000 туылғанға,әйелдер,Жамбыл,,3.706934147405146
2016,1000 туылғанға,әйелдер,Қарағанды,,4.198080877313228
