Year,Value,UNIT_MEASURE
2010,125.5,в процентах к 2005 году
2011,134.7,в процентах к 2005 году
2012,139.1,в процентах к 2005 году
2013,145.4,в процентах к 2005 году
2014,149.3,в процентах к 2005 году
2015,148.9,в процентах к 2005 году
2016,148.5,в процентах к 2005 году
2017,152.5,в процентах к 2005 году
2018,156.6,в процентах к 2005 году
2019,161.6,в процентах к 2005 году
