Year,Value,UNIT_MEASURE
2010,30.48,процент
2011,28.59,процент
2012,27.1,процент
2013,23.7,процент
2014,20.53,процент
2015,21.12,процент
2016,20.84,процент
2017,19.73,процент
2018,19.28,процент
2019,17.41,процент
