Year,Value,UNIT_MEASURE
2010,1.5,процент
2011,1.5,процент
2012,1.3,процент
2013,0.8,процент
2014,0.7,процент
2015,0.6,процент
2016,0.7,процент
2017,0.8,процент
2018,0.6,процент
